match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,player_sofascoreId,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalOffside
11724966,home,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187,324,M,235686,EUR,654652800,G,18,18,False,29.0,12.0,25.0,8.0,7.0,11.0,5.0,18.0,1.0,11.0,2.0,2.0,4.0,1.0,1.0,90.0,43.0,7.7,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11724966,home,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176,240,M,818572,EUR,830217600,D,27,27,False,24.0,17.0,4.0,2.0,2.0,4.0,16.0,22.0,1.0,2.0,,,,,,90.0,47.0,7.6,12.0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
11724966,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184,534,M,923040,EUR,831513600,D,88,88,False,18.0,13.0,8.0,4.0,9.0,12.0,4.0,6.0,8.0,6.0,,,,,,90.0,36.0,7.6,6.0,0,,,,,6.0,,,,,3.0,,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,
11724966,home,Al-Shabab,Romain Saïss,romain-saiss,R. Saiss,D,29,190,7929,M,187729,EUR,638409600,D,14,14,False,30.0,24.0,10.0,7.0,15.0,18.0,9.0,12.0,6.0,5.0,,,,,,90.0,39.0,7.2,6.0,0,,,,2.0,3.0,1.0,,,,2.0,,2.0,1.0,1.0,,,,,romain_saiss27,1.0,,,,,,,,,,
11724966,home,Al-Shabab,Hamad Al Yami,hamad-al-yami,H. A. Yami,D,88,170,585,M,981158,EUR,926899200,D,2,2,False,26.0,18.0,3.0,1.0,13.0,16.0,5.0,10.0,,7.0,,,,,,90.0,50.0,7.2,12.0,1,,,,2.0,2.0,,1.0,,,4.0,,,2.0,2.0,,,Hamad,Al Yami,,,1.0,1.0,1.0,,,,,,,
11724966,home,Al-Shabab,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177,32,M,893218,EUR,787881600,M,15,15,False,43.0,32.0,6.0,1.0,17.0,22.0,15.0,21.0,,9.0,,,,,,89.0,58.0,6.6,15.0,0,,,,5.0,2.0,1.0,2.0,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,
11724966,home,Al-Shabab,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,6,175,1944,M,180059,EUR,719020800,M,6,6,False,29.0,19.0,5.0,4.0,12.0,16.0,7.0,13.0,1.0,8.0,,,,,,90.0,38.0,7.1,10.0,0,,,,3.0,6.0,2.0,,,,2.0,1.0,,6.0,3.0,,,,,,1.0,,,,,,,,,,
11724966,home,Al-Shabab,Éver Banega,ever-banega,É. Banega,M,11,174,1194,M,31981,EUR,583545600,M,10,10,False,40.0,29.0,7.0,4.0,12.0,15.0,18.0,28.0,,1.0,,,,,,79.0,57.0,6.9,16.0,3,,3.0,1.0,6.0,5.0,,2.0,,,1.0,,,2.0,2.0,1.0,3.0,,,,3.0,,2.0,,True,1.0,1.0,,,,
11724966,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180,4751,M,182001,EUR,747100800,F,23,23,False,20.0,17.0,,,4.0,4.0,13.0,17.0,1.0,3.0,,,,,,79.0,29.0,7.1,9.0,0,,1.0,,5.0,2.0,,2.0,2.0,1.0,,3.0,,,,1.0,,,,yannickferreiracarrasco,2.0,3.0,,,,,,,,,
11724966,home,Al-Shabab,Carlos Junior,carlos-junior,C. Junior,M,13,176,437,M,555624,EUR,808444800,F,13,13,False,13.0,8.0,,,2.0,2.0,6.0,11.0,1.0,1.0,,,,,,72.0,21.0,7.5,7.0,3,,,,3.0,3.0,,1.0,1.0,,,,2.0,,,2.0,,,,,,,2.0,,,3.0,,1.0,1.0,,
