match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_totalCross,stat_bigChanceMissed,stat_shotOffTarget,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon
11391412,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,27.0,19.0,12.0,4.0,17.0,21.0,2.0,6.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,90.0,35.0,6.9,9.0,0.00022548,0,0.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391412,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,25.0,20.0,1.0,1.0,12.0,16.0,8.0,9.0,,4.0,3.0,,,,,71.0,39.0,6.7,5.0,0.00176005,0,,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11391412,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,False,21.0,17.0,3.0,2.0,16.0,18.0,1.0,3.0,,4.0,5.0,,,,,90.0,37.0,7.3,4.0,0.00025737,1,,,,5.0,5.0,1.0,1.0,,,,YL15,1.0,1.0,1.0,2.0,0.0655,,,,,,,,,,,,,,,
11391412,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,41.0,34.0,6.0,2.0,21.0,24.0,13.0,17.0,,6.0,3.0,,,,,90.0,59.0,7.4,8.0,0.0064753,0,,1.0,,6.0,2.0,3.0,2.0,,,,,,,,3.0,,1.0,2.0,1.0,,,,,,,,,,,,
11391412,home,Lille,Ismaily,,,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,False,36.0,28.0,4.0,3.0,17.0,22.0,11.0,14.0,,5.0,3.0,,,,,90.0,55.0,6.4,9.0,0.00708691,0,,6.0,4.0,2.0,,3.0,1.0,,,,,3.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,
11391412,home,Lille,Nabil Bentaleb,,,nabil-bentaleb,N. Bentaleb,M,6,187,8306,M,368120,EUR,785635200,M,6,6,False,54.0,44.0,3.0,2.0,24.0,31.0,20.0,23.0,1.0,13.0,12.0,,,,,90.0,78.0,7.8,12.0,0.00931797,0,,3.0,1.0,2.0,2.0,9.0,7.0,,1.0,,nabilbentaleb,,,,3.0,,1.0,1.0,2.0,,,,,,,,,,,,
11391412,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,41.0,32.0,,,23.0,28.0,9.0,14.0,2.0,6.0,5.0,,,,,89.0,58.0,6.4,12.0,0.0103393,1,,7.0,3.0,5.0,,2.0,,,3.0,,,,,,2.0,0.1782,1.0,2.0,2.0,1.0,True,1.0,1.0,1.0,,,,,,,
11391412,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,887766,EUR,922838400,M,23,23,False,34.0,29.0,,,12.0,14.0,18.0,27.0,,9.0,4.0,,,,,90.0,59.0,7.3,16.0,0.282649,2,,9.0,2.0,,,2.0,1.0,,2.0,5.0,edonzhegrova10,9.0,5.0,,2.0,0.064,,,,1.0,,7.0,,2.0,1.0,1.0,,,,,
11391412,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,8,8,False,37.0,32.0,3.0,3.0,13.0,15.0,20.0,26.0,1.0,5.0,1.0,,,,,90.0,54.0,7.2,10.0,0.191041,4,,3.0,1.0,2.0,,,,,1.0,2.0,,1.0,1.0,4.0,3.0,0.2496,1.0,,,,,4.0,,,1.0,,1.0,,,,
11391412,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,M,5,5,False,8.0,5.0,1.0,,3.0,6.0,2.0,3.0,,1.0,1.0,,,,,71.0,16.0,6.1,7.0,0.00019753,0,,5.0,,2.0,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,1.0,,,,2.0,,,,,
