match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_interceptionWon,stat_penaltyConceded,player_firstName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,captain,stat_totalOffside,player_lastName,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_penaltyMiss,stat_goals,stat_errorLeadToAShot
12117267,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,1,1,False,28.0,23.0,7.0,2.0,0.0,21.0,24.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,90.0,32.0,6.8,6.0,0.00044407,0,0.6747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Wesley,wesley-franca,Wesley,D,43,178,26920,M,WesleyFranca03,1134200,EUR,1062806400,D,43,43,False,41.0,34.0,2.0,,0.0,8.0,9.0,28.0,37.0,5.0,,,,,90.0,79.0,7.3,16.0,0.11524,1,,5.0,2.0,3.0,3.0,6.0,14.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,6.0,2.0,0.0184,1.0,,,,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,56.0,52.0,1.0,,0.0,29.0,30.0,23.0,26.0,3.0,,,,,90.0,64.0,6.8,4.0,0.0147962,1,,,,,1.0,,2.0,,,,,4.0,,,,1.0,,0.0172,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Léo Pereira,leo-pereira,L. Pereira,D,4,189,8450,M,leopereira4,358548,EUR,823046400,D,4,4,False,77.0,66.0,11.0,8.0,0.0,41.0,45.0,26.0,34.0,7.0,,,,,90.0,89.0,7.1,13.0,0.143205,1,,2.0,1.0,,4.0,2.0,5.0,,,,,1.0,1.0,,,,1.0,0.1516,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12117267,home,Flamengo,Ayrton Lucas,ayrton-lucas,A. Lucas,D,6,180,7146,M,AyrtonLucas,818473,EUR,866678400,D,6,6,False,30.0,26.0,4.0,2.0,0.0,16.0,18.0,10.0,14.0,2.0,,,,,71.0,47.0,6.6,7.0,0.0149397,0,,2.0,,,,4.0,4.0,,,,,2.0,3.0,3.0,1.0,1.0,2.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Léo Ortiz,leo-ortiz,L. Ortiz,D,3,185,10970,M,leortiz33,869643,EUR,820627200,M,3,3,False,30.0,24.0,4.0,2.0,0.0,11.0,11.0,13.0,19.0,2.0,,,,,62.0,42.0,6.5,9.0,0.0284914,2,,,,,1.0,6.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,2.0,0.0996,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Allan,allan,Allan,M,29,172,5267,M,,828839,EUR,857347200,M,29,29,False,66.0,59.0,4.0,4.0,0.0,20.0,21.0,39.0,45.0,5.0,,,,,90.0,77.0,7.1,7.0,0.0468726,2,,,,1.0,2.0,2.0,6.0,,,,2.0,1.0,3.0,1.0,,1.0,,0.0416,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Matheus Gonçalves,matheus-goncalves,M. Gonçalves,M,20,175,7172,M,,1175553,EUR,1124323200,M,20,20,False,29.0,22.0,2.0,,0.0,6.0,7.0,16.0,25.0,4.0,,,,,71.0,50.0,6.7,18.0,0.16316,2,,3.0,,,1.0,5.0,6.0,2.0,6.0,3.0,1.0,,1.0,1.0,3.0,1.0,,0.0826,1.0,,,,,,,,Matheus Gonçalves,1.0,0.0609,,,,,,,,,,,,
12117267,home,Flamengo,Carlos Alcaraz,carlos-alcaraz,C. Alcaraz,M,24,183,6111,M,_alcaraz22,1017392,EUR,1038614400,M,37,37,False,53.0,40.0,1.0,,0.0,14.0,15.0,27.0,42.0,9.0,,,,,90.0,76.0,6.9,23.0,0.104298,4,,4.0,1.0,,1.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,,2.0,,,0.1683,3.0,2.0,,3.0,,1.0,2.0,,,1.0,0.176,1.0,,,,,,,,,,,
12117267,home,Flamengo,Bruno Henrique,bruno-henrique,B. Henrique,F,27,184,33811,M,B.henrique,795291,EUR,662515200,M,27,27,False,18.0,13.0,2.0,,0.0,1.0,1.0,12.0,17.0,4.0,,,,,62.0,33.0,7.1,8.0,0.104055,2,,,,,3.0,5.0,6.0,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,3.0,0.1094,4.0,,,,,,,,,2.0,0.5219,,True,1.0,,,,,,,,,
12117267,home,Flamengo,Gabriel Barbosa,gabriel-barbosa,G. Barbosa,F,9,178,36944,M,Gabigol,358554,EUR,841363200,F,99,99,False,16.0,15.0,,,0.0,7.0,7.0,9.0,13.0,1.0,,,,,78.0,29.0,7.0,8.0,0.0790743,1,,4.0,1.0,1.0,1.0,3.0,2.0,1.0,,,1.0,,1.0,1.0,3.0,,,0.068,2.0,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,
12117267,home,Flamengo,Gonzalo Plata,gonzalo-plata,G. Plata,M,19,178,20442,M,gonzaloplata,937937,EUR,973036800,F,45,45,True,17.0,15.0,,,0.0,,,15.0,17.0,1.0,,,,,28.0,22.0,6.6,5.0,0.0994614,1,,,,,1.0,4.0,2.0,,4.0,1.0,1.0,,,,,,1.0,0.0994,,,,,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Michael,michael,Michael,M,96,166,9025,M,Michael19,878084,EUR,826588800,M,30,30,True,15.0,12.0,,,0.0,2.0,2.0,10.0,17.0,,,,,,28.0,24.0,6.6,7.0,0.0653837,2,,4.0,,,1.0,,3.0,,1.0,1.0,,,,,,1.0,,0.6175,1.0,1.0,,,,2.0,,,,1.0,0.0339,,,,,,,,,,,,
12117267,home,Flamengo,Alex Sandro,alex-sandro,A. Sandro,D,26,181,13338,M,alxsndro12,84854,EUR,664848000,D,26,26,True,18.0,15.0,,,0.0,6.0,6.0,10.0,15.0,1.0,,,,,19.0,32.0,6.8,8.0,0.119276,0,,3.0,1.0,1.0,2.0,6.0,6.0,1.0,2.0,1.0,,,2.0,2.0,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Giorgian De Arrascaeta,giorgian-de-arrascaeta,Arrascaeta,M,10,173,86686,M,G10DeArrascaeta,333587,EUR,770428800,M,14,14,True,15.0,13.0,1.0,,0.0,2.0,2.0,13.0,17.0,2.0,,,,,19.0,24.0,7.5,7.0,0.564947,0,,4.0,2.0,,,,2.0,,1.0,1.0,,,,,3.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Lorran,lorran,Lorran,M,99,180,6061,M,lorranlucas10,1459764,EUR,1151971200,M,19,19,True,8.0,7.0,,,0.0,,,7.0,9.0,,,,,,12.0,11.0,6.9,2.0,0.0206924,1,,1.0,,,1.0,1.0,2.0,,,,,,1.0,1.0,,,1.0,0.0582,,1.0,,,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Matheus Cunha,matheus-cunha,M. Cunha,G,25,193,4946,M,,1105835,EUR,990662400,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matheus Cunha,,,,,,,,,,,,,,
12117267,home,Flamengo,Guillermo Varela,guillermo-varela,G. Varela,D,2,171,7450,M,,311456,EUR,732931200,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,David Luiz,david-luiz,D. Luiz,D,4,189,22748,M,davidluiz23,21300,EUR,546048000,D,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Cleiton,cleiton-santana,Cleiton,D,33,194,3448,M,,1134199,EUR,1051228800,D,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Evertton Araujo,evertton,E. Araujo,M,52,185,4689,M,,1145106,EUR,1046390400,M,52,52,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117267,home,Flamengo,Guilherme Gomes,guilherme,Guilherme,M,47,181,2747,M,,1645868,EUR,1138838400,F,47,47,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Guilherme,,,,,,,,,,,,,,
12117267,home,Flamengo,Carlinhos,carlinhos,Carlinhos,F,99,195,1670,M,,852534,EUR,855705600,F,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117267,away,Fluminense,Fábio,fabio,Fábio,G,1,188,4344,M,,17785,EUR,339120000,G,1,1,False,30.0,14.0,22.0,7.0,0.0,9.0,13.0,5.0,17.0,14.0,3.0,,,5.0,90.0,43.0,7.9,16.0,0.00495305,0,0.7928,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
12117267,away,Fluminense,Samuel Xavier,xavier-samuel,S. Xavier,D,2,166,1621,M,,795773,EUR,644630400,D,2,2,False,27.0,19.0,5.0,,0.0,9.0,13.0,10.0,16.0,2.0,,,,,90.0,53.0,6.9,13.0,0.00524821,1,,2.0,,3.0,,5.0,5.0,,,,1.0,5.0,3.0,1.0,1.0,2.0,1.0,0.0179,,,,1.0,,,,,,,,,,,,,,,,,,,
12117267,away,Fluminense,Manoel,manoel,Manoel,D,26,182,614,M,,84845,EUR,635990400,D,26,26,False,32.0,27.0,6.0,2.0,0.0,22.0,23.0,5.0,9.0,2.0,,,,,90.0,52.0,7.7,6.0,0.0020058,0,,,,,,,3.0,,,,,10.0,3.0,1.0,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,
12117267,away,Fluminense,Thiago Santos,thiago-santos,T. Santos,D,29,181,954,M,,378590,EUR,620956800,D,29,29,False,29.0,23.0,8.0,4.0,0.0,15.0,20.0,8.0,9.0,1.0,,,,,90.0,42.0,7.3,6.0,0.00415984,0,,,,1.0,,2.0,2.0,,,,,3.0,2.0,1.0,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
12117267,away,Fluminense,Diogo Barbosa,diogo-barbosa,D. Barbosa,D,16,180,555,M,,243107,EUR,714009600,D,6,6,False,31.0,22.0,4.0,,0.0,12.0,16.0,10.0,17.0,5.0,,,,,90.0,52.0,6.6,15.0,0.00687543,0,,2.0,,1.0,,4.0,1.0,,1.0,,,4.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
12117267,away,Fluminense,Facundo Bernal,bernal-facundo,F. Bernal,M,5,187,1705,M,,1177404,EUR,1061424000,M,5,5,False,30.0,27.0,1.0,1.0,0.0,15.0,17.0,12.0,13.0,2.0,,,,,79.0,46.0,7.1,3.0,0.0124663,2,,,,,,5.0,5.0,,2.0,2.0,2.0,4.0,3.0,3.0,,,4.0,0.0503,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12117267,away,Fluminense,Matheus Martinelli,martinelli-matheus,M. Martinelli,M,8,176,4179,M,,1067671,EUR,1002240000,M,8,8,False,49.0,40.0,5.0,4.0,1.0,18.0,22.0,22.0,27.0,4.0,,,,,90.0,61.0,7.6,10.0,0.129805,1,,,,1.0,,5.0,5.0,,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0538,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12117267,away,Fluminense,Marquinhos,marquinhos,Marquinhos,M,7,175,4094,M,_marquinhos011,1116954,EUR,1049673600,M,77,77,False,12.0,10.0,1.0,1.0,0.0,3.0,3.0,7.0,9.0,2.0,,,,,45.0,25.0,7.1,8.0,0.00550792,1,,,,2.0,,5.0,5.0,3.0,1.0,1.0,,,1.0,,2.0,3.0,,0.0198,1.0,1.0,,,,,,,Marquinhos,,,,,,,,,,,1.0,,,
12117267,away,Fluminense,Ganso,ganso,Ganso,M,10,184,3271,M,,116853,EUR,624153600,M,10,10,False,40.0,36.0,,,0.0,13.0,14.0,24.0,29.0,7.0,,,,,75.0,52.0,6.4,9.0,0.0570067,2,,3.0,1.0,2.0,,6.0,1.0,1.0,,,,,,,2.0,1.0,1.0,0.8072,3.0,1.0,,2.0,,1.0,,,,1.0,0.787,,True,,,,,,,,1.0,,
12117267,away,Fluminense,Lima,lima,Lima,M,45,181,1368,M,,807850,EUR,834451200,M,45,45,False,20.0,17.0,,,0.0,5.0,7.0,12.0,16.0,2.0,,,,,85.0,42.0,7.4,10.0,0.00661162,2,,3.0,,4.0,1.0,9.0,6.0,,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,0.2507,,,,1.0,,,1.0,,,1.0,0.914,,,,,,,,,,,1.0,1.0
12117267,away,Fluminense,Kauã Elias,elias-kaua,K. Elias,F,19,180,2283,M,,1482841,EUR,1143504000,F,19,19,False,16.0,10.0,,,1.0,4.0,5.0,6.0,11.0,,,,,,79.0,32.0,7.1,16.0,0.205175,2,,,,6.0,4.0,11.0,8.0,3.0,4.0,2.0,1.0,,1.0,,5.0,1.0,,0.1706,1.0,1.0,,,1.0,,,,Kauã Elias,,,,,1.0,,,,,,,,,
12117267,away,Fluminense,Jhon Arias,jhon-arias,J. Arias,M,21,170,30718,M,jhonariasa,844096,EUR,874800000,M,21,21,True,20.0,18.0,,,0.0,9.0,11.0,9.0,9.0,6.0,,,,,45.0,38.0,6.9,9.0,0.00539529,1,,,,1.0,,9.0,7.0,2.0,5.0,1.0,,1.0,4.0,,1.0,2.0,2.0,0.6505,,,,,,,,,,1.0,0.9737,,,,,,,,,,,1.0,
12117267,away,Fluminense,Isaac,isaac,Isaac,M,11,177,320,M,,1464519,EUR,1082764800,F,32,32,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,15.0,7.0,6.7,3.0,0.00034699,0,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
