match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_penaltyConceded,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
10411447,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,32.0,20.0,19.0,7.0,14.0,19.0,6.0,13.0,1.0,5.0,2.0,1.0,2.0,90.0,40.0,6.3,12.0,0.0,0.0,0.00160727,0,0.0331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411447,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2430,M,,318607,EUR,849830400,D,2,2,False,23.0,18.0,5.0,3.0,8.0,8.0,10.0,16.0,1.0,3.0,,,,45.0,33.0,6.5,7.0,0.0,0.0,0.00681553,0,,True,1.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411447,home,Milan,Simon Kjær,simon-kjaer,S. Kjær,D,24,189,1458,M,,21535,EUR,606873600,D,24,24,False,36.0,32.0,5.0,3.0,23.0,23.0,9.0,13.0,,3.0,,,,45.0,38.0,6.5,4.0,0.0,0.0,0.00564732,0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411447,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185,7146,M,fikayotomori,788255,EUR,882489600,D,23,23,False,46.0,42.0,5.0,2.0,28.0,28.0,14.0,18.0,1.0,2.0,,,,90.0,55.0,6.7,4.0,0.0,0.0,0.14714,0,,,,1.0,3.0,4.0,,,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411447,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,19,184,26616,M,TheoHdez,788027,EUR,876096000,D,19,19,False,26.0,21.0,2.0,1.0,10.0,11.0,12.0,18.0,,5.0,,,,90.0,54.0,7.0,15.0,0.1172,0.0,0.659775,2,,,3.0,,3.0,4.0,,,,,,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,
10411447,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,4,175,31837,M,IsmaëlBennacer,823733,EUR,880934400,M,4,4,False,63.0,57.0,8.0,6.0,25.0,27.0,35.0,40.0,1.0,12.0,,,,90.0,83.0,7.6,11.0,0.0,0.0,0.344202,0,,,4.0,1.0,5.0,5.0,,1.0,3.0,1.0,4.0,,5.0,,3.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,
10411447,home,Milan,Sandro Tonali,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,False,38.0,29.0,7.0,5.0,11.0,13.0,20.0,36.0,,6.0,,,,90.0,58.0,7.4,18.0,0.0015,0.0,0.327325,1,,,11.0,2.0,2.0,3.0,,1.0,1.0,,1.0,1.0,3.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,
10411447,home,Milan,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,AS56,901891,EUR,930441600,M,56,56,False,26.0,19.0,1.0,1.0,4.0,5.0,16.0,22.0,,3.0,,,,66.0,41.0,6.5,14.0,0.0748,0.0,0.0930751,2,,,1.0,1.0,4.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,
10411447,home,Milan,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,cdk,960441,EUR,984182400,M,90,90,False,24.0,19.0,,,1.0,1.0,18.0,23.0,,5.0,,,,82.0,30.0,6.5,9.0,0.0728,0.0,0.645562,1,,,,2.0,7.0,2.0,,,,,1.0,2.0,3.0,,,3.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,
10411447,home,Milan,Rade Krunić,rade-krunic,R. Krunić,M,33,184,2486,M,,155449,EUR,749952000,M,33,33,False,16.0,12.0,,,3.0,5.0,9.0,11.0,1.0,2.0,,,,66.0,26.0,7.0,5.0,0.1691,0.1447,0.401511,3,,,,3.0,4.0,5.0,1.0,,1.0,,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,
