match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_interceptionWon,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_lastManTackle
13472671,home,Palmeiras,Weverton,weverton,Weverton,G,1,189.0,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,25.0,18.0,12.0,5.0,0.0,16.0,17.0,2.0,8.0,1.0,2.0,7.0,1.0,1.0,1.0,90.0,35.0,7.0,7.0,0.00144845,0,0.0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472671,home,Palmeiras,Khellven,khellven,Khellven,D,12,176.0,2672,M,,984896,EUR,983059200,D,12,12,False,20.0,15.0,2.0,1.0,0.0,4.0,5.0,11.0,15.0,3.0,3.0,,1.0,,,84.0,45.0,7.4,15.0,0.325127,0,,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,
13472671,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185.0,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,35.0,27.0,8.0,3.0,0.0,16.0,19.0,11.0,16.0,5.0,4.0,2.0,,,,90.0,49.0,8.3,9.0,0.0386498,1,,,,2.0,4.0,,1.0,4.0,2.0,,1.0,,,True,1.0,1.0,1.0,1.0,2.0,0.7148,0.9872,,,,,,,,,,
13472671,home,Palmeiras,Murilo,murilo,Murilo,D,26,188.0,4420,M,,874729,EUR,859420800,D,26,26,False,45.0,43.0,7.0,5.0,0.0,27.0,27.0,16.0,18.0,3.0,1.0,3.0,,,,90.0,57.0,7.2,5.0,0.00928551,1,,,,,5.0,1.0,,,,1.0,,,,,2.0,,,2.0,3.0,0.0651,,2.0,1.0,1.0,,,,,,,
13472671,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183.0,6392,M,,881110,EUR,903916800,D,22,22,False,39.0,30.0,5.0,3.0,0.0,16.0,21.0,14.0,18.0,4.0,1.0,4.0,1.0,,,89.0,63.0,7.5,15.0,0.455804,2,,6.0,4.0,,5.0,2.0,,1.0,1.0,,4.0,,,,,,,,,0.0461,,3.0,2.0,2.0,2.0,,,,,,
13472671,home,Palmeiras,Emiliano Martínez,emiliano-martinez,E. Martínez,M,32,184.0,3839,M,,973533,EUR,934848000,M,32,32,False,39.0,35.0,4.0,2.0,0.0,17.0,18.0,18.0,21.0,4.0,2.0,3.0,,,,90.0,50.0,7.4,4.0,0.014987,1,,,,,1.0,,1.0,3.0,3.0,,1.0,,,,,,,,1.0,0.0337,,1.0,1.0,1.0,,,,,,,
13472671,home,Palmeiras,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181.0,3216,M,,331397,EUR,799718400,M,30,30,False,42.0,37.0,4.0,4.0,0.0,16.0,17.0,21.0,25.0,5.0,3.0,2.0,1.0,,,84.0,53.0,7.0,7.0,0.0572644,0,,,,1.0,4.0,1.0,,4.0,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,
13472671,home,Palmeiras,Mauricio,mauricio,Mauricio,M,18,174.0,5655,M,,986233,EUR,993168000,M,18,18,False,29.0,26.0,2.0,1.0,1.0,10.0,11.0,16.0,18.0,1.0,,6.0,,,,68.0,38.0,7.2,5.0,0.520237,2,,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,,1.0,,,,,,,,,0.1461,,2.0,,1.0,,1.0,,,,,
13472671,home,Palmeiras,José López,jose-lopez,J. López,F,42,188.0,16738,M,,1094179,EUR,976060800,M,42,42,False,25.0,18.0,1.0,1.0,0.0,5.0,6.0,13.0,19.0,11.0,2.0,6.0,4.0,,,90.0,53.0,7.7,14.0,0.0491447,6,,1.0,1.0,1.0,11.0,2.0,,1.0,1.0,1.0,1.0,José López,,,5.0,3.0,2.0,,4.0,1.3801,1.2221,5.0,1.0,2.0,,1.0,3.0,1.0,1.0,,
13472671,home,Palmeiras,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175.0,6076,M,F_Andersoon,152276,EUR,734832000,M,7,7,False,32.0,28.0,1.0,1.0,0.0,10.0,11.0,18.0,21.0,4.0,1.0,6.0,,,,68.0,48.0,7.1,11.0,0.0417565,1,,,,1.0,4.0,2.0,,3.0,1.0,3.0,2.0,,,,,,,,,0.1046,,2.0,1.0,1.0,,,,1.0,,,
