match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_keyPass,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_goalAssist,stat_wasFouled,stat_penaltyWon,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,stat_penaltyConceded,stat_penaltyFaced,stat_totalOffside,stat_bigChanceMissed
10913536,home,Al-Khaleej,Douglas Friedrich,,,douglas-friedrich,D. Friedrich,G,36,193.0,156,M,838439,EUR,597888000.0,G,1,1,False,26.0,12.0,21.0,7.0,8.0,11.0,4.0,15.0,1.0,16.0,1.0,1.0,2.0,1.0,90.0,41.0,7.4,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913536,home,Al-Khaleej,Hussain Al-Nuweqi,Hussain Al-Nuweqi,,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800.0,D,27,27,False,30.0,19.0,6.0,3.0,9.0,15.0,10.0,15.0,2.0,7.0,,,,,89.0,47.0,6.8,12.0,0,True,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10913536,home,Al-Khaleej,Abdullah Al-Shanqiti,Abdullah Alshenqiti,,abdullah-al-shanqiti,A. Al-Shanqiti,D,13,179.0,10,M,1085896,EUR,914284800.0,D,13,13,False,25.0,19.0,2.0,,17.0,19.0,2.0,6.0,1.0,2.0,,,,,45.0,29.0,6.2,7.0,0,,1.0,4.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10913536,home,Al-Khaleej,Izuchukwu Jude Anthony,,,izuchukwu-jude-anthony,I. J. Anthony,D,16,187.0,51,M,834130,EUR,878515200.0,D,25,25,False,39.0,33.0,8.0,2.0,26.0,27.0,7.0,12.0,6.0,4.0,,,,,90.0,53.0,7.6,6.0,0,,1.0,3.0,2.0,,,3.0,2.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,
10913536,home,Al-Khaleej,Pedro Amaral,,,amaral-pedro,P. Amaral,D,24,178.0,86,M,834247,EUR,872467200.0,D,5,5,False,38.0,28.0,6.0,2.0,18.0,21.0,11.0,19.0,2.0,6.0,,,,,90.0,62.0,7.3,14.0,1,,,1.0,2.0,,,,2.0,1.0,,,1.0,6.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,
10913536,home,Al-Khaleej,André Poko,,,andre-poko,A. B. Poko,M,53,173.0,385,M,177103,EUR,725846400.0,M,15,15,False,23.0,19.0,,,8.0,9.0,11.0,14.0,,6.0,,,,,90.0,41.0,7.4,10.0,1,,,6.0,7.0,1.0,,1.0,6.0,5.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10913536,home,Al-Khaleej,Lucas Souza,,,lucas-souza,L. Souza,M,,186.0,38,M,311608,EUR,647049600.0,M,8,8,False,55.0,41.0,10.0,5.0,23.0,27.0,18.0,28.0,5.0,14.0,,,,,90.0,74.0,6.5,20.0,0,,1.0,8.0,6.0,2.0,2.0,,1.0,1.0,2.0,1.0,4.0,,1.0,,,,2.0,,,,3.0,,,,,,,
10913536,home,Al-Khaleej,Khaled Al-Semeiry,,,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800.0,M,6,6,False,33.0,27.0,2.0,1.0,16.0,18.0,11.0,17.0,,5.0,,,,,89.0,45.0,7.0,9.0,0,,1.0,6.0,3.0,1.0,1.0,,2.0,2.0,3.0,2.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,
10913536,home,Al-Khaleej,Ahmad Zain,,,ahmad-zain,A. Zain,M,49,177.0,14,M,818809,EUR,678412800.0,F,49,49,False,19.0,14.0,1.0,,6.0,10.0,8.0,10.0,,7.0,,,,,72.0,42.0,6.2,16.0,3,,2.0,11.0,7.0,3.0,2.0,,3.0,1.0,1.0,2.0,5.0,,,1.0,,3.0,4.0,,1.0,,1.0,,,,,,,
10913536,home,Al-Khaleej,Sokol Cikalleshi,,,sokol-cikalleshi,S. Cikalleshi,F,,185.0,338,M,81138,EUR,646444800.0,F,9,9,False,13.0,8.0,1.0,1.0,5.0,6.0,3.0,7.0,,2.0,,,,,90.0,20.0,7.8,6.0,2,,2.0,11.0,4.0,1.0,,,,,8.0,2.0,,,,,,,,,1.0,,3.0,2.0,2.0,,,,,
