match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_fouls,stat_bigChanceMissed,player_firstName,player_lastName,stat_dispossessed,stat_hitWoodwork,stat_wonTackle,stat_unsuccessfulTouch,stat_outfielderBlock,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_errorLeadToAShot,stat_totalOffside
14109687,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,29.0,21.0,10.0,2.0,0.0,19.0,21.0,2.0,8.0,6.0,90.0,34.0,6.2,8.0,0.0003299,0,-0.3763,0.02,-0.04,-0.02,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109687,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,140735,EUR,684028800,D,18,18,False,32.0,23.0,4.0,1.0,0.0,8.0,10.0,15.0,22.0,5.0,90.0,68.0,7.0,16.0,0.210404,2,,0.25,0.35,-0.13,,True,11.0,5.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.068,0.0151,4.0,0.0,,,,,,,,,,,,,,,,,,
14109687,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,49.0,47.0,6.0,5.0,0.0,31.0,31.0,16.0,18.0,5.0,90.0,59.0,7.1,2.0,0.00992049,2,,0.29,0.24,-0.07,,,,,,1.0,3.0,,,,,,5.0,,1.0,,0.1142,,,-0.33,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
14109687,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185,366,M,803023,EUR,914112000,D,4,4,False,64.0,58.0,10.0,7.0,0.0,37.0,40.0,21.0,24.0,3.0,90.0,82.0,6.9,6.0,0.0151945,4,,0.31,0.25,0.13,,,,,5.0,5.0,2.0,,,,2.0,1.0,6.0,2.0,,1.0,0.3907,0.4487,2.0,-0.51,1.0,,1.0,,1.0,,,,,,,,,,,,,
14109687,home,Samsunspor,Logi Tomasson,logi-tomasson,L. Tómasson,D,17,182,205,M,858266,EUR,968803200,D,17,17,False,42.0,37.0,5.0,3.0,0.0,18.0,18.0,19.0,24.0,6.0,90.0,63.0,7.2,9.0,0.10478,3,,0.28,0.1,-0.09,,,3.0,,1.0,2.0,6.0,2.0,2.0,,2.0,,1.0,2.0,3.0,,0.0762,,2.0,0.01,1.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
14109687,home,Samsunspor,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,539,M,920391,EUR,900720000,M,29,29,False,57.0,51.0,5.0,2.0,0.0,24.0,24.0,27.0,33.0,8.0,90.0,63.0,7.2,8.0,0.0961514,0,,0.38,0.2,-0.05,,,,,,1.0,3.0,1.0,,,,,,,1.0,1.0,,,4.0,,1.0,,,,,,,,,,1.0,,,,,,,
14109687,home,Samsunspor,Celil Yüksel,celil-yuksel,C. Yüksel,M,5,165,83,M,806972,EUR,883612800,M,5,5,False,50.0,44.0,4.0,3.0,0.0,15.0,16.0,29.0,34.0,6.0,90.0,67.0,7.3,8.0,0.216123,1,,0.39,0.09,-0.1,,,1.0,1.0,2.0,6.0,9.0,4.0,4.0,,,,,,4.0,,0.0147,,3.0,0.0,1.0,2.0,1.0,2.0,,,,,,2.0,2.0,1.0,,,,,,
14109687,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,38.0,30.0,3.0,2.0,0.0,8.0,10.0,22.0,28.0,3.0,77.0,52.0,6.6,10.0,0.197557,5,,0.17,0.21,-0.12,,,,,,6.0,8.0,,,,,3.0,,,3.0,3.0,1.0123,0.2973,1.0,-0.71,2.0,2.0,2.0,3.0,1.0,,,1.0,,2.0,1.0,,,,,,,
14109687,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,38.0,32.0,,,0.0,13.0,15.0,19.0,23.0,1.0,85.0,54.0,6.9,11.0,0.0233406,3,,-0.13,0.18,-0.13,,,,,1.0,6.0,3.0,,,,1.0,2.0,,,2.0,1.0,1.0049,0.9848,1.0,0.54,,2.0,,1.0,1.0,,,2.0,,2.0,3.0,,1.0,,,,,
14109687,home,Samsunspor,Anthony Musaba,anthony-musaba,A. Musaba,F,20,182,2507,M,979473,EUR,976060800,M,7,7,False,25.0,19.0,1.0,,1.0,5.0,5.0,14.0,20.0,2.0,90.0,42.0,7.6,12.0,0.255568,4,,0.4,0.4,-0.06,,,2.0,1.0,,6.0,5.0,3.0,2.0,2.0,1.0,,,,,3.0,0.0929,,3.0,-0.22,,,3.0,1.0,,,,4.0,,,,,,,,,,
