match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves
10437982,home,Casa Pia,Léo Bolgado,leo-bolgado,L. Bolgado,D,4,190,110,M,1095918,EUR,903571200,D,4,4,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Léo Bolgado,,,,,,,,,,,,,,
10437982,home,Casa Pia,Cuca,cuca,Cuca,M,13,177,39,M,1093294,EUR,663379200,M,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Cuca,,,,,,,,,,,,,,
10437982,away,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,29.0,23.0,12.0,6.0,21.0,22.0,2.0,7.0,,4.0,,90.0,32.0,7.3,6.0,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,2.0,2.0
10437982,away,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,59.0,49.0,4.0,1.0,23.0,27.0,28.0,37.0,2.0,9.0,,90.0,89.0,7.1,17.0,0,,,6.0,3.0,1.0,1.0,1.0,2.0,,2.0,2.0,4.0,2.0,2.0,Miguel Maga,,5.0,2.0,,,,,,1.0,,,,,
10437982,away,Vitória SC,Mamadou Tounkara,mamadou-tounkara,M. Tounkara,D,29,192,198,M,208636,EUR,1008288000,D,83,83,False,56.0,53.0,4.0,2.0,46.0,47.0,7.0,9.0,2.0,5.0,,90.0,63.0,6.9,3.0,0,2.0,1.0,4.0,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,
10437982,away,Vitória SC,André Amaro,andre-amaro,A. Amaro,D,13,185,207,M,1095752,EUR,1029196800,D,13,13,False,66.0,65.0,2.0,1.0,58.0,59.0,7.0,7.0,3.0,7.0,,90.0,81.0,7.9,2.0,0,,,,4.0,3.0,3.0,2.0,,,,,2.0,1.0,1.0,André Amaro,,,,,,,,,,,,,,
10437982,away,Vitória SC,Afonso Freitas,afonso-freitas,A. Freitas,D,25,180,35,M,928812,EUR,955065600,D,72,72,False,49.0,39.0,7.0,2.0,18.0,20.0,21.0,32.0,3.0,9.0,,90.0,65.0,6.9,15.0,0,,2.0,,2.0,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,
10437982,away,Vitória SC,Nicolas Janvier,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,98,98,False,45.0,40.0,6.0,5.0,12.0,14.0,30.0,36.0,,8.0,,87.0,63.0,7.1,12.0,2,,,4.0,3.0,,2.0,1.0,,,2.0,,1.0,1.0,,,,5.0,2.0,3.0,1.0,,1.0,,,1.0,,,,
10437982,away,Vitória SC,Dani Silva,daniel-silva,D. Silva,M,80,180,228,M,974863,EUR,955411200,M,80,80,False,66.0,58.0,3.0,3.0,38.0,41.0,20.0,25.0,3.0,8.0,,90.0,79.0,7.3,9.0,1,1.0,4.0,5.0,10.0,,3.0,2.0,1.0,,2.0,1.0,,,2.0,,,,,1.0,1.0,,,,1.0,1.0,,,,
10437982,away,Vitória SC,Nelson Luz,nelson-luz,N. Luz,M,10,177,198,M,841743,EUR,886550400,M,20,20,False,28.0,23.0,,,4.0,5.0,20.0,26.0,,2.0,,78.0,50.0,7.1,11.0,1,1.0,1.0,4.0,11.0,,2.0,2.0,,,1.0,2.0,,1.0,2.0,,,3.0,1.0,6.0,6.0,,1.0,,,,,,,
10437982,away,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,60.0,53.0,4.0,4.0,19.0,20.0,34.0,47.0,1.0,6.0,,78.0,83.0,7.4,17.0,2,1.0,,5.0,4.0,,1.0,,1.0,,1.0,,3.0,1.0,1.0,,,7.0,,4.0,2.0,,1.0,,1.0,1.0,,,,
10437982,away,Vitória SC,Michael Johnston,michael-johnston,M. Johnston,M,11,171,843,M,847125,EUR,924480000,M,90,90,False,22.0,19.0,1.0,1.0,8.0,8.0,12.0,15.0,1.0,3.0,,66.0,33.0,6.3,7.0,0,,1.0,5.0,5.0,,,,1.0,,2.0,1.0,,2.0,2.0,,,1.0,1.0,3.0,2.0,,,,,,,,,
10437982,away,Vitória SC,Alisson Safira,allison-safira,A. Safira,F,25,178,356,M,870927,EUR,795398400,F,9,9,False,27.0,16.0,,,3.0,5.0,13.0,22.0,1.0,3.0,,90.0,40.0,7.2,13.0,2,3.0,10.0,8.0,15.0,,3.0,1.0,3.0,,2.0,,,2.0,,,,,,2.0,2.0,,1.0,1.0,1.0,1.0,,,,
10437982,away,Vitória SC,André André,andre-andre,A. André,M,11,174,123,M,59777,EUR,620092800,M,21,21,True,7.0,7.0,,,3.0,3.0,4.0,4.0,,1.0,,24.0,12.0,6.6,2.0,0,,,1.0,3.0,,1.0,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
10437982,away,Vitória SC,Indio,indio,Indio,M,23,182,109,M,979864,EUR,935712000,M,23,23,True,3.0,3.0,,,3.0,3.0,,,1.0,1.0,,12.0,4.0,6.4,,0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10437982,away,Vitória SC,Anderson Silva,anderson-silva,A. Silva,F,33,186,530,M,892272,EUR,880070400,F,33,33,True,6.0,3.0,,,,2.0,3.0,4.0,,,,12.0,12.0,6.5,6.0,1,,,2.0,2.0,,,,1.0,,,,,2.0,1.0,,,,,2.0,1.0,,1.0,,,,,,,
10437982,away,Vitória SC,Diogo Ferreira,ferreira-diogo,D. Ferreira,F,7,176,13,M,1471188,EUR,999993600,M,94,94,True,1.0,,,,,1.0,,,1.0,2.0,,9.0,4.0,6.3,3.0,0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,
10437982,away,Vitória SC,Pedro Rafael Oliveira,pedro-rafael-oliveira,P. R. Oliveira,G,1,183,24,M,1395098,EUR,1064707200,G,53,53,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437982,away,Vitória SC,Rui Correia,correia-rui,R. Correia,D,,182,1,M,1100188,EUR,1013817600,D,82,82,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437982,away,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,D,76,76,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437982,away,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Tomás Händel,,,,,,,,,,,,,,
10437982,away,Vitória SC,Ryoya Ogawa,ryoya-ogawa,R. Ogawa,M,7,182,155,M,790973,EUR,848793600,D,25,25,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
