match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,captain,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyWon,stat_goalAssist
10382217,home,SC Cambuur,Robbin Ruiter,,,robbin-ruiter,R. Ruiter,G,196.0,25,M,40935,EUR,543628800,G,12,12,False,42.0,23.0,33.0,14.0,18.0,19.0,5.0,23.0,1.0,10.0,3.0,3.0,1.0,4.0,90.0,58.0,6.7,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382217,home,SC Cambuur,Doke Schmidt,Doke,Schmidt,doke-schmidt,D. Schmidt,D,177.0,10,M,163571,EUR,702604800,D,5,5,False,35.0,23.0,11.0,5.0,15.0,16.0,8.0,21.0,3.0,6.0,,,,,90.0,57.0,6.5,16.0,2,15,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
10382217,home,SC Cambuur,Leon Bergsma,,,leon-bergsma,L. Bergsma,D,185.0,33,M,795134,EUR,854150400,D,4,4,False,38.0,28.0,9.0,3.0,23.0,24.0,5.0,14.0,5.0,6.0,,,,,90.0,50.0,6.4,11.0,1,21,,2.0,5.0,6.0,1.0,1.0,,,,3.0,2.0,,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,
10382217,home,SC Cambuur,Floris Smand,Floris Smand,,floris-smand,F. Smand,D,185.0,51,M,1394011,EUR,1043020800,D,33,33,False,46.0,40.0,5.0,3.0,29.0,30.0,11.0,16.0,3.0,10.0,,,,,90.0,55.0,6.5,6.0,0,3,,,2.0,2.0,,,,,,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,
10382217,home,SC Cambuur,Alex Bangura,,,alex-bangura,A. Bangura,D,183.0,149,M,967178,EUR,931824000,D,16,16,False,30.0,24.0,5.0,2.0,18.0,21.0,6.0,10.0,1.0,7.0,,,,,90.0,52.0,6.2,11.0,0,24,1.0,,3.0,2.0,,,,,1.0,1.0,,,1.0,,,1.0,,True,1.0,2.0,1.0,,,,,,,,,
10382217,home,SC Cambuur,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,181.0,102,M,893748,EUR,887760000,M,6,6,False,24.0,19.0,3.0,,8.0,10.0,11.0,14.0,,2.0,,,,,63.0,31.0,7.4,5.0,1,4,,,1.0,1.0,,,,1.0,2.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,
10382217,home,SC Cambuur,Daniel van Kaam,,,daniel-van-kaam,D. v. Kaam,M,175.0,86,M,876257,EUR,961718400,M,21,21,False,35.0,24.0,2.0,1.0,10.0,12.0,14.0,27.0,2.0,6.0,,,,,90.0,51.0,7.0,19.0,0,8,4.0,2.0,3.0,6.0,2.0,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,2.0,2.0,,,,,,,,,
10382217,home,SC Cambuur,Mitchell Paulissen,,,mitchell-paulissen,M. Paulissen,M,183.0,32,M,192290,EUR,735350400,M,10,10,False,21.0,14.0,,,6.0,7.0,8.0,15.0,,3.0,,,,,76.0,29.0,6.3,11.0,1,6,1.0,2.0,2.0,3.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
10382217,home,SC Cambuur,Michael Breij,,,michael-breij,M. Breij,M,181.0,83,M,915171,EUR,853286400,F,14,14,False,16.0,10.0,4.0,2.0,5.0,7.0,7.0,14.0,2.0,5.0,,,,,76.0,36.0,6.7,15.0,1,14,5.0,,6.0,2.0,2.0,1.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,2.0,1.0,,,2.0,,,,,,
10382217,home,SC Cambuur,Roberts Uldriķis,,,roberts-uldrikis,R. Uldriķis,F,198.0,415,M,883327,EUR,891561600,F,28,28,False,11.0,4.0,,,1.0,1.0,3.0,10.0,,,,,,,76.0,18.0,6.8,8.0,2,28,,5.0,6.0,7.0,,1.0,1.0,,,1.0,1.0,,1.0,,5.0,1.0,1.0,,,1.0,,,,,,,,,,
