match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_interceptionWon,stat_totalOffside,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_penaltyConceded,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_goodHighClaim,stat_shotOffTarget,stat_hitWoodwork,stat_penaltyMiss
11369480,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,39.0,17.0,36.0,14.0,4.0,7.0,13.0,32.0,3.0,12.0,2.0,1.0,3.0,1.0,1.0,1.0,90.0,47.0,7.6,22.0,0.0057657,0,1.1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369480,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,False,43.0,33.0,9.0,2.0,16.0,18.0,17.0,29.0,1.0,7.0,,,,,,,90.0,65.0,7.4,17.0,0.00934844,1,,,,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0116,1.0,,,,,,,,,,,,,,,,,,,,,,
11369480,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,25.0,17.0,5.0,2.0,11.0,13.0,6.0,12.0,2.0,3.0,,,,,,,90.0,33.0,7.1,8.0,0.00253349,0,,,,,,2.0,4.0,2.0,1.0,,2.0,,,1.0,,,True,2.0,2.0,,,,,,,,,,,,,,,,,,,
11369480,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,32.0,19.0,18.0,8.0,12.0,15.0,7.0,17.0,7.0,,,,,,,,90.0,47.0,7.3,15.0,0.00636292,1,,,,,,1.0,1.0,5.0,,1.0,1.0,,,,0.0109,,,5.0,,1.0,,,,,,,,,,,,,,,,,,
11369480,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,16,16,False,26.0,18.0,10.0,5.0,5.0,5.0,13.0,23.0,3.0,4.0,,,,,,,90.0,54.0,7.3,18.0,0.00734718,0,,,,,2.0,2.0,5.0,6.0,,,,2.0,2.0,3.0,,,,1.0,1.0,,3.0,3.0,,,,,,,,,,,,,,,,
11369480,home,Getafe,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,942116,EUR,1001894400,M,12,12,False,39.0,31.0,4.0,3.0,10.0,13.0,22.0,33.0,,5.0,,,,,,,90.0,59.0,7.9,20.0,0.0680464,3,,,,,7.0,,3.0,5.0,,1.0,,1.0,1.0,,0.1043,1.0,,1.0,,,2.0,1.0,MGreenwood,1.0,3.0,2.0,2.0,2.0,1.0,0.1802,,,,,,,,
11369480,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184,1287,M,331449,EUR,791078400,M,20,20,False,24.0,20.0,1.0,,6.0,7.0,14.0,17.0,1.0,4.0,,,,,,,90.0,32.0,6.7,6.0,0.00796491,0,,,,,,2.0,3.0,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
11369480,home,Getafe,Yellu Santiago,yellu-santiago,J. Santiago,M,20,192,223,M,1211005,EUR,1085443200,M,25,25,False,12.0,7.0,1.0,,4.0,6.0,3.0,7.0,,3.0,,,,,,,81.0,19.0,6.3,9.0,0.0096982,0,,Jesús Santiago,,,1.0,2.0,6.0,2.0,,,,2.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
11369480,home,Getafe,Jordi Martín,jordi-martin,J. Martín,M,8,174,159,M,1010513,EUR,978652800,M,32,32,False,16.0,11.0,3.0,,3.0,5.0,9.0,15.0,1.0,2.0,,,,,,,71.0,29.0,6.7,10.0,0.118579,0,,,,,4.0,5.0,6.0,5.0,,,,,,1.0,,2.0,,3.0,2.0,1.0,,2.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,
11369480,home,Getafe,Jaime Mata,jaime-mata,J. Mata,F,17,185,448,M,351140,EUR,593654400,F,7,7,False,18.0,15.0,,,3.0,3.0,12.0,17.0,,1.0,,,,,,,63.0,23.0,6.5,7.0,0.00885328,0,,,,,2.0,2.0,8.0,3.0,,,,,,5.0,,,,3.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
