match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
11540866,home,Konyaspor,Sokol Cikalleshi,sokol-cikalleshi,S. Cikalleshi,F,,185,338,M,81138,EUR,646444800,F,17,17,False,19.0,10.0,1.0,1.0,3.0,6.0,7.0,13.0,1.0,2.0,,,,77.0,27.0,6.5,11.0,0.0126854,0,,,,,,2.0,9.0,2.0,1.0,1.0,1.0,,,,3.0,,,3.0,,1.0,,,1.0,,,,,,,,
11540866,home,Konyaspor,Cebrail Karayel,cebrail-karayel,C. Karayel,D,77,176,32,M,816485,EUR,776908800,D,19,19,True,12.0,7.0,1.0,,3.0,7.0,4.0,5.0,1.0,3.0,,,,23.0,15.0,6.6,5.0,0.00231633,0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11540866,home,Konyaspor,Emmanuel Boateng,emmanuel-boateng,E. Boateng,M,,175,174,M,943485,EUR,866505600,M,26,26,True,7.0,5.0,,,,,5.0,7.0,,2.0,,,,13.0,15.0,6.7,5.0,0.00260526,2,,,,,,1.0,5.0,1.0,1.0,2.0,1.0,1.0,,,1.0,0.1461,,1.0,,,,1.0,,,,,1.0,0.0637,,,
11540866,home,Konyaspor,Louka Prip,prip-louka,L. Prip,M,,182,142,M,976127,EUR,867542400,F,11,11,True,4.0,2.0,,,,,2.0,4.0,,2.0,,,,13.0,8.0,6.2,4.0,0.00144562,0,,,,,,,5.0,1.0,1.0,1.0,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,
11540866,home,Konyaspor,Filip Damjanović,filip-damjanovic,F. Damjanović,D,33,183,46,M,851666,EUR,899337600,D,33,33,True,3.0,1.0,,,1.0,3.0,,,3.0,,,,,8.0,7.0,7.0,2.0,1.123e-05,0,,,,,,,,4.0,,,,,,,,,4.0,,,,,1.0,,,,,,,,,
11540866,home,Konyaspor,Muhammet Demir,muhammet-demir,M. Demir,F,99,180,108,M,43543,EUR,695001600,F,9,9,True,4.0,2.0,,,1.0,1.0,1.0,3.0,,,,,,8.0,4.0,6.5,2.0,0.0008828,0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
11540866,home,Konyaspor,Deniz Ertaş,deniz-ertas,D. Ertaş,G,1,194,250,M,1195772,EUR,1111276800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,Deniz Ertas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540866,home,Konyaspor,Kahraman Demirtaş,kahraman-demirtas,K. Demirtaş,D,47,184,25,M,845313,EUR,762480000,D,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540866,home,Konyaspor,Yunus Malli,yunus-malli,Y. Malli,M,,179,114,M,136262,EUR,698889600,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540866,home,Konyaspor,Alexandru Cicâldău,alexandru-cicaldau,A. Cicâldău,M,20,178,682,M,827540,EUR,868320000,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540866,home,Konyaspor,Anderson Niangbo,anderson-niangbo,A. Niangbo,M,,172,93,M,359224,EUR,939168000,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540866,away,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12815,M,190419,EUR,789609600,G,40,40,False,19.0,18.0,3.0,2.0,18.0,18.0,,1.0,1.0,7.0,,1.0,,90.0,27.0,7.0,1.0,8.351e-05,0,0.0637,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livakovic40,,
11540866,away,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5509,M,791616,EUR,883526400,D,21,21,False,36.0,31.0,2.0,1.0,12.0,15.0,19.0,22.0,1.0,5.0,,,,52.0,53.0,6.8,10.0,0.00844011,0,,,,1.0,,,3.0,5.0,1.0,2.0,2.0,,1.0,,1.0,,,1.0,,2.0,,,2.0,,,,,,,,
11540866,away,Fenerbahçe,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1867,M,880207,EUR,822009600,D,50,50,False,57.0,52.0,5.0,2.0,40.0,42.0,12.0,15.0,1.0,1.0,,,,45.0,61.0,6.6,5.0,0.00785582,1,,,,,,1.0,1.0,,,,,1.0,,,,0.0154,,,1.0,,,,,,,,,,,,
11540866,away,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4708,M,289977,EUR,776390400,D,6,6,False,93.0,82.0,14.0,6.0,52.0,56.0,30.0,39.0,4.0,7.0,,,,90.0,105.0,7.2,14.0,0.0255369,0,,,,2.0,,1.0,3.0,6.0,,1.0,,,1.0,,1.0,,5.0,,2.0,,1.0,,,,,,,,alex_djiku,,
11540866,away,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,20994,M,825844,EUR,939254400,D,7,7,False,81.0,71.0,7.0,5.0,22.0,23.0,52.0,61.0,,5.0,,,,90.0,111.0,8.4,14.0,0.332174,1,,,,3.0,3.0,,2.0,8.0,1.0,2.0,2.0,,2.0,2.0,,0.1115,1.0,1.0,2.0,3.0,3.0,,1.0,,,,1.0,0.1205,ferdikadioglu,1.0,
11540866,away,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,243623,EUR,731289600,M,35,35,False,62.0,53.0,9.0,8.0,21.0,25.0,32.0,38.0,,4.0,,,,90.0,85.0,7.7,14.0,0.0812233,1,,,,1.0,,1.0,3.0,7.0,,3.0,2.0,,3.0,1.0,,0.0162,,1.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,,fred08,,
11540866,away,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,847983,EUR,926294400,M,53,53,False,37.0,26.0,4.0,1.0,7.0,9.0,21.0,41.0,1.0,5.0,,,,90.0,64.0,8.1,24.0,0.667842,0,,,,13.0,2.0,,,7.0,,2.0,2.0,,2.0,,,,2.0,,,1.0,5.0,1.0,2.0,,,,,,szymanski_11,2.0,
11540866,away,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180,4224,M,226986,EUR,805766400,M,17,17,False,28.0,20.0,4.0,,4.0,5.0,16.0,26.0,,5.0,,,,53.0,43.0,7.4,11.0,0.0667175,0,,,,3.0,,,1.0,6.0,,3.0,3.0,,2.0,1.0,,,,1.0,,1.0,2.0,,,,,,,,irfankahveci,,
11540866,away,Fenerbahçe,Mert Hakan Yandaş,mert-hakan-yandas,M. H. Yandaş,M,8,174,1764,M,856849,EUR,777254400,M,8,8,False,24.0,23.0,2.0,1.0,5.0,5.0,19.0,22.0,,,,,,45.0,34.0,7.0,6.0,0.0852547,2,,,,3.0,1.0,,1.0,,,1.0,,1.0,,,,0.2552,,,,,1.0,,2.0,,,,1.0,0.0485,,,
11540866,away,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12216,M,38560,EUR,595987200,M,10,10,False,39.0,30.0,3.0,1.0,8.0,10.0,25.0,35.0,,2.0,,,,81.0,57.0,6.9,17.0,0.526822,2,,,,6.0,3.0,,6.0,1.0,,2.0,,1.0,,,2.0,0.6292,,2.0,,1.0,2.0,,2.0,,,,1.0,0.6307,dusantadic,2.0,1.0
11540866,away,Fenerbahçe,Edin Džeko,edin-dzeko,E. Džeko,F,10,193,23278,M,14990,EUR,511401600,F,9,9,False,16.0,13.0,1.0,1.0,3.0,3.0,10.0,13.0,1.0,,,,,90.0,27.0,6.3,3.0,0.188353,7,,,,,,7.0,7.0,6.0,,,,4.0,,,,0.956,5.0,,,1.0,2.0,,,,True,,3.0,0.7029,EDzeko,1.0,4.0
11540866,away,Fenerbahçe,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187,4168,M,758608,EUR,832809600,D,2,2,True,39.0,28.0,6.0,1.0,20.0,22.0,8.0,17.0,,6.0,,,,45.0,44.0,6.7,12.0,0.00217739,1,,,,,,4.0,4.0,6.0,,,,,,,,0.0209,5.0,,,1.0,,,,1.0,,,,,soyuncu_caglar,,
11540866,away,Fenerbahçe,Michy Batshuayi,michy-batshuayi,M. Batshuayi,F,22,185,6844,M,147745,EUR,749520000,F,23,23,True,12.0,11.0,,,2.0,2.0,9.0,10.0,,3.0,,,,45.0,17.0,6.6,2.0,0.0119105,1,,,,,,2.0,2.0,2.0,,2.0,2.0,1.0,,,,0.1198,,,,,1.0,,1.0,,,1.0,,,mbatshuayi,,1.0
11540866,away,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184,2870,M,836683,EUR,923097600,D,16,16,True,17.0,11.0,4.0,2.0,4.0,6.0,7.0,14.0,,3.0,,,,38.0,25.0,6.8,9.0,0.00455881,0,,,,3.0,,1.0,3.0,3.0,,1.0,1.0,,1.0,1.0,3.0,,,,,1.0,,,,,,,,,,,
11540866,away,Fenerbahçe,Cengiz Ünder,cengiz-under,C. Ünder,F,11,173,4739,M,758876,EUR,868838400,F,20,20,True,11.0,8.0,1.0,,5.0,5.0,5.0,13.0,,1.0,,,,37.0,30.0,6.7,11.0,0.0285018,4,,,,7.0,2.0,,1.0,2.0,,1.0,1.0,,,,,0.2608,,1.0,1.0,1.0,,,2.0,4.0,,,,,cengizunder,,
11540866,away,Fenerbahçe,Serdar Dursun,serdar-dursun,S. Dursun,F,19,190,1064,M,123917,EUR,687830400,F,91,91,True,7.0,7.0,,,3.0,3.0,4.0,4.0,,1.0,,,,9.0,10.0,7.2,,0.0556145,1,,,,,,1.0,2.0,3.0,,,,,1.0,1.0,1.0,0.0209,1.0,,,1.0,2.0,,,,,,1.0,0.1455,,,
11540866,away,Fenerbahçe,İrfan Can Eğribayat,irfan-can-egribayat,İ. C. Eğribayat,G,71,193,1983,M,594618,EUR,891216000,G,70,70,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540866,away,Fenerbahçe,Efekan Karayazi,karayazi-efekan,E. Karayazi,M,15,183,93,M,1481740,EUR,1112745600,M,92,92,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540866,away,Fenerbahçe,Miha Zajc,miha-zajc,M. Zajc,M,8,180,1173,M,139256,EUR,773020800,M,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540866,away,Fenerbahçe,Rade Krunić,rade-krunic,R. Krunić,M,33,184,2497,M,155449,EUR,749952000,M,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540866,away,Fenerbahçe,Joshua King,joshua-king,J. King,F,7,180,2230,M,100621,EUR,695433600,F,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
