match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_blockedScoringAttempt,stat_ownGoals,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_shotOffTarget,captain,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_goals,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_lastManTackle
12117059,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,905463,EUR,984873600,F,9,9,False,14.0,11.0,,,1.0,3.0,3.0,8.0,12.0,2.0,,,89.0,29.0,7.5,6.0,0.0103474,3,,yurialberto,1.0,1.0,1.0,5.0,1.0,1.0,,2.0,2.0,1.0,1.0,,0.1358,0.1816,2.0,1.0,,1.0,,,,,,1.0,,2.0,2.0,,,,,,
12117059,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,1199261,EUR,1108857600,M,27,27,True,27.0,22.0,3.0,2.0,0.0,12.0,15.0,10.0,12.0,6.0,,,45.0,39.0,7.0,7.0,0.0111012,2,,BrenoBidon,,,6.0,5.0,1.0,3.0,,,1.0,,,3.0,0.0262,0.3013,1.0,2.0,2.0,,,2.0,,,1.0,1.0,,,,,,,,,
12117059,home,Corinthians,Pedro Raul,pedro-raul,P. Raul,F,18,191,7083,M,866911,EUR,847152000,F,20,20,True,5.0,2.0,,,0.0,1.0,3.0,1.0,2.0,2.0,,,19.0,11.0,6.8,3.0,0.00071936,0,,,,3.0,3.0,5.0,,,,,,,,,,,,1.0,,,,2.0,,,,,,2.0,2.0,,,,1.0,,
12117059,home,Corinthians,João Pedro Tchoca,joao-pedro,J. Pedro,D,4,192,3424,M,1411150,EUR,1072828800,D,47,47,True,4.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,,,,8.0,6.0,6.7,1.0,0.00084488,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
12117059,home,Corinthians,Matheus Araújo,matheus-araujo,M. Araújo,M,8,176,1134,M,1002617,EUR,1022025600,M,30,30,True,,,,,0.0,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,home,Corinthians,Giovane,giovane,Giovane,F,23,184,4963,M,1170773,EUR,1069632000,F,17,17,True,,,,,0.0,,,,,,,,1.0,2.0,,1.0,,0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12117059,home,Corinthians,Matheus Donelli,matheus-donelli,M. Donelli,G,32,187,3371,M,1002609,EUR,1021593600,G,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,home,Corinthians,Léo Mana,leo-mana,L. Mana,D,33,179,2313,M,1170769,EUR,1081209600,D,35,35,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,981703,EUR,925776000,D,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,home,Corinthians,Guilherme Biro,guilherme-biro,Guilherme Biro,M,20,173,1092,M,1106667,EUR,1074556800,M,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,home,Corinthians,Ryan Gustavo,ryan-gustavo,Ryan,M,37,170,2855,M,1170779,EUR,1058227200,M,37,37,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,home,Corinthians,Arthur Sousa,arthur-sousa,A. Sousa,F,39,183,412,M,1170780,EUR,1047427200,F,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,home,Corinthians,Gui Negão,guilherme-silva-inacio,G. Negão,F,56,179,6638,M,1922597,EUR,1170720000,F,43,43,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,away,São Paulo,Jandrei,jandrei,Jandrei,G,93,186,1016,M,874979,EUR,730944000,G,93,93,False,30.0,21.0,13.0,6.0,0.0,17.0,20.0,4.0,10.0,10.0,2.0,6.0,90.0,45.0,7.2,10.0,0.00101288,0,-0.114,,,,,2.0,,1.0,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,
12117059,away,São Paulo,Igor Vinícius,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,D,2,2,False,64.0,57.0,2.0,1.0,0.0,27.0,31.0,32.0,36.0,7.0,,,90.0,93.0,7.6,13.0,0.310446,0,,,3.0,,4.0,6.0,,3.0,,3.0,4.0,3.0,3.0,2.0,,,2.0,1.0,,,,1.0,,,,,,2.0,,,,2.0,,1.0,
12117059,away,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,66.0,65.0,3.0,3.0,0.0,48.0,49.0,17.0,17.0,1.0,,,90.0,70.0,6.7,1.0,0.00502581,0,,,,3.0,3.0,2.0,,2.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12117059,away,São Paulo,Diego Costa,diego-costa,D. Costa,D,4,184,1151,M,995293,EUR,932515200,D,4,4,False,59.0,52.0,4.0,2.0,0.0,44.0,48.0,8.0,11.0,,,,90.0,68.0,7.0,7.0,0.00434682,2,,,,1.0,1.0,6.0,1.0,3.0,1.0,,2.0,2.0,,,0.0957,0.0506,,4.0,,,,,Diego,Costa,,1.0,,,,,,,,,
12117059,away,São Paulo,Welington,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,D,6,6,False,46.0,35.0,4.0,1.0,0.0,13.0,18.0,23.0,30.0,,,,90.0,81.0,6.8,19.0,0.0207994,0,,,2.0,1.0,4.0,9.0,,1.0,1.0,1.0,6.0,3.0,3.0,,,,,1.0,1.0,,,2.0,,,2.0,,,,,,,1.0,,,
12117059,away,São Paulo,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,False,60.0,57.0,4.0,3.0,0.0,28.0,29.0,29.0,31.0,4.0,,,88.0,71.0,7.0,4.0,0.0219825,2,,,,2.0,5.0,2.0,1.0,,,1.0,2.0,1.0,1.0,2.0,0.034,0.0146,,,,1.0,,,,,1.0,,,,,,,,,,
12117059,away,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,69.0,58.0,5.0,3.0,0.0,28.0,34.0,30.0,35.0,2.0,,,90.0,77.0,7.0,12.0,0.031358,0,,,,,2.0,4.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,3.0,3.0,,,,,,
12117059,away,São Paulo,Lucas Moura,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,M,7,7,False,40.0,32.0,2.0,2.0,0.0,12.0,14.0,20.0,26.0,1.0,,,90.0,53.0,7.4,13.0,0.0858063,2,,lucasmoura7,,5.0,10.0,6.0,2.0,2.0,,1.0,,,1.0,2.0,0.2096,0.9729,2.0,3.0,1.0,,,2.0,,,,,,3.0,1.0,,1.0,,,,
12117059,away,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,11.0,10.0,,,0.0,5.0,6.0,5.0,5.0,7.0,,,69.0,25.0,6.1,7.0,0.00402956,1,,luciano10,,3.0,9.0,5.0,1.0,,,,2.0,1.0,,,0.0125,0.0483,,,3.0,,,3.0,,,,,,3.0,,,,,,,
12117059,away,São Paulo,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174,2064,M,905461,EUR,965779200,M,11,11,False,21.0,18.0,,,0.0,7.0,10.0,12.0,19.0,6.0,,,69.0,37.0,6.9,14.0,0.0342449,0,,,8.0,,3.0,4.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,,1.0,,,,,,1.0,1.0,,,1.0,,,1.0
12117059,away,São Paulo,Jonathan Calleri,jonathan-calleri,J. Calleri,F,9,181,9901,M,340519,EUR,748742400,F,9,9,False,17.0,12.0,,,1.0,3.0,4.0,9.0,14.0,2.0,,,90.0,30.0,7.5,10.0,0.299105,2,,jocalleri,1.0,3.0,6.0,8.0,1.0,,,,1.0,1.0,2.0,1.0,0.0387,0.2324,1.0,4.0,2.0,1.0,,3.0,,,1.0,,True,,,,,,1.0,1.0,
12117059,away,São Paulo,Michel Araújo,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,M,15,15,True,14.0,14.0,,,0.0,8.0,8.0,6.0,7.0,3.0,,,21.0,23.0,6.1,3.0,0.00316827,3,,,1.0,,3.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5976,0.8869,,,1.0,1.0,,,,,1.0,1.0,,,,2.0,,,,,
12117059,away,São Paulo,Wellington Rato,wellington-rato,W. Rato,M,10,172,1278,M,865356,EUR,708825600,M,27,27,True,20.0,18.0,1.0,1.0,0.0,6.0,6.0,12.0,16.0,,,,21.0,25.0,6.7,5.0,0.0136133,0,,,2.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
12117059,away,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,F,47,47,True,1.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,,,8.0,6.0,6.4,3.0,3.31e-06,0,,,1.0,,4.0,2.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,2.0,,,2.0,1.0,,,,,,
12117059,away,São Paulo,Young,young,Young,G,50,201,1659,M,1116957,EUR,1015459200,G,50,50,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Young,,,,,,,,,,,,
12117059,away,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,away,São Paulo,Patryck,patryck,Patryck,D,30,180,1405,M,1002528,EUR,1042848000,D,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,away,São Paulo,Sabino,sabino,Sabino,D,35,185,1662,M,975118,EUR,846201600,D,35,35,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,away,São Paulo,Giuliano Galoppo,giuliano-galoppo,G. Galoppo,M,34,179,1928,M,926413,EUR,929664000,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,away,São Paulo,Juan Santos da Silva,juan,Juan,F,9,176,1031,M,1009928,EUR,1015459200,F,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,away,São Paulo,Erick,erick,Erick,F,33,173,1390,M,895650,EUR,881712000,F,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,away,São Paulo,André Silva,andre-silva,A. Silva,F,17,181,2973,M,925072,EUR,865296000,F,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117059,away,São Paulo,William Gomes,william-gomes,W. Gomes,F,7,171,4704,M,1639250,EUR,1142380800,F,39,39,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,William Gomes Carvalho Santos,,,,,,,,,,,,
