match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_wasFouled,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_fouls,stat_clearanceOffLine,stat_outfielderBlock,player_sofascoreId,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon,stat_crossNotClaimed,stat_goodHighClaim,stat_penaltyFaced,stat_errorLeadToAShot,stat_goalAssist,stat_goals,stat_penaltyConceded
11401949,home,Fortuna Sittard,Kaj Sierhuis,kaj-sierhuis,K. Sierhuis,F,9,180,498,M,855847,EUR,893635200,F,9,9,False,16.0,11.0,,,3.0,4.0,8.0,12.0,,2.0,,,,49.0,25.0,6.2,7.0,0.0257432,4,,,,,3.0,3.0,,,1.0,,,,,,,2.0,3.0,1.0,,1.0,0.777,0.3563,3.0,,,,3.0,,,,,,,,,,,,,,
11401949,home,Fortuna Sittard,Mouhamed Belkheir,mouhamed-belkheir,M. Belkheir,F,14,185,410,M,928920,EUR,915235200,F,20,20,True,6.0,5.0,,,1.0,1.0,4.0,5.0,,1.0,,,,41.0,14.0,5.7,5.0,0.0278555,2,,,,,3.0,,,,2.0,,,,1.0,,,1.0,,,,2.0,0.9571,,2.0,,,,2.0,,,,,1.0,1.0,,,,,,,,
11401949,home,Fortuna Sittard,Siemen Voet,siemen-voet,S. Voet,D,3,190,123,M,997344,EUR,952300800,D,2,2,True,17.0,15.0,2.0,2.0,6.0,6.0,10.0,12.0,1.0,2.0,,,,26.0,23.0,7.2,2.0,0.186075,1,,,1.0,1.0,,3.0,,,,1.0,1.0,,1.0,Siemen,Voet,,2.0,,,,0.0167,,1.0,,,,,,,,,,,,,,,,,,
11401949,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180,133,M,366942,EUR,785980800,F,8,8,True,4.0,4.0,,,,,4.0,5.0,,1.0,,,,25.0,11.0,6.8,5.0,0.00188907,0,,,1.0,,5.0,1.0,,,3.0,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,
11401949,home,Fortuna Sittard,Milan Robberechts,milan-robberechts,M. Robberechts,F,39,172,94,M,1128428,EUR,1078358400,F,39,39,True,3.0,2.0,,,1.0,1.0,2.0,3.0,,,,,,12.0,9.0,6.1,4.0,0.0011331,1,,,1.0,1.0,5.0,,1.0,,2.0,,,,,,,2.0,,,1.0,1.0,0.0357,,,,,1.0,,,,,,,,,,,,,,,
11401949,home,Fortuna Sittard,Sadik Fofana,sadik-fofana,S. Fofana,M,8,192,530,M,1130662,EUR,1053043200,M,3,3,True,4.0,4.0,,,2.0,2.0,2.0,3.0,,2.0,,,,11.0,11.0,6.8,1.0,0.00550113,0,,,1.0,,1.0,3.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11401949,home,Fortuna Sittard,Iman Griffith,griffith-iman,I. Griffith,F,11,170,61,M,1002670,EUR,1007251200,F,17,17,True,2.0,2.0,1.0,1.0,,,2.0,2.0,,1.0,,,,11.0,2.0,6.6,,0.0002412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,home,Fortuna Sittard,Tom Hendriks,tom-hendriks,T. Hendriks,G,22,186,30,M,967463,EUR,1021334400,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,home,Fortuna Sittard,Michael Verrips,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,home,Fortuna Sittard,Rémy Vita,remy-vita,R. Vita,D,21,170,144,M,1035696,EUR,986083200,D,61,61,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,home,Fortuna Sittard,Nathan Markelo,nathan-markelo,N. Markelo,M,24,182,73,M,920489,EUR,915667200,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,home,Fortuna Sittard,Oğuzhan Özyakup,oguzhan-ozyakup,O. Özyakup,M,,180,252,M,137642,EUR,717206400,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,home,Fortuna Sittard,Marko Lazetić,marko-lazetic,M. Lazetić,F,27,192,1043,M,997215,EUR,1074729600,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,51.0,24.0,34.0,8.0,16.0,19.0,8.0,32.0,,16.0,5.0,6.0,,90.0,68.0,8.5,27.0,0.00259099,0,1.1726,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,5.0,1.0,,,,
11401949,away,Sparta Rotterdam,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,2,2,False,35.0,29.0,3.0,,14.0,18.0,15.0,18.0,2.0,3.0,,,,90.0,58.0,6.7,12.0,0.0608272,1,,,1.0,,11.0,3.0,2.0,2.0,3.0,,,,,,,4.0,,1.0,1.0,2.0,0.0145,0.1113,,1.0,2.0,,,2.0,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Rick Meissen,rick-meissen,R. Meissen,D,3,193,44,M,1048906,EUR,1014508800,D,3,3,False,50.0,38.0,6.0,3.0,26.0,32.0,12.0,18.0,9.0,3.0,,,,90.0,68.0,7.1,14.0,0.00761828,0,,,,,2.0,6.0,,,2.0,,3.0,2.0,,Rick Meijssen,,,3.0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,
11401949,away,Sparta Rotterdam,Tijs Velthuis,tijs-velthuis,T. Velthuis,D,5,190,110,M,961674,EUR,1010793600,D,4,4,False,52.0,45.0,7.0,2.0,40.0,44.0,5.0,8.0,7.0,4.0,,,,90.0,65.0,7.3,8.0,0.00227549,0,,,,,3.0,5.0,,,,,3.0,2.0,1.0,,,3.0,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Django Warmerdam,django-warmerdam,D. Warmerdam,D,3,180,44,M,356018,EUR,810000000,D,5,5,False,37.0,29.0,5.0,3.0,19.0,21.0,10.0,18.0,5.0,5.0,,,,90.0,69.0,7.5,19.0,0.0498889,0,,,2.0,,4.0,7.0,,1.0,3.0,,4.0,4.0,,,,1.0,1.0,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,30.0,21.0,1.0,,10.0,13.0,11.0,18.0,1.0,6.0,,,,90.0,38.0,7.4,11.0,0.518454,1,,,1.0,,7.0,4.0,1.0,1.0,,1.0,3.0,2.0,3.0,,,3.0,1.0,,,,0.0312,,1.0,,,,,2.0,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Jonathan de Guzmán,jonathan-de-guzman,J. d. Guzmán,M,13,173,79,M,13028,EUR,558489600,M,6,6,False,47.0,38.0,6.0,2.0,16.0,19.0,23.0,29.0,3.0,8.0,,,,71.0,55.0,6.9,10.0,0.0751268,0,,True,1.0,1.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,,,3.0,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,8,8,False,59.0,52.0,2.0,1.0,27.0,29.0,25.0,30.0,,5.0,,,,90.0,70.0,7.9,9.0,0.285523,0,,,,,5.0,3.0,3.0,,1.0,2.0,1.0,,3.0,,,2.0,,,,2.0,,,,1.0,1.0,,,1.0,,2.0,,,,,,,,,1.0,,
11401949,away,Sparta Rotterdam,Shunsuke Mito,shunsuke-mito,S. Mito,M,11,164,867,M,1002479,EUR,1033171200,F,7,7,False,14.0,12.0,,,5.0,6.0,7.0,8.0,,5.0,,,,45.0,28.0,7.9,7.0,0.0166909,4,,,,,4.0,3.0,,2.0,3.0,,1.0,1.0,2.0,,,1.0,,3.0,,2.0,0.5124,0.9209,1.0,,2.0,,,,,,,,,,,,,,,1.0,
11401949,away,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,796943,EUR,872899200,F,9,9,False,25.0,19.0,,,5.0,5.0,14.0,21.0,,,,,,90.0,41.0,6.8,13.0,0.595131,1,,,1.0,,16.0,7.0,,1.0,3.0,1.0,,,1.0,,,12.0,6.0,1.0,,2.0,0.0951,,,2.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,,
11401949,away,Sparta Rotterdam,Charles-Andreas Brym,charles-andreas-brym,C. Brym,F,7,180,203,M,990814,EUR,902534400,F,11,11,False,26.0,23.0,2.0,1.0,8.0,10.0,15.0,16.0,1.0,8.0,,,,86.0,48.0,6.7,12.0,0.105524,2,,,,,12.0,6.0,1.0,4.0,5.0,,3.0,2.0,,Charles-Andreas,Brym,4.0,,1.0,1.0,2.0,0.1957,0.3909,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Metinho,metinho,Metinho,M,5,178,957,M,1106148,EUR,1051056000,M,17,17,True,17.0,15.0,1.0,,5.0,5.0,10.0,12.0,2.0,4.0,,,,45.0,29.0,7.5,4.0,0.00651975,1,,,,,2.0,5.0,,1.0,1.0,,2.0,1.0,,Metinho,,,1.0,1.0,1.0,,0.5089,0.7355,,2.0,,,,,,,,,,,,,,,,1.0,
11401949,away,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,18,18,True,10.0,7.0,1.0,,1.0,1.0,6.0,10.0,1.0,1.0,,,,19.0,14.0,6.7,4.0,0.00225373,0,,,1.0,,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,14,14,True,1.0,,,,,,,1.0,,,,,,9.0,1.0,5.3,1.0,,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0
11401949,away,Sparta Rotterdam,Youri Schoonderwaldt,youri-schoonderwaldt,Y. Schoonderwaldt,G,13,195,40,M,996720,EUR,952905600,G,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Delano van Crooij,delano-van-crooy,D. v. Crooij,G,,182,15,M,108714,EUR,676080000,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Sergi Rosanas,sergi-rosanas,S. Rosanas,D,,172,57,M,908715,EUR,980726400,D,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Sergi,Rosanas,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Hamza El Dahri,el-dahri-hamza,H. e. Dahri,M,21,177,113,M,1539611,EUR,1109980800,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Hamza el Dahri,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Rayvien Rosario,rosario-rayvien,R. Rosario,F,,181,51,M,1442072,EUR,1081641600,F,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401949,away,Sparta Rotterdam,Jesse Bal,bal-jesse,J. Bal,F,23,196,102,M,1470013,EUR,1159660800,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Jesse Bal,,,,,,,,,,,,,,,,,,,,,,,,,,,
