match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_interceptionWon,stat_accurateCross,stat_unsuccessfulTouch,stat_penaltyConceded,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_penaltyMiss,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_goodHighClaim,stat_errorLeadToAShot
11408435,home,Gil Vicente,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,F,70,70,False,21.0,15.0,1.0,1.0,6.0,7.0,10.0,15.0,5.0,,,,,,59.0,40.0,6.7,12.0,0.0780224,1,,,,1.0,1.0,,6.0,4.0,1.0,,,1.0,1.0,3.0,1.0,,1.0,2.0,,1.0,,0.0479,,,1.0,1.0,2.0,,,,,,,,,,,
11408435,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,True,18.0,18.0,,,4.0,4.0,14.0,14.0,4.0,,,,,,31.0,20.0,6.7,,0.375386,0,,,,,,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
11408435,home,Gil Vicente,Pedro Tiba,pedro-tiba,P. Tiba,M,,174,70,M,138700,EUR,588988800,M,25,25,True,32.0,31.0,1.0,1.0,15.0,15.0,16.0,20.0,5.0,,,,,,31.0,40.0,7.2,6.0,0.323018,2,,,,3.0,,,2.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,0.0984,,,,,,,,,,,1.0,1.0,1.0,,,
11408435,home,Gil Vicente,Depú,depu,Depú,F,40,187,1883,M,1182223,EUR,947289600,F,29,29,True,6.0,4.0,,,1.0,1.0,3.0,5.0,,,,,,,31.0,13.0,7.0,5.0,0.00377809,2,,Depú,,,1.0,,2.0,2.0,,,,,,2.0,,,1.0,,,1.0,,0.2213,,,,,2.0,,,,,,,,1.0,1.0,,
11408435,home,Gil Vicente,Tidjany Touré,tidjany-toure,T. Touré,F,7,184,147,M,1445615,EUR,1026691200,F,7,7,True,14.0,14.0,1.0,1.0,2.0,2.0,13.0,13.0,,,,,,,31.0,23.0,6.9,2.0,0.306685,0,,,,1.0,1.0,,3.0,5.0,,,,2.0,1.0,2.0,,1.0,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,
11408435,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,True,3.0,2.0,1.0,,1.0,1.0,1.0,3.0,,,,,,,14.0,9.0,6.7,2.0,0.00041438,0,,Zé,Carlos,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11408435,home,Gil Vicente,Vinicius Dias,vinicius-dias,Vínicius,G,97,188,22,M,1010588,EUR,866678400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408435,home,Gil Vicente,Jonathan Buatu,jonathan-buatu-mananga,J. Buatu,D,39,187,415,M,800348,EUR,749088000,D,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408435,home,Gil Vicente,Lipe,lipe,Lipe,D,44,190,177,M,1129191,EUR,1014076800,D,35,35,True,,,,,,,,,,,,,,,,,,,,0,,Lipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408435,home,Gil Vicente,Roan Wilson,roan-wilson,R. Wilson,M,14,180,138,M,1001806,EUR,1020211200,M,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408435,away,Famalicão,Luiz Júnior,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,38.0,25.0,22.0,9.0,17.0,19.0,8.0,19.0,10.0,,1.0,1.0,2.0,2.0,90.0,50.0,6.9,13.0,0.00740073,0,-0.0827,Luiz Lúcio Reis Júnior,,,,,1.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,
11408435,away,Famalicão,Nathan,nathan,Nathan,D,22,183,482,M,1016912,EUR,999648000,D,22,22,False,31.0,21.0,8.0,3.0,17.0,22.0,4.0,11.0,2.0,,,,,,90.0,53.0,5.7,17.0,0.0040248,0,,,,2.0,,,9.0,2.0,1.0,1.0,,2.0,2.0,,5.0,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,
11408435,away,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,54.0,49.0,9.0,5.0,44.0,46.0,5.0,9.0,3.0,,,,,,90.0,70.0,7.0,7.0,0.00266144,2,,,,1.0,,3.0,2.0,4.0,,3.0,1.0,1.0,1.0,,2.0,,,,,,,0.0732,,,4.0,,1.0,,,,,,,,2.0,,,
11408435,away,Famalicão,Riccieli,riccieli,Riccieli,D,5,184,208,M,927166,EUR,905990400,D,15,15,False,45.0,32.0,12.0,4.0,29.0,34.0,3.0,11.0,2.0,,,,,,90.0,55.0,6.9,14.0,0.0028494,1,,,,,,4.0,1.0,5.0,,4.0,,,,1.0,,1.0,,1.0,,,,0.0451,,True,1.0,,,,,,,,,1.0,1.0,,,
11408435,away,Famalicão,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,False,45.0,36.0,2.0,,20.0,25.0,18.0,24.0,6.0,,,,,,90.0,72.0,7.1,14.0,0.0803611,1,,,,4.0,1.0,1.0,2.0,3.0,,5.0,1.0,2.0,1.0,,1.0,1.0,,,,,,0.0324,,,1.0,2.0,,,,,,,,1.0,1.0,,,
11408435,away,Famalicão,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,32.0,29.0,3.0,3.0,18.0,19.0,12.0,14.0,7.0,,,,,,74.0,49.0,7.6,7.0,0.0340686,1,,,,1.0,,,3.0,10.0,1.0,,,7.0,7.0,,1.0,1.0,1.0,4.0,3.0,1.0,,0.0376,,,,1.0,2.0,,,,,,,,,,,
11408435,away,Famalicão,Mirko Topić,mirko-topic,M. Topić,M,22,190,486,M,980797,EUR,981331200,M,8,8,False,44.0,34.0,2.0,1.0,20.0,26.0,14.0,18.0,9.0,,,,,,90.0,53.0,7.5,12.0,0.0360638,1,,,,,,1.0,,3.0,,,,2.0,2.0,,,2.0,,,,,1.0,0.0989,0.5557,,3.0,,2.0,,,,,,1.0,,,,,1.0
11408435,away,Famalicão,Chiquinho,chiquinho,Chiquinho,M,10,179,454,M,1015826,EUR,949708800,M,10,10,False,13.0,9.0,1.0,1.0,4.0,4.0,5.0,12.0,6.0,,,,,,74.0,40.0,8.3,14.0,0.0179355,1,,,,3.0,2.0,,7.0,12.0,,,,3.0,2.0,7.0,3.0,,1.0,3.0,2.0,,1.0,0.0509,0.3692,,,,4.0,,,1.0,,,,,,1.0,,
11408435,away,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,16.0,14.0,1.0,1.0,6.0,8.0,8.0,8.0,5.0,,,,,,60.0,28.0,6.1,8.0,0.0523811,0,,,,,2.0,1.0,9.0,2.0,2.0,1.0,,1.0,,,1.0,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,
11408435,away,Famalicão,Sorriso,sorriso,Sorriso,M,7,175,556,M,1105595,EUR,982886400,M,77,77,False,14.0,10.0,1.0,1.0,4.0,4.0,8.0,17.0,4.0,,,,,,90.0,44.0,6.3,17.0,0.156528,1,,Sorriso,,7.0,2.0,1.0,9.0,1.0,,,,,,,2.0,1.0,4.0,2.0,,,,0.0842,,,1.0,2.0,2.0,,,,,,,,1.0,,,
11408435,away,Famalicão,Jhonder Cádiz,jhonder-cadiz,J. Cádiz,F,99,191,1954,M,332257,EUR,806976000,F,29,29,False,26.0,18.0,1.0,,10.0,13.0,8.0,14.0,2.0,,,,,,89.0,46.0,6.9,16.0,0.0135908,7,,,,1.0,6.0,8.0,9.0,10.0,,1.0,,1.0,1.0,,1.0,,1.0,2.0,1.0,2.0,2.0,1.976,1.7434,,,,4.0,,2.0,1.0,2.0,,,,3.0,,,
11408435,away,Famalicão,Filipe Soares,filipe-soares,F. Soares,M,22,180,145,M,851030,EUR,927158400,M,19,19,True,11.0,6.0,3.0,1.0,3.0,4.0,3.0,7.0,1.0,,,,,,30.0,12.0,6.3,6.0,0.00164196,0,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,
11408435,away,Famalicão,José Luis Rodríguez,jose-luis-rodriguez,J. L. Rodríguez,M,11,180,747,M,842253,EUR,898214400,F,7,7,True,4.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,,,,,,16.0,11.0,6.8,4.0,0.131982,1,,,,1.0,,,2.0,2.0,,,,1.0,1.0,,,1.0,,3.0,1.0,1.0,,0.099,,,,1.0,,,,,,,,,,,,
11408435,away,Famalicão,Gustavo Assunção,gustavo-assuncao,G. Assunção,M,12,178,266,M,981217,EUR,954374400,M,12,12,True,5.0,5.0,,,3.0,3.0,2.0,2.0,2.0,,,,,,16.0,5.0,6.5,,0.00056943,0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11408435,away,Famalicão,Florian Danho,florian-danho,F. Danho,F,22,188,1575,M,1388727,EUR,961545600,F,21,21,True,,,,,,,,,,,,,,,1.0,4.0,,2.0,,0,,Florian Danho,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
11408435,away,Famalicão,Ivan Zlobin,ivan-zlobin,I. Zlobin,G,1,191,247,M,788203,EUR,857692800,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408435,away,Famalicão,Enea Mihaj,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408435,away,Famalicão,Martín Aguirregabiria,martin-aguirregabiria,M. Aguirregabiria,D,20,178,74,M,868262,EUR,831686400,D,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408435,away,Famalicão,Tom Lacoux,tom-lacoux,T. Lacoux,M,18,175,66,M,1047931,EUR,1011916800,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408435,away,Famalicão,Óscar Aranda,oscar-aranda,Ó. Aranda,F,11,178,568,M,984626,EUR,1020038400,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
