match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_aerialLost,stat_challengeLost,stat_keyPass,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_aerialWon,stat_goals,player_firstName,player_lastName,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_outfielderBlock
12437569,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190.0,509,M,32023,EUR,537235200,G,13,13,False,True,16.0,16.0,0.0,16.0,16.0,4.0,3.0,1.0,3.0,1.0,1.0,90.0,22.0,6.8,3.967e-05,0,-0.5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437569,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178.0,597,M,1526627,EUR,1056585600,D,32,32,False,,38.0,33.0,0.0,15.0,16.0,,3.0,,,,,86.0,57.0,6.6,0.0178605,1,,3.0,2.0,18.0,22.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,8.0,0.0555,,,,,,,,,,,,,,,,,,,,,
12437569,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185.0,781,M,360718,EUR,801964800,D,2,2,False,,101.0,96.0,0.0,57.0,59.0,4.0,4.0,,,,,90.0,108.0,7.0,0.016738,0,,,,39.0,42.0,4.0,2.0,,,,,1.0,2.0,2.0,,2.0,5.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12437569,home,Celta Vigo,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188.0,7636,M,69408,EUR,662342400,D,20,20,False,,109.0,100.0,0.0,45.0,49.0,4.0,10.0,,,,,90.0,126.0,7.4,0.291338,3,,8.0,2.0,56.0,61.0,6.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,11.0,0.0916,3.0,1.0,1.0,marcosalonso28,1.0,1.0,1.0,2.0,1.0,0.135,,,,,,,,,,,
12437569,home,Celta Vigo,Sergio Carreira,sergio-carreira,S. Carreira,M,5,170.0,466,M,1002764,EUR,971395200,M,5,5,False,,39.0,32.0,0.0,8.0,9.0,,7.0,,,,,90.0,49.0,6.7,0.0327865,1,,3.0,1.0,24.0,30.0,3.0,2.0,,2.0,1.0,1.0,,1.0,,1.0,1.0,9.0,0.0428,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,
12437569,home,Celta Vigo,Damián Rodríguez,damian-rodriguez,D. Rodríguez,M,23,180.0,272,M,1216080,EUR,1047859200,M,25,25,False,,89.0,84.0,0.0,34.0,34.0,1.0,7.0,,,,,75.0,97.0,7.3,0.0938387,1,,7.0,4.0,51.0,56.0,2.0,3.0,1.0,,,1.0,,2.0,1.0,,1.0,6.0,0.0149,,,3.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
12437569,home,Celta Vigo,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183.0,6577,M,962890,EUR,1042934400,M,6,6,False,,47.0,40.0,0.0,16.0,17.0,,8.0,,,,,90.0,64.0,6.8,0.0612521,2,,1.0,,24.0,30.0,3.0,3.0,,2.0,1.0,1.0,2.0,,,3.0,,13.0,0.2875,2.0,,1.0,ilaixmk,,,,1.0,2.0,,1.0,1.0,,,,,,,,,
12437569,home,Celta Vigo,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180.0,595,M,363774,EUR,815097600,M,21,21,False,,25.0,20.0,0.0,13.0,14.0,,2.0,,,,,45.0,40.0,6.3,0.0130132,0,,,,8.0,12.0,6.0,,,2.0,,,,,,2.0,,10.0,,4.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
12437569,home,Celta Vigo,Iker Losada,iker-losada,I. Losada,M,18,175.0,443,M,992331,EUR,996624000,F,14,14,False,,18.0,15.0,0.0,4.0,5.0,,1.0,,,,,45.0,23.0,6.7,0.0829586,0,,,,12.0,14.0,4.0,1.0,,2.0,1.0,,,,,2.0,1.0,6.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
12437569,home,Celta Vigo,Borja Iglesias,borja-iglesias,B. Iglesias,F,7,187.0,4084,M,785989,EUR,727228800,F,7,7,False,,25.0,16.0,1.0,6.0,6.0,,,,,,,75.0,31.0,7.0,0.0105035,2,,1.0,,10.0,20.0,3.0,,1.0,,,,,,,2.0,2.0,13.0,0.1288,,,1.0,,1.0,,,2.0,,0.5806,,,,,,,,,,,
12437569,home,Celta Vigo,Alfon González,alfon-gonzalez,A. González,F,17,172.0,607,M,1468090,EUR,925776000,F,12,12,False,,38.0,30.0,0.0,8.0,10.0,,2.0,,,,,90.0,64.0,7.8,0.0933433,6,,2.0,1.0,22.0,32.0,6.0,7.0,3.0,5.0,3.0,3.0,,1.0,,2.0,,19.0,0.2595,1.0,,3.0,,4.0,,2.0,1.0,1.0,0.5617,1.0,,2.0,1.0,,,,,,,
12437569,home,Celta Vigo,Jailson,jailson,Jailson,D,,187.0,384,M,794861,EUR,810432000,M,16,16,True,,35.0,33.0,0.0,19.0,19.0,3.0,2.0,,,,,45.0,43.0,7.0,0.00883197,2,,1.0,,14.0,16.0,3.0,3.0,,,,1.0,,2.0,2.0,,,2.0,0.0483,3.0,,,,,,,1.0,,0.5043,,,1.0,,,,,,,,
12437569,home,Celta Vigo,Fer López,fer-lopez,F. López,M,8,186.0,973,M,1526628,EUR,1085356800,M,28,28,True,,20.0,15.0,0.0,4.0,5.0,1.0,4.0,,,,,45.0,34.0,6.9,0.201775,2,,1.0,1.0,11.0,17.0,6.0,1.0,2.0,,,1.0,,1.0,1.0,2.0,2.0,12.0,0.0467,1.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,1.0,,,,
12437569,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170.0,770,M,835484,EUR,918000000,M,8,8,True,,22.0,18.0,0.0,6.0,6.0,1.0,3.0,,,,,15.0,28.0,6.4,0.0367256,0,,1.0,,12.0,16.0,3.0,,,1.0,,,,,,2.0,,7.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437569,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176.0,5000,M,19356,EUR,554774400,F,10,10,True,,12.0,8.0,0.0,1.0,1.0,,,,,,,15.0,18.0,7.0,0.0632849,0,,,,7.0,11.0,1.0,1.0,,1.0,1.0,,,,,2.0,1.0,7.0,,,,3.0,i.aspas10,,,,,,,,,,,,,,,,,
12437569,home,Celta Vigo,Pablo Durán,pablo-duran,P. Durán,F,18,176.0,741,M,1398524,EUR,990748800,F,18,18,True,,4.0,3.0,0.0,,,1.0,,,,,,9.0,13.0,7.0,0.0253526,0,,,,4.0,6.0,1.0,4.0,,5.0,4.0,,,,,1.0,,4.0,,,,,,2.0,1.0,,,,,,,,,Pablo Durán,,,,,,
12437569,home,Celta Vigo,Marc Vidal,marc-vidal,M. Vidal,G,25,183.0,125,M,905443,EUR,950486400,G,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
