match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_goals,stat_errorLeadToAShot,stat_penaltyConceded,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_clearanceOffLine,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyMiss,stat_penaltyWon
14566884,home,SK Slavia Praha,Jindřich Staněk,,,jindrich-stanek,J. Staněk,G,36,192,178,M,280601,EUR,830563200,G,36,36,False,20.0,13.0,13.0,6.0,0.0,7.0,7.0,6.0,13.0,1.0,9.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,90.0,33.0,8.2,7.0,0.00275012,20.34,5.89729,0.0,1.1152,0,0.6381,0.11,0.0,-0.06,0.65,4.02,1.69,0.17,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566884,home,SK Slavia Praha,David Douděra,,,david-doudera,D. Doudera,M,21,183,170,M,891442,EUR,896572800,D,21,21,False,41.0,30.0,3.0,1.0,0.0,10.0,15.0,20.0,26.0,,7.0,,,,,,,,90.0,68.0,6.5,19.0,0.212661,29.844,11.44426,17.0,,3,,0.52,0.22,-0.41,,3.13,5.07,1.95,0.92,0.38,5.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,0.299,0.0284,3.0,-0.52,,,,,,,,,,,,,,,,,,
14566884,home,SK Slavia Praha,Tomáš Holeš,,,tomas-holes,T. Holeš,D,3,180,241,M,151440,EUR,733536000,D,3,3,False,6.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,4.0,2.0,,,,,,,,,18.0,9.0,6.9,,0.00547975,27.216,2.10637,1.0,,0,,0.09,0.0,0.16,,0.48,1.12,0.37,0.11,0.03,,,,1.0,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,
14566884,home,SK Slavia Praha,David Zima,,,zima-david,D. Zima,D,4,190,299,M,963084,EUR,973641600,D,4,4,False,35.0,31.0,3.0,2.0,0.0,16.0,20.0,15.0,15.0,10.0,3.0,,,,,,,,90.0,60.0,6.6,7.0,0.00672114,27.54,10.68462,7.0,,1,,0.12,0.12,-0.16,,3.07,5.37,1.54,0.58,0.13,,,5.0,7.0,,,1.0,,,,3.0,2.0,1.0,1.0,0.1192,,,-0.52,,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
14566884,home,SK Slavia Praha,Youssoupha Mbodji,,,youssoupha-mbodji,Y. Mbodji,D,12,190,2196,M,2186126,EUR,1073606400,D,12,12,False,15.0,8.0,3.0,,0.0,5.0,9.0,3.0,6.0,4.0,4.0,,,,,,,,77.0,44.0,8.2,15.0,0.0288251,30.42,8.97766,11.0,,2,,0.16,-0.09,-0.5,,2.41,4.25,1.46,0.59,0.26,3.0,1.0,4.0,5.0,,,1.0,,,2.0,3.0,5.0,1.0,2.0,1.2406,1.8048,,0.85,,1.0,1.0,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,
14566884,home,SK Slavia Praha,Christos Zafeiris,,,christos-zafeiris,C. Zafeiris,M,20,172,2144,M,1026524,EUR,1045958400,M,10,10,False,26.0,21.0,3.0,1.0,0.0,4.0,4.0,17.0,22.0,,4.0,,,,,,,,90.0,42.0,7.1,12.0,0.0673687,27.36,11.89256,7.0,,1,,0.53,0.01,-0.1,,2.92,5.89,2.18,0.75,0.15,2.0,,5.0,5.0,,,3.0,1.0,1.0,,1.0,3.0,2.0,2.0,0.0366,,2.0,0.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
14566884,home,SK Slavia Praha,Oscar Dorley,,,oscar-dorley,O. Dorley,M,19,172,1543,M,845721,EUR,900806400,M,19,19,False,23.0,19.0,1.0,1.0,0.0,8.0,10.0,11.0,13.0,2.0,4.0,,,,,,,,90.0,36.0,7.2,4.0,0.0387477,30.06,11.32916,12.0,,2,,0.25,0.06,-0.13,,3.23,5.48,1.63,0.71,0.28,,,3.0,7.0,2.0,,1.0,1.0,,1.0,5.0,,1.0,1.0,0.1682,0.7015,1.0,0.07,,1.0,,1.0,,2.0,3.0,,,,,,,,,,,
14566884,home,SK Slavia Praha,Vasil Kušej,,,vasil-kusej,V. Kušej,F,9,168,276,M,876947,EUR,959126400,M,9,9,False,27.0,22.0,1.0,,0.0,3.0,4.0,19.0,23.0,,7.0,,,,,,,,89.0,56.0,6.3,21.0,0.050947,30.492,11.30123,20.0,,2,,0.11,0.33,-0.26,,3.0,5.21,1.76,0.85,0.49,3.0,,11.0,5.0,3.0,2.0,7.0,2.0,,1.0,3.0,4.0,,,0.3758,0.5017,2.0,0.05,,1.0,,1.0,,1.0,1.0,,,,3.0,,,,,,,
14566884,home,SK Slavia Praha,Michal Sadílek,,,michal-sadilek,M. Sadílek,M,23,168,329,M,825731,EUR,928108800,M,23,23,False,30.0,21.0,1.0,,0.0,4.0,4.0,17.0,26.0,1.0,2.0,,,,,,,,89.0,45.0,6.6,15.0,0.36595,29.16,12.11149,14.0,,1,,0.3,0.32,-0.15,,2.81,5.64,2.36,1.05,0.26,7.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,0.0299,,1.0,-0.11,,1.0,,,,1.0,,,,,1.0,,,,,,,
14566884,home,SK Slavia Praha,Lukáš Provod,,,lukas-provod,L. Provod,F,17,189,537,M,846122,EUR,846028800,M,17,17,False,38.0,33.0,2.0,2.0,2.0,6.0,7.0,27.0,31.0,3.0,6.0,,,,,,,,90.0,71.0,9.0,14.0,0.941159,30.708,11.73581,17.0,,4,,1.0,0.36,0.17,,2.96,5.63,1.85,0.9,0.39,7.0,4.0,5.0,6.0,,2.0,2.0,2.0,2.0,1.0,3.0,2.0,,2.0,0.5571,0.0212,6.0,-0.53,,1.0,1.0,1.0,,,3.0,,,,,2.0,1.0,,,,,
