match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_challengeLost,stat_dispossessed,player_firstName,player_lastName,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_outfielderBlock,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed
12764406,home,FCSB,Ștefan Târnovanu,stefan-tarnovanu,Ș. Târnovanu,G,32,197,1736,M,914414,EUR,957830400,G,32,32,False,23.0,7.0,21.0,5.0,0.0,2.0,3.0,5.0,20.0,6.0,1.0,1.0,2.0,90.0,30.0,7.0,17.0,0.00062272,0,0.3087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764406,home,FCSB,Valentin Crețu,valentin-cretu,V. Crețu,D,2,176,426,M,44478,EUR,599702400,D,2,2,False,25.0,15.0,2.0,1.0,0.0,7.0,9.0,8.0,16.0,5.0,,,,90.0,57.0,7.4,15.0,0.00726148,0,,3.0,3.0,4.0,11.0,2.0,1.0,4.0,2.0,1.0,3.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12764406,home,FCSB,Siyabonga Ngezana,siyabonga-ngezana,S. Ngezana,D,30,188,1241,M,905541,EUR,868924800,D,30,30,False,5.0,2.0,2.0,,0.0,2.0,3.0,,2.0,1.0,,,,30.0,13.0,6.9,3.0,1.34e-05,0,,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12764406,home,FCSB,Mihai Popescu,mihai-popescu,M. C. Popescu,D,17,190,704,M,798298,EUR,736732800,D,17,17,False,31.0,14.0,13.0,4.0,0.0,8.0,13.0,6.0,18.0,4.0,,,,90.0,44.0,7.2,18.0,0.00203727,1,,1.0,6.0,1.0,10.0,4.0,2.0,3.0,,,1.0,1.0,,,1.0,0.0197,,,,,,,,,,,,,,,,,,,
12764406,home,FCSB,Risto Radunović,risto-radunovic,R. Radunović,D,33,184,500,M,117128,EUR,704937600,D,33,33,False,37.0,24.0,6.0,,0.0,11.0,16.0,14.0,23.0,4.0,,,,90.0,59.0,6.7,20.0,0.0562781,0,,1.0,,4.0,2.0,,2.0,1.0,,,2.0,,2.0,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12764406,home,FCSB,Malcom Edjouma,malcom-edjouma,M. Edjouma,M,18,189,470,M,914694,EUR,844732800,M,18,18,False,36.0,23.0,3.0,,0.0,8.0,14.0,15.0,22.0,2.0,,,,90.0,43.0,6.6,14.0,0.0108913,0,,4.0,3.0,8.0,5.0,1.0,2.0,2.0,2.0,,,,1.0,1.0,,,,,,,3.0,1.0,,,,,,,,,,,,,
12764406,home,FCSB,Adrian Șut,adrian-sut,A. Șut,M,89,185,1259,M,839577,EUR,925430400,M,8,8,False,43.0,28.0,7.0,2.0,0.0,14.0,19.0,14.0,25.0,8.0,,,,90.0,62.0,7.2,18.0,0.0104208,3,,1.0,3.0,2.0,7.0,2.0,1.0,3.0,2.0,,1.0,1.0,,,3.0,0.0619,1.0,,,,,1.0,,,,,,,,,,,,,
12764406,home,FCSB,David Miculescu,david-miculescu,D. Miculescu,F,11,190,914,M,905096,EUR,988761600,M,11,11,False,24.0,16.0,2.0,2.0,0.0,7.0,9.0,9.0,15.0,6.0,,,,90.0,38.0,6.8,10.0,0.00523215,2,,7.0,5.0,9.0,7.0,,1.0,,,,,2.0,,,2.0,0.1292,,,2.0,,,,,,,,,,,,,,,,
12764406,home,FCSB,Darius Olaru,darius-olaru,D. Olaru,M,27,177,2518,M,812808,EUR,888883200,M,27,27,False,37.0,19.0,4.0,1.0,0.0,6.0,9.0,14.0,36.0,8.0,,,,90.0,78.0,6.9,39.0,0.23807,2,,3.0,2.0,12.0,10.0,1.0,,1.0,,,5.0,5.0,1.0,2.0,,0.036,8.0,1.0,6.0,2.0,,4.0,,,True,1.0,1.0,0.0392,,,,,,,
12764406,home,FCSB,Florin Tănase,florin-tanase,F. Tănase,M,10,185,1396,M,537032,EUR,788745600,M,7,7,False,26.0,22.0,,,0.0,7.0,9.0,15.0,18.0,7.0,,,,83.0,43.0,6.7,10.0,0.0156194,0,,4.0,,10.0,5.0,2.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,,,1.0,,5.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,
