match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_totalOffside,stat_keyPass,stat_totalContest,stat_bigChanceMissed,stat_wonContest,player_firstName,player_lastName,stat_interceptionWon,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_expectedGoalsOnTarget,stat_goalAssist,captain,stat_goals,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
10385723,home,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201,1229,M,19314,EUR,574560000,G,20,20,False,32.0,21.0,13.0,5.0,17.0,22.0,4.0,10.0,8.0,1.0,1.0,1.0,1.0,90.0,38.0,5.7,12.0,0.00079455,0,-0.8926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Emerson Royal,emerson-royal,E. Royal,D,22,183,10057,M,856123,EUR,916272000,D,12,12,False,37.0,29.0,1.0,,11.0,13.0,18.0,25.0,3.0,,,,,75.0,58.0,6.5,11.0,0.0165464,2,,emerson_royal,1.0,1.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0464,,,,,,,,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12158,M,566102,EUR,834537600,D,6,6,False,79.0,71.0,5.0,2.0,44.0,48.0,27.0,31.0,7.0,,,,,90.0,90.0,6.7,9.0,0.0124181,1,,DAVINSON,,2.0,5.0,4.0,9.0,,,,4.0,4.0,2.0,1.0,,1.0,0.1074,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,580550,EUR,803347200,D,34,34,False,81.0,73.0,7.0,3.0,48.0,52.0,25.0,30.0,7.0,,,,,90.0,89.0,6.6,9.0,0.0115391,1,,clement_lenglet,1.0,1.0,4.0,2.0,5.0,,,1.0,4.0,1.0,1.0,,,1.0,0.0817,,,1.0,,,,,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,94758,EUR,735609600,D,33,33,False,42.0,34.0,5.0,1.0,15.0,19.0,21.0,25.0,5.0,,,,,85.0,57.0,6.7,10.0,0.157666,0,,,2.0,2.0,4.0,2.0,5.0,,,,4.0,1.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178,3536,M,827064,EUR,854668800,M,16,16,False,22.0,18.0,,,7.0,8.0,11.0,14.0,1.0,,,,,66.0,25.0,6.1,5.0,0.00579572,1,,,,1.0,1.0,2.0,2.0,,,,,,,,1.0,,0.1947,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,844842,EUR,841363200,M,38,38,False,88.0,82.0,6.0,4.0,33.0,36.0,49.0,52.0,5.0,,,,,90.0,95.0,6.6,6.0,0.0412129,0,,YB8,,1.0,,3.0,3.0,,,,,1.0,,,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,859901,EUR,969062400,M,4,4,False,57.0,55.0,,,23.0,24.0,32.0,33.0,5.0,,,,,90.0,70.0,5.9,5.0,0.0191573,0,,,,3.0,1.0,7.0,5.0,1.0,,,,1.0,,1.0,2.0,2.0,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,
10385723,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,111505,EUR,710553600,M,7,7,False,35.0,33.0,1.0,1.0,10.0,11.0,26.0,29.0,2.0,,,,,90.0,53.0,6.8,8.0,0.327099,3,,HMSon,5.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,0.395,1.0,,,3.0,,4.0,4.0,1.0,2.0,,,,,1.0,0.2291,,,,,,,
10385723,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,928124,EUR,956620800,F,21,21,False,27.0,22.0,1.0,,6.0,7.0,17.0,25.0,3.0,,,,,75.0,46.0,7.5,14.0,0.16311,2,,dejan_k10,5.0,,,3.0,3.0,1.0,1.0,1.0,,,,4.0,2.0,3.0,0.1405,,,,1.0,,5.0,1.0,,1.0,,,,,,0.1473,1.0,,,,,,
10385723,home,Tottenham Hotspur,Harry Kane,harry-kane,H. Kane,F,9,188,297679,M,108579,EUR,743817600,F,10,10,False,30.0,22.0,2.0,2.0,5.0,5.0,17.0,25.0,1.0,,,,,90.0,42.0,7.7,14.0,0.165516,4,,HurriKane,,4.0,2.0,6.0,2.0,,2.0,,,,,5.0,,,0.1206,2.0,2.0,,,,1.0,,,,,,,,1.0,0.6385,,True,1.0,,,,
10385723,home,Tottenham Hotspur,Lucas Moura,lucas-moura,L. Moura,M,7,172,12483,M,149710,EUR,713664000,F,27,27,True,13.0,12.0,,,2.0,2.0,10.0,14.0,1.0,,,,,24.0,22.0,6.5,8.0,0.0904267,2,,lucasmoura7,3.0,1.0,2.0,6.0,2.0,2.0,,1.0,,,,1.0,,1.0,0.1351,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,913654,EUR,937180800,D,23,23,True,25.0,20.0,1.0,,4.0,8.0,19.0,23.0,2.0,,,,,15.0,41.0,7.0,8.0,0.244494,3,,pedroporro29,6.0,,,,1.0,,,2.0,,1.0,1.0,,,,0.1599,,1.0,,3.0,,2.0,,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,840217,EUR,863222400,F,9,9,True,7.0,4.0,,,3.0,3.0,1.0,4.0,,,,,,15.0,10.0,7.4,3.0,0.00599076,3,,Richarlison,,1.0,3.0,1.0,3.0,,3.0,,,,,,,,0.377,,,,,,1.0,,,,,,,,,0.5581,,,,1.0,,,
10385723,home,Tottenham Hotspur,Ivan Perišić,ivan-perisic,I. Perišić,M,5,187,17408,M,38710,EUR,602380800,M,14,14,True,6.0,5.0,,,1.0,1.0,4.0,10.0,1.0,,,,,15.0,16.0,6.4,8.0,0.00722,0,,ivanperisic444,5.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Brandon Austin,austin-brandon,B. Austin,G,40,188,1395,M,859896,EUR,915753600,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Eric Dier,eric-dier,E. Dier,D,3,191,4317,M,146101,EUR,758592000,D,15,15,True,,,,,,,,,,,,,,,,,,,0,,ericdier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Japhet Tanganga,japhet-tanganga,J. Tanganga,D,2,186,700,M,836693,EUR,922838400,D,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Matthew Craig,matthew-craig,M. Craig,M,6,184,152,M,997136,EUR,1050451200,M,51,51,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385723,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,1002711,EUR,1031961600,M,29,29,True,,,,,,,,,,,,,,,,,,,0,,pape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385723,away,Brentford,David Raya,david-raya,D. Raya,G,1,183,26174,M,581310,EUR,811123200,G,1,1,False,45.0,25.0,29.0,9.0,19.0,25.0,6.0,20.0,12.0,,4.0,6.0,6.0,90.0,59.0,7.7,20.0,0.00077812,0,0.573,d_raya1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,2.0,2.0,
10385723,away,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,966869,EUR,1023667200,D,2,2,False,30.0,25.0,,,18.0,20.0,7.0,11.0,6.0,,,,,89.0,44.0,6.9,9.0,0.0599202,0,,,1.0,1.0,,3.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,
10385723,away,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,30.0,26.0,1.0,1.0,22.0,23.0,4.0,7.0,,,,,,90.0,40.0,6.7,5.0,0.00341787,0,,,,4.0,3.0,4.0,4.0,,,,7.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10385723,away,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,137774,EUR,622339200,D,16,16,False,43.0,35.0,3.0,2.0,27.0,29.0,8.0,14.0,6.0,,,,,90.0,61.0,7.8,9.0,0.00293091,0,,,,5.0,5.0,6.0,10.0,,,,3.0,3.0,1.0,,1.0,1.0,,1.0,,6.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,
10385723,away,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,599128,EUR,868320000,D,3,3,False,34.0,29.0,3.0,1.0,11.0,14.0,22.0,27.0,6.0,,,,,90.0,63.0,7.4,12.0,0.101586,1,,,7.0,2.0,,5.0,2.0,,,,1.0,,,4.0,1.0,3.0,0.0061,,1.0,1.0,4.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,1.0
10385723,away,Brentford,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4631,M,885864,EUR,883612800,M,15,15,False,13.0,10.0,,,4.0,5.0,6.0,8.0,5.0,,,,,45.0,27.0,6.6,6.0,0.0181311,0,,,,2.0,,6.0,5.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,1.0,1.0,4.0,,2.0,,,1.0,,,,,,,,,,
10385723,away,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,False,36.0,31.0,3.0,1.0,17.0,17.0,14.0,19.0,4.0,,,,,90.0,45.0,6.7,7.0,0.0100534,0,,,,,,1.0,1.0,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
