match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonTackle,stat_keyPass,captain,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAShot,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12501551,home,Monza,Stefano Turati,stefano-turati,S. Turati,G,13,188,559,M,893752,EUR,999648000,G,30,30,False,27.0,22.0,8.0,3.0,0.0,21.0,22.0,1.0,5.0,1.0,8.0,1.0,4.0,4.0,90.0,42.0,6.7,7.0,0.00021044,0,-0.8741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501551,home,Monza,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185,287,M,807291,EUR,885427200,D,13,13,False,33.0,32.0,1.0,,0.0,23.0,23.0,9.0,11.0,2.0,5.0,,,,90.0,46.0,5.6,5.0,0.00689472,0,,,,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12501551,home,Monza,Armando Izzo,armando-izzo,A. Izzo,D,4,183,521,M,165583,EUR,699494400,D,4,4,False,53.0,45.0,4.0,2.0,0.0,37.0,42.0,8.0,11.0,1.0,5.0,,,,90.0,59.0,6.1,8.0,0.00228092,0,,,,,2.0,3.0,6.0,4.0,1.0,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12501551,home,Monza,Danilo D'Ambrosio,danilo-dambrosio,D. D'Ambrosio,D,,180,548,M,107936,EUR,589766400,D,33,33,False,43.0,41.0,3.0,2.0,0.0,37.0,38.0,4.0,5.0,,3.0,,,,80.0,49.0,6.3,4.0,0.00289083,1,,,,,,,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.1087,,,,,,,,,,,,,,,,,,,,
12501551,home,Monza,Samuele Birindelli,samuele-birindelli,S. Birindelli,M,19,175,231,M,856729,EUR,932342400,M,19,19,False,9.0,7.0,1.0,,0.0,4.0,5.0,4.0,7.0,1.0,1.0,,,,56.0,21.0,6.3,7.0,0.00973032,0,,,,3.0,1.0,,5.0,2.0,,,,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12501551,home,Monza,Patrick Ciurria,patrick-ciurria,P. Ciurria,F,26,178,222,M,346676,EUR,792288000,M,84,84,False,24.0,20.0,1.0,1.0,0.0,14.0,16.0,7.0,14.0,,2.0,,,,90.0,47.0,7.1,12.0,0.18014,1,,,,6.0,,,3.0,6.0,,1.0,,2.0,1.0,3.0,,1.0,4.0,0.0274,1.0,1.0,1.0,3.0,2.0,True,1.0,1.0,1.0,,,,,,,,,,,
12501551,home,Monza,Alessandro Bianco,bianco-alessandro,A. Bianco,M,22,173,528,M,1101992,EUR,1033430400,M,42,42,False,29.0,27.0,5.0,4.0,0.0,22.0,23.0,5.0,6.0,,4.0,,,,56.0,37.0,6.8,3.0,0.180222,0,,,,,,1.0,1.0,5.0,,1.0,,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
12501551,home,Monza,Jean-Daniel Akpa Akpro,jean-daniel-akpa-akpro,J. A. Akpro,M,11,180,386,M,164511,EUR,718761600,M,7,7,False,15.0,10.0,2.0,,0.0,5.0,6.0,5.0,10.0,1.0,3.0,,,,67.0,33.0,6.5,11.0,0.00449997,0,,,,1.0,,1.0,4.0,7.0,,1.0,,2.0,2.0,1.0,,1.0,3.0,,,,4.0,1.0,,,1.0,,,,,,,,,,,,,
12501551,home,Monza,Georgios Kyriakopoulos,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,377302,EUR,823478400,M,77,77,False,23.0,16.0,3.0,1.0,1.0,11.0,14.0,5.0,9.0,2.0,6.0,,,,56.0,33.0,6.5,9.0,0.00296919,1,,,,,,,4.0,2.0,2.0,1.0,,1.0,1.0,2.0,,,1.0,0.0294,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
12501551,home,Monza,Keita Baldé,keita-balde,K. Baldé,F,17,178,2102,M,317699,EUR,794620800,F,17,17,False,23.0,22.0,1.0,1.0,0.0,7.0,8.0,15.0,15.0,,2.0,,,,90.0,33.0,6.4,6.0,0.0965253,1,,,,,,,3.0,3.0,,,,2.0,3.0,1.0,,,,0.1757,,2.0,1.0,,,,,,,,1.0,1.0,1.0,0.1832,,,,,,
12501551,home,Monza,Dany Mota,dany-mota,D. Mota,F,47,180,827,M,838907,EUR,894067200,F,47,47,False,18.0,14.0,1.0,1.0,0.0,9.0,10.0,5.0,9.0,1.0,,,,,90.0,35.0,6.9,11.0,0.0299856,3,,,,1.0,2.0,1.0,5.0,4.0,,,,4.0,2.0,1.0,,,1.0,0.5888,,1.0,1.0,,,,,,,3.0,1.0,3.0,1.0,1.4827,1.0,1.0,,,,
