match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_accurateCross,stat_wonContest,stat_totalOffside,stat_interceptionWon,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_crossNotClaimed,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
10433851,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,90,90,False,25.0,12.0,19.0,6.0,7.0,7.0,5.0,18.0,1.0,7.0,1.0,2.0,90.0,32.0,5.9,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433851,home,Antalyaspor,Bünyamin Balcı,,,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,17.0,10.0,2.0,,6.0,10.0,4.0,7.0,1.0,2.0,,,82.0,31.0,5.8,10.0,0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10433851,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,23.0,17.0,4.0,,16.0,17.0,1.0,6.0,6.0,5.0,,,90.0,40.0,6.7,6.0,1,1.0,1.0,2.0,8.0,1.0,,5.0,,,True,1.0,1.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,
10433851,home,Antalyaspor,Ömer Toprak,,,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,False,27.0,21.0,2.0,,14.0,16.0,7.0,11.0,4.0,9.0,,,90.0,36.0,6.9,6.0,1,3.0,5.0,3.0,5.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10433851,home,Antalyaspor,Cemali Sertel,,,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,3,3,False,18.0,12.0,2.0,1.0,6.0,7.0,7.0,13.0,,8.0,,,90.0,42.0,5.9,17.0,0,1.0,1.0,7.0,5.0,3.0,5.0,1.0,5.0,1.0,,,,,1.0,1.0,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,
10433851,home,Antalyaspor,Erdal Rakip,,,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,24.0,15.0,7.0,1.0,6.0,7.0,9.0,17.0,,5.0,,,88.0,36.0,6.6,10.0,1,,,4.0,5.0,1.0,,3.0,1.0,3.0,,,,,,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,
10433851,home,Antalyaspor,Fernando,,,fernando,Fernando,M,,175,141,M,123354,EUR,699580800,M,8,8,False,43.0,32.0,12.0,8.0,16.0,22.0,18.0,27.0,1.0,7.0,,,90.0,60.0,7.6,19.0,0,,1.0,8.0,3.0,2.0,1.0,1.0,1.0,3.0,,,,,2.0,,1.0,,,6.0,2.0,,,1.0,1.0,2.0,3.0,5.0,,,,,,,
10433851,home,Antalyaspor,Doğukan Sinik,,,dogukan-sinik,D. Sinik,M,70,180,124,M,796114,EUR,916876800,M,70,70,False,14.0,7.0,3.0,1.0,6.0,7.0,1.0,7.0,,2.0,,,69.0,25.0,6.6,9.0,2,1.0,,4.0,6.0,2.0,3.0,1.0,1.0,1.0,,,1.0,,,1.0,2.0,,,,,3.0,,,,,,,1.0,,,,,,
10433851,home,Antalyaspor,Fredy,,,fredy,Fredy,M,16,169,1026,M,845281,EUR,638496000,M,16,16,False,26.0,17.0,1.0,,7.0,12.0,10.0,14.0,,8.0,,,90.0,47.0,6.4,15.0,4,1.0,,6.0,6.0,2.0,1.0,5.0,3.0,,,1.0,2.0,,,3.0,,,,,,1.0,1.0,1.0,,3.0,,1.0,2.0,,,,,,
10433851,home,Antalyaspor,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,20,20,False,21.0,15.0,,,6.0,9.0,9.0,12.0,,4.0,,,87.0,36.0,6.9,11.0,1,,1.0,3.0,5.0,2.0,2.0,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,2.0,,2.0,,1.0,,1.0,,,,,,,
