match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalCross,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal
12499682,home,Holstein Kiel,Timon Weiner,timon-weiner,T. Weiner,G,1,191,134,M,1140362,EUR,916617600,G,1,1,False,30.0,16.0,27.0,13.0,0.0,8.0,11.0,8.0,19.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,90.0,38.0,6.6,14.0,0.00106254,0,-1.3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499682,home,Holstein Kiel,Timo Becker,timo-becker,T. Becker,D,5,186,174,M,814735,EUR,859248000,D,17,17,False,16.0,9.0,10.0,5.0,0.0,5.0,8.0,4.0,8.0,,1.0,7.0,4.0,,,,,90.0,29.0,6.9,8.0,0.00221857,0,,True,2.0,3.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
12499682,home,Holstein Kiel,David Zec,zec-david,D. Zec,D,26,185,265,M,887911,EUR,947030400,D,26,26,False,15.0,13.0,3.0,2.0,0.0,10.0,11.0,3.0,4.0,,,5.0,4.0,,,,,90.0,28.0,6.7,3.0,0.0221888,2,,,3.0,3.0,,,1.0,1.0,1.0,2.0,1.0,0.1067,0.0793,,,,,,,,,,,,,,,,,,
12499682,home,Holstein Kiel,Marco Komenda,marco-komenda,M. Komenda,D,3,187,42,M,579260,EUR,848966400,D,3,3,False,18.0,10.0,8.0,2.0,0.0,7.0,10.0,3.0,9.0,,4.0,3.0,2.0,,,,,76.0,28.0,6.6,9.0,0.00111865,0,,,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,
12499682,home,Holstein Kiel,Lasse Rosenboom,lasse-rosenboom,L. Rosenboom,M,23,190,90,M,980616,EUR,1011398400,M,23,23,False,9.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,8.0,2.0,6.0,5.0,2.0,,,,,90.0,28.0,6.9,8.0,0.160479,0,,,2.0,9.0,,,,,,1.0,2.0,,,,,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,,,,,,
12499682,home,Holstein Kiel,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187,305,M,1064305,EUR,961372800,M,22,22,False,17.0,11.0,5.0,2.0,0.0,6.0,8.0,5.0,9.0,1.0,6.0,7.0,3.0,,,,,90.0,36.0,6.8,9.0,0.0123595,0,,,2.0,7.0,1.0,,1.0,,,1.0,,,,,,,5.0,3.0,,,1.0,,,3.0,1.0,,,,,,
12499682,home,Holstein Kiel,Magnus Knudsen,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,False,17.0,10.0,2.0,,0.0,5.0,6.0,5.0,11.0,,2.0,3.0,1.0,,,,,90.0,26.0,6.4,8.0,0.0057628,0,,,1.0,5.0,,,,,,1.0,,,,,,,2.0,1.0,,,1.0,1.0,,2.0,,,,,,,
12499682,home,Holstein Kiel,Finn Porath,finn-porath,F. Porath,M,27,179,117,M,789714,EUR,856656000,M,8,8,False,14.0,12.0,4.0,3.0,0.0,8.0,9.0,4.0,6.0,2.0,6.0,4.0,3.0,,,,,85.0,40.0,7.2,5.0,0.00393643,4,,,1.0,5.0,,,,3.0,1.0,1.0,,0.2344,0.2949,,,1.0,3.0,1.0,2.0,,3.0,,,1.0,,,,,,,
12499682,home,Holstein Kiel,Alexander Bernhardsson,alexander-bernhardsson,A. Bernhardsson,F,11,184,445,M,980916,EUR,905126400,F,11,11,False,20.0,14.0,2.0,,1.0,5.0,7.0,9.0,13.0,1.0,3.0,2.0,4.0,,,,,69.0,35.0,8.3,11.0,0.0515859,2,,,1.0,5.0,2.0,,,,2.0,,2.0,0.6923,1.2224,,,,2.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,
12499682,home,Holstein Kiel,Shuto Machino,shuto-machino,S. Machino,F,18,185,1746,M,925910,EUR,938649600,F,18,18,False,22.0,14.0,,,0.0,8.0,10.0,6.0,12.0,1.0,4.0,1.0,2.0,,,,,76.0,36.0,7.4,14.0,0.0172342,1,,,,1.0,,,,,1.0,,4.0,0.1205,0.762,,,,2.0,,1.0,,,,,1.0,2.0,1.0,,,,,
12499682,home,Holstein Kiel,Phil Harres,phil-harres,P. Harres,F,19,193,415,M,1121902,EUR,1017014400,F,19,19,False,13.0,7.0,1.0,,1.0,3.0,5.0,4.0,8.0,3.0,7.0,1.0,3.0,,,,,76.0,31.0,8.1,14.0,0.384216,1,,,3.0,8.0,,,,,1.0,1.0,6.0,0.094,0.6806,,,,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,
12499682,home,Holstein Kiel,Armin Gigović,armin-gigovic,A. Gigović,M,37,187,1508,M,988893,EUR,1018051200,M,37,37,True,10.0,6.0,1.0,,0.0,3.0,4.0,3.0,6.0,,2.0,1.0,1.0,,,,,21.0,15.0,6.4,4.0,0.00421351,0,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
12499682,home,Holstein Kiel,Max Geschwill,geschwill-max,M. Geschwill,D,28,182,46,M,963073,EUR,994464000,D,14,14,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,,14.0,1.0,6.2,,2.31e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499682,home,Holstein Kiel,Lewis Holtby,lewis-holtby,L. Holtby,M,90,176,208,M,1135884,EUR,653616000,M,10,10,True,3.0,2.0,,,0.0,1.0,2.0,1.0,1.0,,,,,,,,,10.0,3.0,6.0,1.0,0.0738444,0,,,1.0,2.0,,,,,,,,,,Lewis,Holtby,,,,,,,,,1.0,1.0,,,,,,
12499682,home,Holstein Kiel,Fiete Arp,jann-fiete-arp,F. Arp,F,7,186,976,M,877837,EUR,947116800,F,20,20,True,3.0,2.0,1.0,1.0,0.0,2.0,2.0,,1.0,,5.0,,3.0,,,,,14.0,14.0,7.6,4.0,2.148e-05,1,,,1.0,2.0,,,,,1.0,,3.0,0.3185,0.9601,,,,2.0,2.0,3.0,,1.0,,,,,1.0,,,,,
12499682,home,Holstein Kiel,Dominik Javorček,dominik-javorcek,D. Javorček,D,37,183,151,M,964152,EUR,1036195200,D,33,33,True,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,,,2.0,1.0,,,,,14.0,6.0,6.6,1.0,0.00150877,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
