match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_aerialLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_clearanceOffLine,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_lastManTackle,stat_hitWoodwork
14083244,home,Elche,Iñaki Peña,inaki-pena,I. Peña,G,13,185.0,45964,M,inakipenya,794949,EUR,920332800,G,13,13,False,55.0,36.0,33.0,15.0,0.0,25.0,31.0,11.0,24.0,1.0,3.0,1.0,3.0,2.0,12.0,4.0,4.0,1.0,1.0,1.0,90.0,67.0,6.5,19.0,0.00569815,90.090585017053,16.0,17.022848315563,0.019,0,0.055,0.03,0.02,-0.36,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,David Affengruber,david-affengruber,D. Affengruber,D,22,185.0,1024,M,,988672,EUR,984960000,D,22,22,False,29.0,19.0,5.0,1.0,0.0,15.0,17.0,4.0,12.0,,4.0,2.0,,1.0,3.0,,,,,,74.0,36.0,5.8,11.0,0.00314546,92.123084253368,11.0,25.845680805116,,0,,-0.02,0.06,-0.4,,,,True,1.0,1.0,1.0,2.0,1.0,1.0,3.0,11.242416076321,11.363267839843,1.0,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,Víctor Chust,victor-chust,V. Chust,D,23,182.0,605,M,,855831,EUR,952214400,D,23,23,False,41.0,39.0,4.0,3.0,0.0,31.0,32.0,8.0,9.0,,7.0,4.0,1.0,5.0,4.0,,,,,,90.0,59.0,7.7,3.0,0.0260905,105.94081750733,17.0,29.096047220351,,0,,0.25,0.06,0.59,,,,,4.0,1.0,1.0,3.0,1.0,,2.0,,,,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
14083244,home,Elche,John Donald,john-nwankwo,J. Donald,D,18,185.0,201,M,,1094758,EUR,969840000,D,18,18,False,31.0,30.0,1.0,1.0,0.0,21.0,22.0,9.0,9.0,,6.0,3.0,3.0,1.0,6.0,,,,,,90.0,46.0,6.2,5.0,0.0050983,75.506365628901,10.0,-7.8902320021636,,0,,0.1,0.01,-0.43,,John Donald,,,,,,,3.0,,2.0,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
14083244,home,Elche,Adrià Pedrosa,adria-pedrosa,A. Pedrosa,D,3,176.0,847,M,,928672,EUR,895017600,M,3,3,False,25.0,20.0,2.0,,0.0,13.0,14.0,7.0,11.0,,7.0,3.0,4.0,1.0,5.0,,,,,,90.0,43.0,6.4,14.0,0.0962676,75.999279652908,11.0,-4.2583054299395,,0,,0.23,-0.09,-0.21,,,,,,1.0,,,4.0,1.0,2.0,,,,,,2.0,1.0,,5.0,2.0,1.0,1.0,,,,,,,,,,,,
14083244,home,Elche,Rodrigo Mendoza,rodrigo-mendoza,R. Mendoza,M,4,182.0,2675,M,,1391752,EUR,1110844800,M,30,30,False,40.0,37.0,7.0,6.0,0.0,22.0,23.0,15.0,17.0,,6.0,8.0,,3.0,4.0,,,,,,90.0,63.0,7.1,12.0,0.147642,122.43058494835,14.0,43.189110884857,,1,,0.35,0.19,-0.09,,Rodri,Mendoza,,,5.0,3.0,,4.0,3.0,3.0,14.286641516736,22.250501477495,1.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0418,-0.11,,,,,,,,
14083244,home,Elche,Marc Aguado,marc-aguado,M. Aguado,M,8,178.0,373,M,,1014595,EUR,951177600,M,8,8,False,16.0,14.0,,,0.0,10.0,11.0,4.0,5.0,,,,,1.0,1.0,,,,,,56.0,19.0,6.5,2.0,0.00095186,29.495630411053,3.0,24.814781767048,,0,,0.07,0.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,Germán Valera,german-valera,G. Valera,M,11,170.0,823,M,,962710,EUR,1016236800,M,11,11,False,28.0,25.0,1.0,1.0,1.0,9.0,12.0,16.0,16.0,,1.0,4.0,,,7.0,,,,,,90.0,52.0,7.1,12.0,0.17796,161.51268497619,15.0,32.312583549826,,1,,0.27,0.12,-0.18,,,,,,2.0,1.0,,5.0,2.0,,19.931701255107,37.324478418416,2.0,,3.0,1.0,1.0,,2.0,,,2.0,,1.0,0.035,-0.07,,,,,,,,
14083244,home,Elche,Grady Diangana,grady-diangana,G. Diangana,M,19,180.0,2853,M,,848512,EUR,892944000,F,19,19,False,14.0,6.0,1.0,,0.0,1.0,2.0,5.0,12.0,,,,,,1.0,,,,,,60.0,18.0,6.5,9.0,0.0597914,57.731459314164,6.0,16.231574973882,,0,,0.15,0.03,-0.03,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,
14083244,home,Elche,Álvaro Rodriguez,alvaro-rodriguez,Á. Rodriguez,F,20,193.0,14656,M,alvarorodrigz_,1154587,EUR,1089763200,F,20,20,False,17.0,14.0,1.0,1.0,0.0,5.0,5.0,9.0,12.0,3.0,4.0,7.0,,1.0,3.0,,,,,,75.0,40.0,7.9,9.0,0.0629473,69.51432556889,10.0,20.694516848724,,4,,0.21,0.53,0.13,,,,,3.0,2.0,1.0,,1.0,,,8.5208105628354,20.539231348335,3.0,,1.0,3.0,2.0,,,,1.0,,,2.0,0.5968,0.31,1.0,1.0,1.0,0.5453,,,,
14083244,home,Elche,André Silva,andre-silva,A. Silva,F,9,185.0,5803,M,andresilva9,190159,EUR,815616000,F,9,9,False,10.0,7.0,1.0,,0.0,4.0,4.0,3.0,6.0,,5.0,,,,2.0,,,,,,60.0,17.0,6.0,8.0,0.0213731,56.414653187031,5.0,-11.735925653299,,0,,-0.12,-0.46,-0.01,,,,,2.0,2.0,,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
14083244,home,Elche,Federico Redondo,federico-redondo,F. Redondo,M,5,188.0,4460,M,,1117026,EUR,1042848000,M,5,5,True,14.0,13.0,1.0,,0.0,9.0,9.0,4.0,5.0,,4.0,,,,3.0,,,,,,34.0,16.0,6.2,2.0,0.000789,3.7825336746683,1.0,-3.7327175961543,,0,,0.01,-0.02,-0.03,,Federico Redondo,,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,Martim Neto,neto-martim,M. Neto,M,16,185.0,858,M,,1100646,EUR,1042502400,M,16,16,True,10.0,9.0,,,0.0,4.0,4.0,5.0,6.0,,1.0,2.0,,1.0,1.0,,,,,,30.0,18.0,6.7,5.0,0.00261525,56.222299813829,8.0,22.283480274736,,0,,0.01,0.1,-0.01,,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
14083244,home,Elche,Adam Boayar,adam-boayar,A. Boayar,F,32,180.0,1331,M,,1518971,EUR,1129161600,F,32,32,True,6.0,4.0,,,0.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,,,,,,,30.0,15.0,6.9,5.0,0.364596,10.770894036339,3.0,5.0307481402041,,2,,0.45,0.04,0.16,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,1.0,0.1592,-0.47,1.0,,,0.1548,,,,
14083244,home,Elche,Léo Pétrot,leo-petrot,L. Pétrot,D,21,188.0,232,M,,827504,EUR,861062400,D,21,21,True,11.0,11.0,1.0,1.0,0.0,9.0,9.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,16.0,15.0,7.5,,0.00097609,35.368736871606,6.0,-21.076294986519,,0,,0.03,0.0,0.8,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,Lucas Cepeda,lucas-cepeda,L. Cepeda,M,24,177.0,6132,M,,1126447,EUR,1036022400,F,24,24,True,6.0,5.0,,,0.0,,,5.0,6.0,,2.0,,,,,,,,,,15.0,10.0,6.4,3.0,0.0115199,42.144441622273,4.0,30.764713207165,,1,,0.02,0.25,-0.01,,Lucas Cepeda,,,1.0,1.0,,,,,,10.743125801628,38.286900306875,3.0,,,,,,1.0,,1.0,,,,0.1653,-0.33,1.0,,,0.4049,1.0,,,
14083244,home,Elche,Alejandro Iturbe,iturbe-alejandro,A. Iturbe,G,45,186.0,277,M,,1019324,EUR,1062460800,G,45,45,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,Matías Dituro,matias-dituro,M. Dituro,G,1,191.0,616,M,,556884,EUR,547430400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,Nico Salvador,nico-salvador,N. Salvador,D,36,,17,M,,1916209,EUR,1165795200,D,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,David Delgado,david-delgado,D. Delgado,D,31,,24,M,,2304408,EUR,1199145600,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,David,Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,Alex Herraiz,alex-herraiz,A. Herraiz,M,43,,5,M,,2456407,EUR,1220140800,M,43,43,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Alex Herraiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,Yago Santiago,yago-santiago,Y. Santiago,M,7,177.0,369,M,,1092515,EUR,1047686400,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083244,home,Elche,Alex Sanchez,alex-sanchez,Á. Sánchez,F,38,,112,M,,2216007,EUR,1146614400,F,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083244,away,Barcelona,Joan García,joan-garcia,J. García,G,13,193.0,111965,M,,930267,EUR,988934400,G,13,13,False,43.0,36.0,12.0,5.0,0.0,34.0,35.0,2.0,8.0,,,,,1.0,16.0,2.0,2.0,,2.0,2.0,90.0,59.0,7.2,7.0,0.00062187,41.290212775055,8.0,29.479309481303,0.0985,0,0.105,0.23,0.01,0.15,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
14083244,away,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180.0,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,55.0,52.0,2.0,1.0,0.0,37.0,39.0,15.0,16.0,2.0,3.0,4.0,1.0,4.0,2.0,,,,,,84.0,68.0,6.9,3.0,0.171033,87.960957253583,14.0,34.856468421291,,0,,0.27,0.24,-0.18,,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,
14083244,away,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184.0,156448,M,PauCubarsí,1402913,EUR,1169424000,D,5,5,False,56.0,52.0,4.0,2.0,0.0,46.0,48.0,6.0,8.0,,2.0,,,2.0,2.0,,,,,,90.0,62.0,6.2,6.0,0.00170838,107.28106828959,16.0,0.62571895675374,,0,,-0.03,0.06,-0.19,,Pau Cubarsí,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
14083244,away,Barcelona,Eric García,eric-garcia,E. García,D,24,182.0,56393,M,ericgm3,876214,EUR,978998400,D,24,24,False,55.0,50.0,4.0,3.0,0.0,36.0,39.0,14.0,16.0,5.0,5.0,8.0,1.0,3.0,4.0,,,,,,90.0,72.0,7.7,7.0,0.0124892,62.370279436872,11.0,1.4192299734213,,1,,0.27,0.01,1.0,,,,,2.0,,,1.0,,,,,,,,3.0,3.0,3.0,2.0,,,,,,1.0,0.0562,-0.29,,,,,1.0,,1.0,
14083244,away,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175.0,128076,M,AlejandroBalde,997035,EUR,1066435200,D,3,3,False,51.0,47.0,6.0,4.0,0.0,27.0,28.0,20.0,23.0,,4.0,6.0,,2.0,7.0,,,,,,90.0,73.0,7.3,9.0,0.204605,221.59525763207,25.0,149.21010690412,,0,,0.37,0.28,-0.15,,,,,1.0,1.0,1.0,,2.0,3.0,1.0,19.104022519782,54.388167318705,3.0,,,2.0,2.0,2.0,,,,3.0,1.0,,,,,,,,,,,
14083244,away,Barcelona,Fermín López,fermin-lopez,F. López,M,16,176.0,179218,M,FermínLópez,1153270,EUR,1052611200,M,16,16,False,37.0,34.0,3.0,2.0,0.0,18.0,19.0,16.0,18.0,,3.0,5.0,2.0,,6.0,,,,,,84.0,48.0,6.4,3.0,0.190506,121.68438955076,16.0,33.765806318141,,5,,0.27,0.3,-0.14,,Fermín López,,,,1.0,1.0,,,3.0,1.0,5.6619305188577,6.0699838550032,1.0,,,1.0,,,1.0,1.0,1.0,2.0,1.0,3.0,1.129,-0.95,1.0,1.0,,0.0445,2.0,,,
14083244,away,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180.0,192664,M,Frenkie,795222,EUR,863395200,M,21,21,False,60.0,55.0,3.0,3.0,1.0,27.0,31.0,28.0,29.0,1.0,3.0,4.0,,,6.0,,,,,,90.0,70.0,7.8,7.0,0.465666,225.92454731562,26.0,79.549217090116,,0,,0.57,0.3,-0.02,,,,True,,1.0,1.0,,1.0,1.0,2.0,22.148009266775,24.388838615235,1.0,,1.0,1.0,,1.0,1.0,1.0,,5.0,4.0,,,,,,,,,,,
14083244,away,Barcelona,Dani Olmo,dani-olmo,D. Olmo,M,20,179.0,191682,M,DaniOlmo,789071,EUR,894499200,M,20,20,False,39.0,32.0,4.0,3.0,1.0,14.0,16.0,18.0,23.0,,4.0,2.0,2.0,,4.0,,,,,,62.0,50.0,6.3,11.0,0.182593,68.363032468984,11.0,18.02019782146,,2,,-0.02,-0.12,-0.16,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,1.0,,,,2.0,1.0,2.0,0.2185,-0.56,,,,,,,,1.0
