match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_keyPass,stat_challengeLost,stat_totalTackle,stat_wonTackle,captain,player_sofascoreId,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_outfielderBlock,stat_goals
11369796,home,KRC Genk,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192.0,1417,M,934385,EUR,1014681600,G,26,26,False,18.0,17.0,3.0,2.0,17.0,17.0,1.0,6.0,1.0,1.0,90.0,22.0,6.6,2.0,0.0,0.0,0.0001256,0,-0.5176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369796,home,KRC Genk,Ángelo Preciado,angelo-preciado,Á. Preciado,M,23,178.0,3022,M,881844,EUR,887760000,D,77,77,False,50.0,44.0,4.0,2.0,11.0,11.0,44.0,,,,61.0,70.0,7.1,12.0,0.2498,0.0,0.0824893,2,,,,36.0,5.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369796,home,KRC Genk,Mujaid Sadick,mujaid-sadick,M. Sadick,D,3,185.0,237,M,935309,EUR,952992000,D,3,3,False,105.0,101.0,11.0,10.0,34.0,34.0,71.0,9.0,,,90.0,111.0,7.2,5.0,0.1667,0.0,0.0223656,1,,,,67.0,,,1.0,4.0,2.0,5.0,,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11369796,home,KRC Genk,Mark McKenzie,mark-mckenzie,M. McKenzie,D,3,183.0,655,M,922759,EUR,919900800,D,2,2,False,127.0,120.0,18.0,16.0,36.0,40.0,87.0,5.0,,,90.0,134.0,7.8,8.0,0.0407,0.0,0.26932,1,,,,84.0,,,1.0,3.0,2.0,4.0,,1.0,,,,,1.0,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,
11369796,home,KRC Genk,Gerardo Arteaga,gerardo-arteaga,G. Arteaga,D,3,173.0,772,M,856129,EUR,905126400,D,5,5,False,83.0,73.0,8.0,4.0,22.0,24.0,64.0,8.0,,,90.0,113.0,7.0,18.0,0.3499,0.0,0.185048,1,,,,52.0,5.0,1.0,,1.0,2.0,2.0,,1.0,1.0,,3.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11369796,home,KRC Genk,Aziz Ouattara Mohammed,aziz-ouattara-mohammed,A. O. Mohammed,M,32,189.0,170,M,989070,EUR,978566400,M,4,4,False,37.0,29.0,9.0,7.0,12.0,16.0,21.0,8.0,,,76.0,58.0,7.1,16.0,0.05,0.0,0.025081,1,,,,17.0,,,2.0,6.0,9.0,10.0,3.0,2.0,,,5.0,2.0,4.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11369796,home,KRC Genk,Patrik Hrošovský,patrik-hrosovsky,P. Hrošovský,M,17,172.0,366,M,198282,EUR,703900800,M,17,17,False,41.0,36.0,5.0,4.0,14.0,14.0,29.0,6.0,,,76.0,55.0,7.5,7.0,0.0861,0.0,0.132662,2,,,,23.0,2.0,1.0,,,1.0,5.0,1.0,1.0,2.0,,,4.0,,1.0,,,,1.0,2.0,,,,True,,,,,,,,
11369796,home,KRC Genk,Christopher Baah,christopher-baah,C. Baah,M,22,172.0,2650,M,1477662,EUR,1102982400,M,90,90,False,27.0,24.0,2.0,2.0,2.0,2.0,26.0,3.0,,,61.0,44.0,7.1,10.0,0.2759,0.0,0.280914,2,,Christopher Baah,,22.0,1.0,,,,4.0,4.0,,4.0,1.0,,3.0,1.0,1.0,2.0,1.0,1.0,,,4.0,1.0,1.0,1.0,,,,,,,,,
11369796,home,KRC Genk,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180.0,25244,M,1126569,EUR,1084147200,M,34,34,False,64.0,52.0,4.0,3.0,8.0,10.0,56.0,3.0,,,90.0,82.0,7.7,15.0,0.2336,0.0,0.226488,7,,Bilal,El Khannouss,46.0,2.0,2.0,,2.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,,,2.0,,5.0,,,4.0,,1.0,,,bilalekns_34,1.0,,,,,,
11369796,home,KRC Genk,Mike Trésor,mike-tresor,M. Trésor,M,31,175.0,1089,M,826183,EUR,927849600,M,11,11,False,46.0,35.0,2.0,1.0,9.0,10.0,49.0,5.0,,,90.0,81.0,7.7,31.0,0.0936,0.0,0.751536,2,,,,30.0,13.0,4.0,,1.0,8.0,4.0,3.0,6.0,1.0,,4.0,,1.0,2.0,,1.0,,2.0,7.0,,1.0,,,,1.0,2.0,,,,,
