match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,stat_wasFouled,player_lastName,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_penaltyConceded,stat_challengeLost,stat_shotOffTarget,stat_accurateCross,stat_bigChanceMissed,stat_errorLeadToAShot,stat_punches,stat_totalOffside,stat_hitWoodwork,stat_penaltyWon
12450176,home,RC Strasbourg,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,1,1,False,47.0,42.0,9.0,4.0,0.0,40.0,41.0,2.0,6.0,6.0,3.0,1.0,2.0,2.0,90.0,55.0,7.0,5.0,0.0026977,0,0.1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450176,home,RC Strasbourg,Guéla Doué,guela-doue,G. Doué,D,2,187,10608,M,,1002033,EUR,1034812800,D,22,22,False,45.0,39.0,2.0,1.0,1.0,19.0,19.0,20.0,27.0,4.0,,,,,90.0,74.0,7.3,11.0,0.0548537,0,,1.0,4.0,2.0,9.0,8.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
12450176,home,RC Strasbourg,Mamadou Sarr,sarr-mamadou,M. Sarr,D,19,194,21849,M,,1154657,EUR,1125273600,D,23,23,False,62.0,60.0,1.0,,0.0,48.0,49.0,12.0,13.0,6.0,,,,,90.0,71.0,6.3,4.0,0.00505115,0,,,3.0,2.0,3.0,5.0,,,,,2.0,1.0,2.0,,2.0,1.0,,Mamadou Sarr,1.0,,,,,,,,,,,,,,,,
12450176,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,,1049517,EUR,1059004800,D,29,29,False,64.0,61.0,1.0,,0.0,47.0,48.0,14.0,16.0,9.0,,,,,90.0,69.0,6.5,4.0,0.00758698,0,,,,1.0,3.0,4.0,,1.0,1.0,,1.0,,2.0,2.0,1.0,3.0,,Ismael Doukoure,,,,,,,,,,,,,,,,,
12450176,home,RC Strasbourg,Dilane Bakwa,dilane-bakwa,D. Bakwa,M,29,179,2042,M,,963298,EUR,1030320000,M,26,26,False,24.0,22.0,2.0,1.0,0.0,10.0,10.0,12.0,19.0,2.0,,,,,73.0,40.0,6.7,12.0,0.0372582,0,,5.0,,,2.0,3.0,,2.0,1.0,,,1.0,,,4.0,1.0,,,2.0,,,,,,,,,,,,,,,,
12450176,home,RC Strasbourg,Andrey Santos,santos-andrey,A. Santos,M,17,180,27949,M,andreysantos_5,1105779,EUR,1083542400,M,8,8,False,41.0,36.0,,,0.0,17.0,19.0,19.0,22.0,6.0,,,,,90.0,50.0,7.2,7.0,0.0173354,1,,,3.0,1.0,5.0,5.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,Andrey Santos,2.0,,True,1.0,1.0,0.1645,0.8529,,,,,,,,,,
12450176,home,RC Strasbourg,Valentín Barco,valentin-barco,V. Barco,M,32,172,11515,M,colo.barco,1127057,EUR,1090540800,M,32,32,False,56.0,48.0,4.0,1.0,0.0,23.0,24.0,25.0,32.0,2.0,,,,,73.0,68.0,6.5,9.0,0.0307048,0,,,,,1.0,3.0,,,,,1.0,2.0,,,1.0,2.0,,Valentín Barco,3.0,,,,,,,1.0,,,,,,,,,
12450176,home,RC Strasbourg,Diego Moreira,diego-moreira,D. Moreira,F,7,179,6007,M,diegzyyy,1142233,EUR,1091750400,M,7,7,False,43.0,35.0,1.0,1.0,0.0,15.0,21.0,20.0,25.0,3.0,,,,,90.0,63.0,6.3,18.0,0.0431539,1,,3.0,,,8.0,2.0,3.0,1.0,,,,1.0,2.0,1.0,3.0,1.0,,Diego,,Moreira,,,,0.0402,,,3.0,1.0,,,,,,,
12450176,home,RC Strasbourg,Félix Lemaréchal,felix-lemarechal,F. Lemaréchal,M,80,181,791,M,,1130942,EUR,1060214400,F,6,6,False,26.0,22.0,,,0.0,11.0,11.0,12.0,18.0,3.0,,,,,88.0,41.0,7.1,12.0,0.355425,0,,3.0,1.0,1.0,4.0,6.0,1.0,4.0,3.0,1.0,,,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
12450176,home,RC Strasbourg,Sebastian Nanasi,sebastian-nanasi,S. Nanasi,M,11,178,2778,M,,962068,EUR,1021507200,F,15,15,False,34.0,29.0,2.0,1.0,0.0,11.0,11.0,19.0,26.0,1.0,,,,,90.0,41.0,8.0,7.0,0.249628,1,,3.0,,,2.0,2.0,,2.0,2.0,1.0,,,,,,1.0,4.0,Sebastian Nanasi,,,,1.0,1.0,0.4899,0.8225,,1.0,,1.0,,,,,,
