match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_bigChanceCreated,stat_punches,player_sofascoreId
13472672,home,Mirassol,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,22,22,False,33.0,29.0,6.0,2.0,0.0,29.0,30.0,3.0,7.0,1.0,1.0,1.0,1.0,90.0,38.0,6.9,5.0,6.495e-05,0,0.0318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472672,home,Mirassol,Daniel Borges,daniel-borges,D. Borges,D,20,174,183,M,794874,EUR,732844800,D,20,20,False,43.0,36.0,3.0,1.0,0.0,16.0,17.0,26.0,2.0,,,,,90.0,75.0,7.2,16.0,0.05854,1,,,,20.0,6.0,1.0,1.0,2.0,5.0,8.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0083,1.0,,,,,,,,,,,,,
13472672,home,Mirassol,João Victor,joao-victor,J. Victor,D,34,188,233,M,863297,EUR,873158400,D,34,34,False,64.0,60.0,6.0,3.0,0.0,42.0,45.0,19.0,3.0,,,,,90.0,75.0,7.3,4.0,0.00509431,0,,,,18.0,,,4.0,2.0,6.0,6.0,,,,,3.0,2.0,,,3.0,1.0,,,1.0,1.0,,,,,,,,,,,
13472672,home,Mirassol,Jemmes,ribeiro-da-silva-jemmes-bruno,Jemmes,D,3,187,583,M,1527129,EUR,955238400,D,3,3,False,73.0,70.0,2.0,2.0,0.0,40.0,41.0,32.0,2.0,,,,,90.0,86.0,7.5,4.0,0.0102209,0,,Jemmes Ribeiro,,30.0,,,2.0,1.0,4.0,3.0,,1.0,1.0,,5.0,,,1.0,1.0,1.0,,,1.0,2.0,2.0,,,,,,,,,,
13472672,home,Mirassol,Felipe Jonatan,felipe-jonatan,F. Jonatan,D,16,176,464,M,931574,EUR,887500800,D,16,16,False,61.0,57.0,,,0.0,25.0,27.0,34.0,2.0,,,,,90.0,84.0,6.9,13.0,0.0409296,0,,,,32.0,6.0,1.0,,,4.0,2.0,,3.0,2.0,,,,,1.0,,3.0,,1.0,,,,,,,,,,,,,
13472672,home,Mirassol,Neto Moura,neto-moura,N. Moura,M,25,176,363,M,559034,EUR,839289600,M,25,25,False,56.0,54.0,9.0,8.0,0.0,22.0,23.0,33.0,2.0,,,,,79.0,62.0,7.2,2.0,0.0157787,0,,,,32.0,,,,1.0,1.0,4.0,,,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,
13472672,home,Mirassol,Danielzinho,danielzinho,Danielzinho,M,94,166,1169,M,356514,EUR,783907200,M,8,8,False,65.0,56.0,4.0,4.0,0.0,22.0,23.0,42.0,6.0,,,,,90.0,76.0,7.3,11.0,0.022356,1,,,,34.0,2.0,,,1.0,,6.0,,,,,1.0,1.0,,,4.0,,0.044,,,1.0,,True,1.0,,,,,,,,
13472672,home,Mirassol,Negueba,negueba,Negueba,M,11,175,664,M,872007,EUR,944179200,M,11,11,False,32.0,23.0,2.0,2.0,0.0,9.0,12.0,20.0,3.0,,,,,80.0,49.0,6.9,19.0,0.123,1,,,,14.0,5.0,2.0,,1.0,3.0,3.0,1.0,1.0,,,,,,4.0,2.0,,0.0306,2.0,1.0,,,,1.0,1.0,,,,,,,
13472672,home,Mirassol,Guilherme Marques,guilherme-marques,Guilherme Marques,M,12,174,277,M,109610,EUR,674784000,M,12,12,False,26.0,20.0,,,0.0,8.0,8.0,18.0,,,,,,65.0,32.0,6.7,8.0,0.0374383,0,,,,12.0,1.0,,,,2.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
13472672,home,Mirassol,Alesson,alesson,Alesson,F,77,173,437,M,871015,EUR,919123200,M,77,77,False,31.0,27.0,,,0.0,9.0,10.0,21.0,3.0,,,,,73.0,47.0,7.1,10.0,0.168515,3,,,,18.0,3.0,,1.0,,3.0,4.0,,4.0,2.0,2.0,1.0,,,1.0,2.0,,0.661,,,,,,,,1.0,1.0,0.2682,,,,
13472672,home,Mirassol,Chico da Costa,francisco-da-costa,Chico da Costa,F,19,184,2258,M,866847,EUR,799545600,F,91,91,False,9.0,7.0,,,0.0,1.0,2.0,7.0,,,,,,73.0,20.0,6.7,8.0,0.0400423,1,,,,6.0,,,3.0,1.0,7.0,4.0,,2.0,,1.0,1.0,,,4.0,3.0,1.0,0.078,1.0,1.0,,,,,1.0,,,,1.0,,,
13472672,home,Mirassol,Shaylon,shaylon,Shaylon,M,7,180,381,M,874723,EUR,862099200,M,7,7,True,10.0,10.0,,,0.0,6.0,6.0,4.0,,,,,,25.0,15.0,6.9,2.0,0.0326843,2,,,,4.0,2.0,,,,1.0,,,,,2.0,,,,,,1.0,0.0438,1.0,,,,,,,,,,,1.0,,
13472672,home,Mirassol,Cristian Renato,cristian-renato,C. Renato,F,17,189,259,M,1148306,EUR,950832000,F,17,17,True,,,,,0.0,,,,,,,,,17.0,2.0,6.6,,,1,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,0.0314,,,,,,1.0,,,,,,,,
13472672,home,Mirassol,Carlos Eduardo,carlos-eduardo,Carlos Eduardo,F,96,173,354,M,795295,EUR,844905600,F,96,96,True,5.0,3.0,,,0.0,,,5.0,1.0,,,,,17.0,12.0,6.7,5.0,0.0205231,0,,,,3.0,2.0,,,,2.0,2.0,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,
13472672,home,Mirassol,José Aldo,jose-aldo,J. Aldo,M,21,174,317,M,988851,EUR,901324800,M,21,21,True,5.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,,,,,,11.0,6.0,6.5,1.0,0.00502086,0,,,,4.0,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
13472672,home,Mirassol,Renato Marques,marques-renato,Renato Marques,F,78,180,300,M,1194689,EUR,1070928000,F,78,78,True,2.0,2.0,,,0.0,1.0,1.0,1.0,,,,,,10.0,4.0,6.5,1.0,0.00114459,0,,Renato Marques,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
13472672,home,Mirassol,Alex Muralha,alex-muralha,A. Muralha,G,23,188,332,M,340113,EUR,626659200,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,Alex,Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472672,home,Mirassol,Gabriel,gabriel,Gabriel,D,44,185,190,M,1465498,EUR,1066435200,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472672,home,Mirassol,Luiz Otávio,luiz-otavio,L. Otávio,D,4,194,170,M,874778,EUR,718588800,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472672,home,Mirassol,Roni,roni,Roni,M,70,174,491,M,1046440,EUR,924134400,M,5,5,True,,,,,,,,,,,,,,,,,,,0,,Roni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
