match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_dispossessed,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,captain,stat_hitWoodwork,stat_errorLeadToAGoal,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,player_sofascoreId
12764283,home,Dynamo Kyiv,Georgiy Bushchan,heorhiy-bushchan,G. Bushchan,G,1,198.0,641,M,138813,EUR,770342400,G,1,1,False,28.0,19.0,15.0,6.0,0.0,17.0,22.0,2.0,6.0,2.0,2.0,2.0,11.0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,90.0,52.0,8.1,10.0,0.00025688,0,0.3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764283,home,Dynamo Kyiv,Oleksandr Karavayev,oleksandr-karavayev,O. Karavayev,D,20,173.0,158,M,137682,EUR,707443200,D,20,20,False,35.0,29.0,5.0,4.0,0.0,19.0,21.0,11.0,16.0,,3.0,2.0,7.0,1.0,,,,,,,90.0,52.0,6.5,12.0,0.0872759,3,,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2089,1.0,,,,,,,,,,,,,,,,,,
12764283,home,Dynamo Kyiv,Kristian Bilovar,kristian-bilovar,K. Bilovar,D,40,191.0,63,M,976373,EUR,981331200,D,40,40,False,27.0,25.0,4.0,3.0,0.0,20.0,21.0,5.0,6.0,,3.0,4.0,1.0,,,,,,,,90.0,38.0,6.7,2.0,0.00235239,0,,,,1.0,,1.0,1.0,,,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12764283,home,Dynamo Kyiv,Taras Mykhavko,mykhavko-taras,T. Mykhavko,D,32,185.0,459,M,1413197,EUR,1117411200,D,32,32,False,32.0,23.0,7.0,1.0,0.0,18.0,21.0,5.0,12.0,,2.0,5.0,3.0,,,,,,,,80.0,50.0,6.3,12.0,0.00344372,0,,1.0,,6.0,1.0,,,,,2.0,2.0,1.0,,,3.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,
12764283,home,Dynamo Kyiv,Vladyslav Dubinchak,vladyslav-dubinchak,V. Dubinchak,D,44,173.0,101,M,859393,EUR,899251200,D,44,44,False,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,17.0,9.0,3.4,,0.00062595,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12764283,home,Dynamo Kyiv,Vitaliy Buyalskyi,vitaliy-buyalskyi,V. Buyalskyi,M,29,175.0,215,M,137677,EUR,726278400,M,29,29,False,4.0,4.0,,,0.0,3.0,3.0,2.0,3.0,,2.0,,,,,,,,,,24.0,9.0,7.0,2.0,0.0533255,0,,2.0,1.0,,,,,,,2.0,2.0,1.0,,2.0,,,,,,,,,True,,,,,,,,,
12764283,home,Dynamo Kyiv,Volodymyr Brazhko,volodymyr-brazhko,V. Brazhko,M,6,184.0,692,M,1000408,EUR,1011744000,M,6,6,False,35.0,25.0,3.0,2.0,0.0,16.0,19.0,9.0,16.0,1.0,5.0,2.0,4.0,1.0,,,,,,,90.0,48.0,6.6,11.0,0.129079,1,,,,6.0,3.0,2.0,1.0,1.0,,2.0,2.0,,0.023,,1.0,,,,3.0,1.0,,,,,,,,,,,,
12764283,home,Dynamo Kyiv,Mykola Shaparenko,shaparenko-mykola,M. Shaparenko,M,10,180.0,1047,M,793749,EUR,907459200,M,10,10,False,42.0,38.0,5.0,2.0,0.0,22.0,24.0,16.0,19.0,,1.0,3.0,9.0,1.0,,,,,,,63.0,54.0,6.3,8.0,0.0291785,0,,1.0,,3.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12764283,home,Dynamo Kyiv,Nazar Voloshyn,nazar-voloshyn,N. Voloshyn,M,9,175.0,229,M,1006066,EUR,1055808000,F,9,9,False,17.0,15.0,,,0.0,8.0,9.0,7.0,9.0,1.0,3.0,1.0,3.0,3.0,,,,,,,90.0,26.0,6.6,4.0,0.00679567,2,,1.0,,3.0,1.0,,,1.0,1.0,,,,0.0884,,1.0,,,1.0,1.0,,,,,,,,,,,,,
12764283,home,Dynamo Kyiv,Vladyslav Vanat,vladyslav-vanat,V. Vanat,F,19,181.0,2834,M,976374,EUR,1010102400,F,11,11,False,17.0,11.0,1.0,,0.0,5.0,9.0,7.0,9.0,2.0,4.0,,1.0,1.0,,,,,,,63.0,24.0,6.8,9.0,0.0922385,1,,1.0,1.0,2.0,,3.0,1.0,1.0,,,,1.0,0.073,2.0,,,,,,,,,,1.0,,,,,,,,
