match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,captain,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_lastManTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_accurateCross,player_sofascoreId,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_goals
11406742,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,33.0,25.0,16.0,8.0,0.0,19.0,19.0,6.0,14.0,1.0,7.0,5.0,7.0,90.0,46.0,7.9,8.0,0.00143775,0,0.0117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406742,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,11.0,8.0,1.0,,0.0,6.0,8.0,2.0,4.0,1.0,,,,29.0,20.0,6.7,7.0,0.00128574,1,,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0641,,,,,,,,,,,,,,,,,,,,,,
11406742,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,49.0,46.0,2.0,1.0,0.0,37.0,38.0,9.0,11.0,5.0,3.0,,,90.0,60.0,6.5,5.0,0.00469533,0,,,2.0,3.0,3.0,,,,1.0,,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11406742,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,56.0,55.0,1.0,1.0,0.0,38.0,39.0,17.0,17.0,3.0,11.0,,,90.0,68.0,7.5,1.0,0.00866424,0,,,2.0,1.0,8.0,1.0,1.0,,,,,1.0,,3.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
11406742,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,48.0,41.0,7.0,4.0,0.0,25.0,28.0,16.0,24.0,1.0,10.0,,,90.0,68.0,6.8,15.0,0.142507,0,,4.0,,2.0,5.0,4.0,3.0,,1.0,,,,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,
11406742,home,Lecce,Joan González,,,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,False,14.0,9.0,2.0,1.0,0.0,4.0,4.0,5.0,10.0,1.0,3.0,,,55.0,26.0,6.7,8.0,0.0177706,0,,,,3.0,5.0,2.0,2.0,,2.0,,,1.0,,,,,,3.0,,2.0,1.0,,,,,,,,,,,
11406742,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,36.0,30.0,3.0,,0.0,16.0,18.0,14.0,19.0,,5.0,,,83.0,48.0,6.5,9.0,0.00655643,0,,1.0,,4.0,4.0,,,,1.0,,,,1.0,2.0,1.0,,1.0,3.0,,1.0,,2.0,,,,,,,,,,
11406742,home,Lecce,Medon Berisha,Medon,Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,18,18,False,27.0,23.0,4.0,2.0,0.0,15.0,17.0,9.0,11.0,,4.0,,,54.0,34.0,6.5,5.0,0.131936,0,,1.0,,4.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,
11406742,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,M,13,13,False,12.0,9.0,2.0,2.0,0.0,4.0,5.0,5.0,7.0,1.0,1.0,,,54.0,25.0,6.4,8.0,0.00571375,2,,,1.0,5.0,4.0,1.0,,2.0,2.0,0.1837,,2.0,2.0,,1.0,,,2.0,,,,,,Odogwu,1.0,,,,,,,
11406742,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,24.0,13.0,,,0.0,2.0,6.0,11.0,19.0,,2.0,,,90.0,41.0,7.0,17.0,0.135594,2,,1.0,2.0,4.0,10.0,5.0,2.0,1.0,2.0,0.3831,,1.0,,,2.0,,1.0,4.0,2.0,,,,,,,1.0,1.0,1.0,,,,
11406742,home,Lecce,Roberto Piccoli,,,roberto-piccoli,R. Piccoli,F,91,190,1557,M,958982,EUR,980553600,F,91,91,False,9.0,7.0,,,0.0,3.0,3.0,4.0,6.0,,2.0,,,90.0,24.0,6.9,8.0,0.121596,6,,,,6.0,1.0,3.0,,3.0,3.0,0.6743,,3.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,3.0,1.0,0.8947,
11406742,home,Lecce,Lorenzo Venuti,,,lorenzo-venuti,L. Venuti,D,18,176,101,M,357756,EUR,797644800,D,12,12,True,40.0,32.0,5.0,1.0,0.0,18.0,19.0,15.0,24.0,2.0,3.0,,,61.0,52.0,6.4,10.0,0.0426283,0,,3.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,
