match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_totalCross,player_firstName,player_lastName,stat_aerialLost,stat_bigChanceMissed,stat_hitWoodwork,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_totalContest,stat_goalAssist,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_penaltyFaced,stat_totalOffside,stat_penaltyConceded,stat_errorLeadToAShot
11369791,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,True,39.0,26.0,25.0,13.0,17.0,20.0,9.0,19.0,1.0,2.0,2.0,13.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,48.0,7.6,13.0,0.0,0.0,0.030799,1.0,0,0.4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369791,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175,9946,M,895327,EUR,878860800,D,5,5,False,,40.0,33.0,4.0,2.0,25.0,26.0,8.0,14.0,1.0,3.0,2.0,1.0,,,,,,,,90.0,60.0,6.9,12.0,0.0652,0.0,0.00269056,,1,,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
11369791,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,311,M,303634,EUR,686793600,D,16,16,False,,47.0,41.0,8.0,4.0,28.0,30.0,13.0,17.0,2.0,5.0,7.0,4.0,,,,,,,,90.0,58.0,7.3,6.0,0.0171,0.0,0.0339801,1.0,1,,1.0,,,,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369791,home,Royale Union Saint-Gilloise,Koki Machida,koki-machida,K. Machida,D,28,190,1344,M,790977,EUR,872467200,D,28,28,False,,44.0,36.0,5.0,2.0,21.0,23.0,15.0,22.0,2.0,2.0,7.0,7.0,,,,,,,,90.0,65.0,7.2,12.0,0.0522,0.0,0.00824987,,1,,4.0,2.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369791,home,Royale Union Saint-Gilloise,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,M,2,2,False,,33.0,25.0,4.0,4.0,11.0,13.0,14.0,20.0,1.0,4.0,2.0,6.0,2.0,,,,,,,90.0,47.0,7.1,9.0,0.1661,0.0,0.34364,2.0,1,,6.0,4.0,,,,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,
11369791,home,Royale Union Saint-Gilloise,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,24,24,False,,19.0,18.0,1.0,,7.0,7.0,12.0,14.0,,5.0,2.0,3.0,3.0,,,,,,,66.0,32.0,7.2,2.0,0.0,0.0,0.184686,1.0,0,,3.0,,,,,2.0,1.0,,3.0,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
11369791,home,Royale Union Saint-Gilloise,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,20,20,False,,44.0,34.0,2.0,2.0,18.0,23.0,17.0,23.0,,1.0,2.0,4.0,1.0,,,,,,,90.0,58.0,7.0,13.0,0.0866,0.0,0.0509217,,2,,3.0,1.0,1.0,,,,,,,2.0,2.0,,,,,,3.0,1.0,,1.0,,,,,,,,,
11369791,home,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181,702,M,902987,EUR,827884800,M,10,10,False,,40.0,34.0,1.0,,14.0,15.0,20.0,25.0,,9.0,,9.0,3.0,,,,,,,90.0,70.0,7.5,18.0,0.0983,0.1852,0.115136,2.0,1,,8.0,1.0,2.0,,,3.0,3.0,4.0,,,,,,,,,1.0,,1.0,8.0,1.0,3.0,1.0,,,,,,
11369791,home,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180,239,M,834244,EUR,880416000,F,4,4,False,,24.0,19.0,1.0,1.0,5.0,6.0,17.0,22.0,,5.0,,4.0,3.0,,,,,,,89.0,36.0,7.6,7.0,0.0,0.0,0.28729,3.0,0,,4.0,,,,1.0,1.0,1.0,1.0,4.0,,4.0,,,,,,,3.0,,1.0,,1.0,,,,,,,
11369791,home,Royale Union Saint-Gilloise,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178,1148,M,916176,EUR,903398400,F,23,23,False,,18.0,13.0,1.0,,9.0,10.0,4.0,9.0,,4.0,,6.0,2.0,,,,,,,90.0,39.0,7.1,12.0,0.7993,0.9841,0.00247611,,2,,9.0,,1.0,,,2.0,2.0,3.0,4.0,1.0,1.0,,,3.0,,,,,,2.0,,,1.0,1.0,,,,,
