match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wasFouled,player_sofascoreId,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_hitWoodwork,stat_bigChanceCreated,stat_ownGoals
12450934,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,23,23,False,22.0,20.0,4.0,2.0,0.0,19.0,19.0,1.0,3.0,1.0,1.0,1.0,10.0,1.0,2.0,6.0,90.0,40.0,8.2,4.0,0.00439319,0,0.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450934,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,D,98,98,False,55.0,46.0,7.0,4.0,0.0,25.0,29.0,21.0,28.0,1.0,3.0,2.0,7.0,,,,65.0,76.0,6.8,16.0,0.0331074,1,,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0747,,,,,,,,,,,,,,,,,,,
12450934,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,False,53.0,50.0,1.0,,0.0,32.0,32.0,19.0,22.0,1.0,4.0,5.0,7.0,,,,90.0,73.0,7.3,7.0,0.0278675,1,,1.0,,5.0,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,0.1242,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12450934,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,55,55,False,65.0,63.0,3.0,3.0,0.0,42.0,43.0,21.0,22.0,1.0,3.0,7.0,5.0,,,,90.0,77.0,7.6,2.0,0.00879623,0,,,1.0,2.0,,1.0,1.0,,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,
12450934,home,Olympique Lyonnais,Abner Vinícius,,,abner-vinicius,Abner Vinícius,D,16,181,3931,M,973838,EUR,959385600,D,16,16,False,38.0,34.0,1.0,1.0,0.0,14.0,14.0,20.0,26.0,,3.0,7.0,7.0,,,,90.0,61.0,7.4,8.0,0.0231067,0,,2.0,,3.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
12450934,home,Olympique Lyonnais,Jordan Veretout,,,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,7,7,False,36.0,23.0,2.0,,0.0,14.0,16.0,9.0,20.0,1.0,2.0,1.0,1.0,,,,76.0,45.0,6.4,15.0,0.0105872,0,,,1.0,5.0,,,,,,1.0,,,1.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,,
12450934,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,31,31,False,56.0,48.0,4.0,2.0,0.0,21.0,22.0,28.0,35.0,1.0,3.0,1.0,6.0,,,,75.0,61.0,6.9,8.0,0.0513293,0,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,Mati,,,,,,,,,,,
12450934,home,Olympique Lyonnais,Saïd Benrahma,,,said-benrahma,S. Benrahma,F,10,172,11234,M,354808,EUR,808012800,M,17,17,False,34.0,27.0,1.0,,0.0,6.0,7.0,22.0,31.0,,,,2.0,,,,65.0,47.0,6.6,15.0,0.0934862,2,,4.0,,5.0,2.0,2.0,,2.0,,,,,2.0,0.0815,1.0,1.0,,,1.0,,,said_benrahma11,,,,,,,,,,,
12450934,home,Olympique Lyonnais,Ernest Nuamah,Ernest Nuamah,,ernest-nuamah,E. Nuamah,F,37,178,6900,M,1202024,EUR,1067644800,F,37,37,False,23.0,19.0,1.0,1.0,0.0,12.0,13.0,7.0,12.0,2.0,6.0,,2.0,,,,65.0,40.0,6.9,10.0,0.073722,2,,2.0,2.0,7.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,,1.0,0.0722,,,,1.0,,,2.0,nana_nuamah10,,,,,,,,,,,
12450934,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,26.0,16.0,,,0.0,2.0,3.0,15.0,25.0,4.0,10.0,2.0,1.0,,,,90.0,42.0,7.5,15.0,0.169273,2,,2.0,1.0,3.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,0.3185,1.0,2.0,,,5.0,,4.0,lacazettealex,True,1.0,1.0,0.5014,,,,,,,
