match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_aerialLost,stat_wasFouled,stat_fouls,stat_accurateCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
10583800,home,Al-Nassr,Vincent Aboubakar,,,vincent-aboubakar,V. Aboubakar,F,45,184.0,11201,M,aboubakarvincent,116869,EUR,696038400,F,9,9,False,18.0,14.0,1.0,1.0,5.0,6.0,9.0,13.0,5.0,2.0,,,,90.0,35.0,6.9,17.0,2,1.0,3.0,7.0,,3.0,,,,,,,,,,,6.0,2.0,4.0,,,1.0,,1.0,1.0,,,
10583800,home,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164.0,2201,M,,1014447,EUR,859766400,F,29,29,True,12.0,11.0,1.0,1.0,5.0,5.0,6.0,7.0,1.0,,,,,29.0,14.0,6.6,2.0,0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
10583800,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,,867179,EUR,840153600,M,17,17,True,11.0,9.0,1.0,,7.0,7.0,2.0,4.0,2.0,2.0,,,,28.0,17.0,6.6,3.0,1,,,1.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,
10583800,home,Al-Nassr,Abdulmajeed Al-Sulaiheem,,,abdulmajeed-al-sulaiheem,A. Al-Sulaiheem,M,8,165.0,600,M,,538320,EUR,768960000,M,8,8,True,1.0,,,,,,,1.0,,,,,,12.0,2.0,6.3,2.0,0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
10583800,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,,328829,EUR,694483200,D,4,4,True,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583800,home,Al-Nassr,Waleed Abdullah,,,waleed-abdullah,W. Abdullah,G,33,196.0,188,M,,118139,EUR,514252800,G,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583800,home,Al-Nassr,Mansour Al Shammari,,,mansour-al-shammari,M. A. Shammari,D,12,173.0,169,M,,1019342,EUR,966816000,D,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583800,home,Al-Nassr,Majed Mohammed,Majed Mohammed,,majed-mohammed,M. Mohammed,D,50,169.0,71,M,,1385284,EUR,1007337600,D,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583800,home,Al-Nassr,Abdulfattah Asiri,,,abdulfattah-asiri,A. Asiri,M,,167.0,63,M,,374524,EUR,762220800,M,45,45,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583800,home,Al-Nassr,Mohammed Khalil Marran,,,mohammed-khalil-marran,M. K. Marran,F,16,180.0,1521,M,,1115775,EUR,982195200,F,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583800,away,Al Wehda,Munir El Kajoui,,,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,Munir,141967,EUR,610761600,G,1,1,False,19.0,13.0,11.0,5.0,9.0,11.0,4.0,8.0,1.0,7.0,,,1.0,90.0,25.0,6.7,6.0,0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,
10583800,away,Al Wehda,Hamad Al-Jayzani,,,hamad-al-jayzani,H. Al-Jayzani,D,28,176.0,11,M,,802975,EUR,731203200,D,28,28,False,19.0,14.0,1.0,1.0,4.0,5.0,10.0,16.0,1.0,2.0,,,,76.0,35.0,6.6,9.0,0,2.0,,1.0,1.0,,,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,
10583800,away,Al Wehda,Alberto Botía,Alberto,Botía,alberto-botia,A. Botía,D,4,189.0,71,M,,31877,EUR,601776000,D,14,14,False,33.0,28.0,8.0,4.0,24.0,25.0,4.0,8.0,5.0,2.0,,,,90.0,45.0,7.1,5.0,0,,,4.0,1.0,,4.0,1.0,1.0,5.0,4.0,True,3.0,,,,,,,1.0,,,,,,,,
10583800,away,Al Wehda,Óscar Duarte,,,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,,156401,EUR,612835200,D,6,6,False,45.0,41.0,7.0,3.0,30.0,31.0,11.0,14.0,,2.0,,,,90.0,48.0,6.3,4.0,0,,,2.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,
10583800,away,Al Wehda,Abdullah Bukhari,,,abdullah-bukhari,A. Bukhari,D,3,177.0,10,M,,832637,EUR,774489600,D,3,3,False,22.0,18.0,1.0,,14.0,16.0,4.0,8.0,2.0,5.0,,,,90.0,49.0,6.9,11.0,0,2.0,1.0,6.0,,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,,2.0,,1.0,,1.0,,,,,,,,,
10583800,away,Al Wehda,Yahya Naji,,,yahya-naji,Y. Naji,F,80,170.0,27,M,,984587,EUR,920332800,M,80,80,False,12.0,9.0,,,2.0,2.0,7.0,10.0,2.0,2.0,,,,77.0,19.0,6.5,5.0,0,,,5.0,1.0,2.0,1.0,,,1.0,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,
10583800,away,Al Wehda,Anselmo,,,anselmo,Anselmo,M,87,182.0,171,M,,256671,EUR,603936000,M,87,87,False,30.0,25.0,3.0,,14.0,14.0,11.0,16.0,9.0,6.0,,,,87.0,51.0,7.0,9.0,2,,,8.0,2.0,2.0,,1.0,3.0,6.0,4.0,,1.0,2.0,1.0,,3.0,1.0,,1.0,,2.0,,,,,,
10583800,away,Al Wehda,Ala'a Al-Hejji,,,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,,826242,EUR,817948800,M,88,88,False,25.0,18.0,1.0,,11.0,13.0,7.0,12.0,3.0,6.0,,,,45.0,30.0,6.6,7.0,0,,1.0,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,
10583800,away,Al Wehda,Fayçal Fajr,,,faycal-fajr,F. Fajr,M,76,178.0,1037,M,,143786,EUR,586396800,M,76,76,False,46.0,38.0,9.0,5.0,23.0,23.0,16.0,25.0,4.0,7.0,,,,90.0,57.0,6.8,10.0,0,2.0,,4.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,,,,1.0,,,,,,,1.0,
10583800,away,Al Wehda,Gerson Rodrigues,,,gerson-rodrigues,G. Rodrigues,F,9,188.0,560,M,,842565,EUR,803606400,M,10,10,False,14.0,10.0,1.0,1.0,6.0,7.0,4.0,9.0,,2.0,,,,89.0,27.0,6.0,12.0,3,2.0,,9.0,2.0,1.0,,,,,,,2.0,,2.0,,2.0,,3.0,,1.0,,,2.0,,,,
10583800,away,Al Wehda,Jean-David Beauguel,,,jean-david-beauguel,J. Beauguel,F,9,192.0,94,M,,174895,EUR,701136000,F,9,9,False,36.0,26.0,,,6.0,7.0,20.0,29.0,7.0,1.0,,,,90.0,51.0,6.9,16.0,1,,3.0,4.0,,2.0,2.0,,,2.0,1.0,,2.0,1.0,,,1.0,1.0,4.0,1.0,1.0,,,,,,,1.0
10583800,away,Al Wehda,Waleed Bakshween,,,waleed-bakshween,W. Bakshween,M,,176.0,23,M,,911303,EUR,626832000,M,4,4,True,23.0,21.0,2.0,1.0,9.0,9.0,12.0,14.0,2.0,3.0,,,,45.0,28.0,6.6,3.0,1,,1.0,2.0,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,
10583800,away,Al Wehda,Noor Al-Rashidi,Noor Al-Rashidi,,noor-al-rashidi,N. Al-Rashidi,D,4,179.0,18,M,,1065328,EUR,794966400,D,5,5,True,6.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,,,,,14.0,11.0,6.9,2.0,0,,,1.0,1.0,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,
10583800,away,Al Wehda,Hazzaa Al-Ghamdi,Hazzaa Ahmed Al-Ghamdi,,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,,1095802,EUR,979171200,M,90,90,True,3.0,3.0,,,,,3.0,3.0,1.0,,,,,13.0,8.0,6.5,3.0,0,,,2.0,,1.0,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,
10583800,away,Al Wehda,Sultan Al-Sawadi,,,sultan-al-sawadi,S. Al-Sawadi,M,49,168.0,8,M,,818777,EUR,724291200,M,49,49,True,1.0,,,,,,,1.0,,,,,,8.0,1.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583800,away,Al Wehda,Sultan Al Akouz,Sultan Al Akouz,,sultan-al-akouz,S. A. Akouz,F,29,,4,M,,1399139,EUR,1082764800,F,29,29,True,1.0,,,,,,,1.0,1.0,,,,,1.0,3.0,,2.0,0,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
10583800,away,Al Wehda,Basem Al-Baqi,,,basem-al-baqi,B. Al-Baqi,G,,188.0,2,M,,832639,EUR,626400000,G,66,66,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583800,away,Al Wehda,Abdullah Al-Hafith,,,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,,160901,EUR,725241600,D,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583800,away,Al Wehda,Hussain Ahmed Al Issa,,,hussain-ahmed-al-issa,H. A. A. Issa,M,20,173.0,18,M,,989764,EUR,978048000,M,7,7,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583800,away,Al Wehda,Mohammed Al-Qarni,,,mohammed-al-qarni,M. Al-Qarni,M,,174.0,4,M,,148870,EUR,627868800,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
