match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_wasFouled,stat_totalContest,stat_wonContest,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_outfielderBlock,player_sofascoreId,stat_goalAssist,stat_goals,stat_hitWoodwork
10835055,home,Heracles Almelo,Robin Jalving,robin-jalving,R. Jalving,G,193,14,M,856545,EUR,955411200,G,28,28,False,34.0,26.0,13.0,5.0,23.0,24.0,3.0,10.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,90.0,42.0,6.7,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835055,home,Heracles Almelo,Sylian Mokono,sylian-mokono,S. Mokono,D,178,31,M,945970,EUR,922060800,D,2,2,False,41.0,26.0,9.0,1.0,12.0,15.0,14.0,28.0,2.0,5.0,1.0,5.0,,,,90.0,63.0,6.7,23.0,1,,,2,2.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10835055,home,Heracles Almelo,Sava Arangel Čestić,sava-arangel-cestic,S. A. Čestić,D,192,85,M,1014566,EUR,982540800,D,6,6,False,45.0,39.0,10.0,8.0,30.0,33.0,9.0,12.0,1.0,2.0,1.0,4.0,,,,72.0,57.0,6.7,8.0,1,,,6,,1.0,2.0,1.0,1.0,1.0,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10835055,home,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,190,87,M,833246,EUR,897523200,D,21,21,False,69.0,55.0,13.0,7.0,42.0,46.0,13.0,23.0,1.0,3.0,4.0,11.0,,,,90.0,81.0,6.5,15.0,1,,,4,,4.0,6.0,,,1.0,1.0,1.0,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10835055,home,Heracles Almelo,Mateo Leš,mateo-les,M. Leš,D,182,119,M,965816,EUR,953942400,D,22,22,False,54.0,45.0,6.0,1.0,34.0,37.0,11.0,19.0,2.0,6.0,,8.0,,,,90.0,72.0,6.6,16.0,0,,,5,2.0,1.0,5.0,1.0,,3.0,2.0,1.0,,2.0,,2.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,
10835055,home,Heracles Almelo,Lucas Schoofs,lucas-schoofs,L. Schoofs,M,186,64,M,794564,EUR,852249600,M,15,15,False,32.0,25.0,3.0,3.0,16.0,17.0,9.0,16.0,,9.0,1.0,10.0,,,,90.0,56.0,7.2,11.0,0,,,15,1.0,1.0,6.0,2.0,,6.0,3.0,1.0,,2.0,,1.0,,2.0,,1.0,2.0,2.0,,,,,,,,,,,,,,
10835055,home,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,177,36,M,146401,EUR,694742400,M,17,17,False,26.0,19.0,6.0,3.0,14.0,17.0,8.0,16.0,,6.0,2.0,6.0,,,,77.0,51.0,7.2,14.0,2,,,10,7.0,,3.0,,,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,2.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,
10835055,home,Heracles Almelo,Elias Sierra,elias-sierra,E. Sierra,M,169,58,M,909963,EUR,998697600,M,8,8,False,17.0,12.0,2.0,1.0,6.0,10.0,7.0,10.0,1.0,5.0,1.0,6.0,,,,90.0,37.0,6.9,12.0,2,,,,3.0,2.0,8.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,,1.0,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
10835055,home,Heracles Almelo,Anas Ouahim,anas-ouahim,A. Ouahim,M,175,198,M,845102,EUR,874972800,M,10,10,False,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,,,,45.0,11.0,6.4,6.0,0,,,10,,1.0,4.0,,,1.0,1.0,,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,
10835055,home,Heracles Almelo,Emil Hansson,emil-hansson,E. Hansson,M,172,242,M,794362,EUR,897868800,M,29,29,False,15.0,11.0,1.0,1.0,6.0,7.0,5.0,11.0,,,,2.0,,,,45.0,20.0,6.2,9.0,0,,,7,3.0,,5.0,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
