match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11407437,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,21.0,16.0,8.0,3.0,16.0,19.0,2.0,12.0,1.0,1.0,3.0,90.0,36.0,7.0,5.0,0.0001139,0,0.1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407437,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4038,M,,611210,EUR,829699200,D,23,23,False,48.0,37.0,4.0,1.0,26.0,30.0,19.0,,,,,78.0,56.0,6.4,13.0,0.00348912,1,,23,True,11.0,1.0,4.0,5.0,5.0,2.0,1.0,2.0,1.0,3.0,0.1084,,,,,,,,,,,,,,,,,,,,,,,,,,
11407437,home,Roma,Diego Llorente,diego-llorente,D. Llorente,D,185,1146,M,,305278,EUR,745459200,D,14,14,False,67.0,63.0,5.0,5.0,44.0,46.0,21.0,3.0,,,,90.0,75.0,7.1,5.0,0.0163835,0,,3,,19.0,,2.0,2.0,4.0,1.0,,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11407437,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,190,9220,M,evanndicka,848287,EUR,935107200,D,5,5,False,69.0,62.0,3.0,2.0,41.0,46.0,24.0,5.0,,,,90.0,81.0,7.3,9.0,0.00712601,0,,5,,21.0,1.0,2.0,2.0,4.0,1.0,,2.0,,1.0,,,2.0,2.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
11407437,home,Roma,Rick Karsdorp,rick-karsdorp,R. Karsdorp,D,182,705,M,,363792,EUR,792460800,M,2,2,False,32.0,22.0,3.0,1.0,6.0,10.0,28.0,4.0,,,,78.0,54.0,7.4,16.0,0.0361216,0,,,,16.0,6.0,1.0,1.0,6.0,1.0,,,,,,,1.0,4.0,4.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11407437,home,Roma,Edoardo Bove,edoardo-bove,E. Bove,M,181,2073,M,,986352,EUR,1021507200,M,52,52,False,31.0,24.0,2.0,,9.0,11.0,21.0,3.0,,,,70.0,42.0,6.5,11.0,0.0213883,1,,15,,15.0,1.0,2.0,10.0,6.0,1.0,,,1.0,5.0,0.0626,1.0,,2.0,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,
11407437,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186,2731,M,,186855,EUR,794188800,M,4,4,False,65.0,55.0,4.0,3.0,21.0,24.0,41.0,7.0,,,,90.0,85.0,7.6,12.0,0.106657,1,,4,,34.0,,3.0,5.0,8.0,2.0,,4.0,,3.0,0.0273,,1.0,5.0,2.0,2.0,,,3.0,,,2.0,,1.0,,,,,,,,,,,,,
11407437,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,178,5712,M,stewel92,45925,EUR,720144000,M,92,92,False,47.0,37.0,2.0,,19.0,22.0,27.0,6.0,,,,78.0,66.0,6.7,15.0,0.107739,2,,22,,18.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,,2.0,0.1482,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11407437,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,177,117714,M,LaJoya,256219,EUR,753321600,F,21,21,False,44.0,28.0,,,4.0,4.0,45.0,4.0,,,,90.0,76.0,7.6,30.0,0.190043,4,,21,,25.0,5.0,,7.0,8.0,1.0,2.0,,2.0,1.0,0.3207,2.0,,1.0,1.0,7.0,,,,5.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
11407437,home,Roma,Houssem Aouar,aouar-houssem,H. Aouar,M,175,14575,M,houssem_aouar,846081,EUR,899164800,F,22,22,False,26.0,22.0,,,8.0,9.0,19.0,8.0,,,,73.0,43.0,7.0,10.0,0.116256,1,,10,,15.0,2.0,1.0,7.0,7.0,2.0,,,1.0,,0.0254,1.0,,3.0,1.0,1.0,,,,5.0,2.0,1.0,1.0,,,,1.0,,1.0,0.3777,,,,,,,
