match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_position,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_keyPass,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,captain,stat_wasFouled,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_outfielderBlock,stat_bigChanceCreated
12134229,home,Asheville City SC,Tyler Turner,Tyler Turner,tyler-turner,T. Turner,30,185.0,0,M,1824260,EUR,1004227200.0,G,30,30,False,21.0,10.0,16.0,5.0,9.0,9.0,1.0,12.0,1.0,8.0,2.0,2.0,1.0,90.0,30.0,6.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134229,home,Asheville City SC,Salia Carr,Salia Carr,salia-carr,S. Carr,2,,1,M,1824190,EUR,1017273600.0,D,2,2,False,28.0,23.0,4.0,2.0,13.0,14.0,10.0,17.0,6.0,5.0,,,,90.0,60.0,6.7,15.0,0,D,3.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,
12134229,home,Asheville City SC,Moussa Gueye,Moussa Gueye,moussa-gueye,M. Gueye,4,,1,M,1824268,EUR,914803200.0,D,4,4,False,10.0,6.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,1.0,,,,52.0,18.0,6.3,4.0,2,,,,,2.0,,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12134229,home,Asheville City SC,Gregory Anderson,Gregory Anderson,gregory-anderson,G. Anderson,5,,0,M,1824228,EUR,994291200.0,D,5,5,False,22.0,18.0,1.0,,11.0,14.0,7.0,8.0,7.0,3.0,,,,90.0,35.0,6.7,5.0,1,F,,,2.0,5.0,1.0,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,
12134229,home,Asheville City SC,Alexandre Horveno,Alexandre Horveno,alexandre-horveno,A. Horveno,,173.0,1,M,1193320,EUR,788140800.0,D,23,23,False,29.0,19.0,8.0,2.0,10.0,10.0,11.0,28.0,,8.0,,,,90.0,63.0,6.9,23.0,2,F,9.0,,4.0,6.0,1.0,1.0,2.0,1.0,,5.0,4.0,2.0,,,1.0,1.0,2.0,,2.0,1.0,,,,,,,,,,
12134229,home,Asheville City SC,Clay Obara,Clay Obara,clay-obara,C. Obara,10,180.0,1,M,1825747,EUR,980985600.0,M,8,8,False,22.0,19.0,,,8.0,9.0,13.0,16.0,1.0,2.0,,,,90.0,39.0,7.1,8.0,2,M,3.0,,7.0,6.0,,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,4.0,3.0,,2.0,1.0,True,3.0,,,,,,,,
12134229,home,Asheville City SC,Rodrigo Robles,Rodrigo Robles,rodrigo-robles,R. Robles,9,,1,M,1825748,EUR,952646400.0,M,9,9,False,20.0,16.0,1.0,1.0,3.0,3.0,13.0,18.0,,5.0,,,,90.0,33.0,6.8,10.0,1,M,1.0,2.0,5.0,5.0,,2.0,2.0,1.0,,1.0,,2.0,,,,,,,,1.0,,3.0,,,,,,,,
12134229,home,Asheville City SC,Izaiah Vignali,Izaiah Vignali,izaiah-vignali,I. Vignali,8,180.0,0,M,1824234,EUR,938044800.0,M,14,14,False,21.0,15.0,3.0,1.0,6.0,8.0,9.0,13.0,,4.0,,,,81.0,29.0,6.7,8.0,0,M,,,1.0,4.0,,1.0,,,,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,
12134229,home,Asheville City SC,Fred Ferreira,Fred Ferreira,fred-ferreira,F. Ferreira,21,176.0,1,M,1479779,EUR,881107200.0,F,21,21,False,5.0,5.0,,,3.0,3.0,2.0,3.0,,3.0,,,,68.0,20.0,6.8,5.0,2,M,1.0,1.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,,,3.0,,1.0,,2.0,,,,1.0,,4.0,,,,,,,,
12134229,home,Asheville City SC,Mason Duval,Mason Duval,mason-duval,M. Duval,,177.0,4,M,1110254,EUR,998611200.0,F,11,11,False,9.0,6.0,2.0,,2.0,2.0,4.0,8.0,1.0,2.0,,,,45.0,14.0,6.6,5.0,1,F,1.0,1.0,2.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,
