match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,captain,stat_shotOffTarget,stat_wasFouled,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_penaltyConceded,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_goalAssist,stat_penaltyWon,stat_goals
10382184,home,SC Cambuur,João Virgínia,João,Virgínia,joao-virginia,J. Virgínia,G,12,191.0,817,M,930666,EUR,939513600,G,1,1,False,29.0,16.0,19.0,6.0,12.0,17.0,4.0,12.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,90.0,42.0,5.7,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382184,home,SC Cambuur,Doke Schmidt,Doke,Schmidt,doke-schmidt,D. Schmidt,D,15,177.0,10,M,163571,EUR,702604800,D,5,5,False,36.0,30.0,6.0,3.0,16.0,21.0,14.0,16.0,5.0,4.0,,,,,,58.0,48.0,6.5,8.0,0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10382184,home,SC Cambuur,Leon Bergsma,,,leon-bergsma,L. Bergsma,D,21,185.0,33,M,795134,EUR,854150400,D,4,4,False,70.0,58.0,6.0,5.0,41.0,44.0,17.0,26.0,4.0,8.0,,,,,,90.0,80.0,6.9,12.0,0,,5.0,7.0,1.0,3.0,2.0,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10382184,home,SC Cambuur,Floris Smand,Floris Smand,,floris-smand,F. Smand,D,3,185.0,51,M,1394011,EUR,1043020800,D,33,33,False,61.0,54.0,4.0,,43.0,45.0,11.0,16.0,4.0,5.0,,,,,,90.0,66.0,6.1,7.0,0,,6.0,1.0,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10382184,home,SC Cambuur,Alex Bangura,,,alex-bangura,A. Bangura,D,24,183.0,149,M,967178,EUR,931824000,D,16,16,False,44.0,37.0,6.0,4.0,16.0,19.0,21.0,28.0,,12.0,,,,,,90.0,58.0,6.6,10.0,2,3.0,,4.0,,2.0,1.0,,,,,True,2.0,2.0,,,,,,,,,,,,,,,,,,,
10382184,home,SC Cambuur,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,4,181.0,102,M,893748,EUR,887760000,M,6,6,False,43.0,36.0,11.0,6.0,13.0,15.0,23.0,28.0,1.0,6.0,,,,,,75.0,51.0,6.5,7.0,2,,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10382184,home,SC Cambuur,Jamie Jacobs,,,jamie-jacobs,J. Jacobs,M,23,182.0,92,M,893744,EUR,881107200,M,8,8,False,15.0,11.0,,,4.0,4.0,7.0,11.0,1.0,2.0,,,,,,45.0,20.0,6.2,5.0,2,,5.0,1.0,,,,1.0,,2.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
10382184,home,SC Cambuur,Silvester van der Water,Silvester,van der Water,silvester-van-der-water,S. v. d. Water,M,,184.0,93,M,807145,EUR,844041600,M,11,11,False,24.0,14.0,1.0,1.0,5.0,7.0,10.0,23.0,,2.0,,,,,,74.0,39.0,6.5,18.0,3,6.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,
10382184,home,SC Cambuur,Daniel van Kaam,,,daniel-van-kaam,D. v. Kaam,M,8,175.0,86,M,876257,EUR,961718400,M,21,21,False,31.0,26.0,,,10.0,11.0,17.0,24.0,,1.0,,,,,,90.0,47.0,6.3,13.0,3,4.0,7.0,1.0,,1.0,,,1.0,2.0,,,,,1.0,,,1.0,1.0,,2.0,1.0,,1.0,4.0,1.0,,,,,,,
10382184,home,SC Cambuur,Michael Breij,,,michael-breij,M. Breij,M,14,181.0,83,M,915171,EUR,853286400,M,14,14,False,27.0,25.0,2.0,1.0,8.0,8.0,18.0,28.0,,10.0,,,,,,90.0,48.0,5.8,17.0,0,9.0,12.0,1.0,,,,3.0,,3.0,,,,1.0,1.0,5.0,,,,,,1.0,,2.0,,,,,,,,,
