match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalCross,stat_interceptionWon,stat_wonTackle,stat_dispossessed,stat_ownGoals,stat_accurateCross,stat_challengeLost,stat_penaltyConceded,stat_keyPass,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_crossNotClaimed,stat_goalAssist,stat_errorLeadToAShot,stat_penaltyMiss,stat_goals
10438100,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,12,12,False,36.0,24.0,25.0,13.0,17.0,21.0,7.0,15.0,10.0,6.0,1.0,1.0,6.0,90.0,49.0,8.4,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438100,home,Santa Clara,Ygor Nogueira,,,ygor-nogueira,Y. Nogueira,D,40,187,112,M,757980,EUR,796262400,D,2,2,False,44.0,34.0,8.0,2.0,26.0,30.0,8.0,14.0,6.0,,,,,90.0,59.0,7.0,11.0,1,True,1.0,3.0,2.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10438100,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,D,20,20,False,51.0,48.0,5.0,4.0,33.0,34.0,15.0,18.0,9.0,,,,,90.0,65.0,7.0,4.0,0,,,,,5.0,,,,,3.0,1.0,2.0,,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,
10438100,home,Santa Clara,Ítalo,,,italo,Ítalo,D,16,191,58,M,1110161,EUR,1013990400,D,44,44,False,32.0,25.0,6.0,1.0,19.0,22.0,6.0,10.0,4.0,,,,,90.0,44.0,6.5,8.0,0,,1.0,,2.0,4.0,1.0,1.0,,,3.0,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
10438100,home,Santa Clara,Diogo Calila,,,diogo-calila,D. Calila,M,2,173,593,M,892083,EUR,907977600,M,13,13,False,30.0,29.0,1.0,1.0,16.0,17.0,14.0,16.0,3.0,,,,,90.0,52.0,6.3,9.0,0,,1.0,,4.0,4.0,1.0,1.0,,,,,1.0,3.0,2.0,3.0,3.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,
10438100,home,Santa Clara,Kento Misao,,,kento-misao,K. Misao,M,6,180,90,M,358988,EUR,829612800,M,40,40,False,17.0,13.0,,,9.0,10.0,4.0,7.0,4.0,,,,,57.0,21.0,6.4,5.0,0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,
10438100,home,Santa Clara,Bruno Jordão,,,bruno-jordao,B. Jordão,M,6,180,275,M,845791,EUR,908150400,M,6,6,False,23.0,17.0,2.0,1.0,9.0,13.0,8.0,11.0,5.0,,,,,84.0,40.0,6.9,9.0,0,,,1.0,4.0,10.0,6.0,5.0,,,,,1.0,1.0,3.0,1.0,1.0,,1.0,,,,2.0,,1.0,,,,,,,,,
10438100,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,M,32,32,False,25.0,15.0,7.0,3.0,10.0,16.0,6.0,10.0,4.0,,,,,72.0,38.0,6.5,15.0,1,,3.0,,4.0,,,,,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,
10438100,home,Santa Clara,Allano,,,allano,Allano,M,29,182,485,M,796925,EUR,798681600,F,7,7,False,15.0,11.0,1.0,1.0,5.0,5.0,6.0,11.0,2.0,,,,,57.0,32.0,6.7,9.0,2,,,,3.0,5.0,1.0,,1.0,2.0,,1.0,,3.0,5.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,
10438100,home,Santa Clara,Walter González,,,walter-gonzalez,W. González,F,9,185,74,M,805142,EUR,801014400,F,24,24,False,23.0,16.0,1.0,1.0,5.0,6.0,11.0,17.0,2.0,,,,,90.0,28.0,6.4,10.0,0,,5.0,4.0,8.0,4.0,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,
10438100,home,Santa Clara,Rildo,,,rildo,Rildo,F,37,178,262,M,1047095,EUR,948412800,F,37,37,False,8.0,6.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,,,,,72.0,20.0,6.9,4.0,2,,,,2.0,6.0,2.0,2.0,,1.0,,,1.0,,3.0,1.0,,,,1.0,,,,,,,2.0,1.0,,,,,,
10438100,home,Santa Clara,Bruno Almeida,,,bruno-almeida,B. Almeida,M,10,172,75,M,941314,EUR,842227200,M,19,19,True,10.0,5.0,2.0,1.0,4.0,4.0,2.0,11.0,5.0,,,,,33.0,32.0,6.7,13.0,1,,,,4.0,3.0,2.0,,,,1.0,,2.0,1.0,1.0,1.0,5.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,
10438100,home,Santa Clara,Costinha,,,costinha,Costinha,F,10,170,38,M,805190,EUR,714700800,M,11,11,True,18.0,17.0,4.0,3.0,7.0,7.0,13.0,15.0,,,,,,33.0,28.0,6.9,5.0,0,,1.0,,2.0,2.0,,,,,,,1.0,3.0,1.0,1.0,4.0,,1.0,,,3.0,,,1.0,1.0,,,,,,,,
