match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wasFouled,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_hitWoodwork,stat_clearanceOffLine,player_sofascoreId
12441768,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192.0,151,M,146871,EUR,757296000,G,31,31,False,32.0,21.0,22.0,12.0,0.0,9.0,11.0,12.0,21.0,1.0,1.0,17.0,2.0,2.0,5.0,90.0,45.0,8.3,11.0,0.0239585,0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441768,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184.0,113,M,78730,EUR,631670400,D,12,12,False,35.0,29.0,4.0,2.0,0.0,14.0,15.0,15.0,21.0,,2.0,4.0,,,,89.0,52.0,6.9,10.0,0.0182719,0,,True,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12441768,home,Fortuna Sittard,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185.0,91,M,961686,EUR,1012608000,D,6,6,False,56.0,44.0,11.0,4.0,0.0,30.0,33.0,17.0,27.0,2.0,7.0,5.0,,,,90.0,79.0,7.9,14.0,0.122001,1,,,4.0,,,4.0,3.0,4.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,0.0098,2.0,,,,,,,,,,,,
12441768,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191.0,291,M,905458,EUR,973814400,D,14,14,False,49.0,40.0,7.0,3.0,0.0,31.0,31.0,9.0,18.0,7.0,8.0,7.0,,,,90.0,71.0,8.2,10.0,0.00470812,2,,,,2.0,5.0,10.0,1.0,1.0,1.0,,2.0,Rodrigo,Guth,,,,,3.0,0.1583,,1.0,2.0,0.5613,,,,,,,,,
12441768,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176.0,32,M,1048758,EUR,1006819200,D,8,8,False,26.0,21.0,5.0,5.0,0.0,10.0,10.0,12.0,21.0,,5.0,5.0,,,,90.0,53.0,7.3,14.0,0.0451377,1,,,5.0,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,2.0,2.0,1.0,,0.0104,1.0,2.0,,,1.0,2.0,,,,,,,
12441768,home,Fortuna Sittard,Édouard Michut,edouard-michut,É. Michut,M,20,178.0,697,M,1048011,EUR,1046736000,M,20,20,False,51.0,45.0,2.0,,0.0,26.0,27.0,20.0,26.0,2.0,12.0,6.0,,,,90.0,73.0,7.2,10.0,0.08356,1,,,2.0,,7.0,,2.0,3.0,2.0,,2.0,,,1.0,1.0,1.0,,,0.1053,,3.0,,,2.0,6.0,1.0,,,,,,
12441768,home,Fortuna Sittard,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190.0,104,M,954812,EUR,903052800,M,32,32,False,32.0,25.0,6.0,2.0,0.0,16.0,19.0,9.0,13.0,,4.0,3.0,,,,81.0,47.0,6.9,9.0,0.0262597,0,,,,2.0,2.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,
12441768,home,Fortuna Sittard,Luka Tunjić,luka-tunjic,L. Tunjić,M,77,183.0,250,M,1896133,EUR,1132358400,M,77,77,False,20.0,17.0,5.0,3.0,0.0,7.0,8.0,12.0,24.0,1.0,5.0,4.0,,,,90.0,48.0,6.5,21.0,0.0982575,3,,,12.0,1.0,9.0,,,2.0,1.0,2.0,2.0,Luka Tunjic,,2.0,3.0,,2.0,,0.1723,3.0,3.0,1.0,0.1552,,2.0,,1.0,,,,,
12441768,home,Fortuna Sittard,Ezequiel Bullaude,ezequiel-bullaude,E. Bullaude,M,10,184.0,548,M,960077,EUR,972518400,M,33,33,False,19.0,9.0,,,0.0,1.0,3.0,8.0,16.0,2.0,5.0,2.0,,,,76.0,26.0,6.9,12.0,0.252472,1,,,,1.0,3.0,,1.0,1.0,,1.0,1.0,,,,,,,,0.0211,2.0,1.0,,,,2.0,1.0,,,,,,
12441768,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180.0,133,M,366942,EUR,785980800,M,7,7,False,13.0,9.0,,,0.0,2.0,3.0,9.0,14.0,,3.0,,,,,76.0,33.0,6.4,14.0,0.0517164,1,,,4.0,1.0,7.0,,,1.0,,1.0,,,,2.0,5.0,,,,0.0309,1.0,1.0,,,,2.0,1.0,,,,,,
12441768,home,Fortuna Sittard,Bojan Radulović,bojan-radulovic,B. Radulović,F,25,192.0,225,M,958578,EUR,946425600,F,19,19,False,16.0,9.0,,,0.0,2.0,3.0,7.0,13.0,8.0,11.0,1.0,,,,89.0,30.0,7.0,9.0,0.00593887,1,,,,3.0,4.0,,,1.0,1.0,1.0,,,,,1.0,,1.0,,0.0427,,,,,,3.0,,,1.0,,,,
12441768,home,Fortuna Sittard,Josip Mitrović,josip-mitrovic,J. Mitrović,M,11,174.0,184,M,880751,EUR,960681600,F,28,28,True,4.0,4.0,,,0.0,,,4.0,5.0,,,1.0,,,,14.0,9.0,6.7,3.0,0.00856254,0,,,1.0,,,1.0,,,,1.0,,Josip,Mitrović,,,,,,,,,,,,,,,,,,,
12441768,home,Fortuna Sittard,Kaj Sierhuis,kaj-sierhuis,K. Sierhuis,F,9,180.0,498,M,855847,EUR,893635200,F,9,9,True,15.0,10.0,,,0.0,1.0,2.0,9.0,14.0,1.0,1.0,2.0,,,,14.0,18.0,6.8,6.0,0.0176397,1,,,1.0,,,,,,,,,,,,,,1.0,,0.0477,,,,,,,,,,,,,
12441768,home,Fortuna Sittard,Darijo Grujčić,darijo-grujcic,D. Grujčić,D,29,188.0,108,M,870118,EUR,927072000,D,5,5,True,11.0,7.0,5.0,2.0,0.0,4.0,4.0,3.0,7.0,,,2.0,,,,9.0,12.0,6.5,4.0,0.00275102,0,,,,,,1.0,,,,,,Darijo,Grujčić,,,,,,,,,,,,,,,,,,,
12441768,home,Fortuna Sittard,Tristan Schenkhuizen,tristan-schenkhuizen,T. Schenkhuizen,M,38,178.0,40,M,1386737,EUR,1089590400,M,38,38,True,1.0,,,,0.0,,,,1.0,,,,,,,1.0,3.0,,1.0,,0,,,,,,,,,,,,Tristan,Schenkhuizen,,,,,,,,,,,,,,,,,,,
12441768,home,Fortuna Sittard,Owen Johnson,owen-johnson,O. Johnson,F,45,184.0,22,M,2025659,EUR,1123027200,F,36,36,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,1.0,1.0,,,0.00433174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441768,home,Fortuna Sittard,Niels Martens,niels-martens,N. Martens,G,25,201.0,18,M,1513291,EUR,1083888000,G,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Niels Martens,,,,,,,,,,,,,,,,,,,,
12441768,home,Fortuna Sittard,Alhaji Bah,alhaji-bah,A. Bah,M,,,9,,2147885,EUR,1202515200,D,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Alhaji Bah,,,,,,,,,,,,,,,,,,,,
12441768,away,FC Utrecht,Michael Brouwer,michael-brouwer,M. Brouwer,G,25,187.0,75,M,252027,EUR,727574400,G,25,25,False,26.0,15.0,18.0,7.0,0.0,13.0,15.0,2.0,11.0,,,13.0,,2.0,2.0,90.0,38.0,7.2,11.0,0.00089609,0,0.7165,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12441768,away,FC Utrecht,Niklas Vesterlund,niklas-vesterlund,N. B. V. Nielsen,D,23,185.0,77,M,837010,EUR,928627200,D,23,23,False,24.0,21.0,3.0,1.0,0.0,9.0,10.0,12.0,14.0,,,1.0,,,,45.0,31.0,6.8,4.0,0.00760408,0,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
