match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
11067574,home,América Mineiro,Jory,,,jory,Jory,G,1,190,55,M,839762,EUR,826675200,G,12,12,False,21.0,17.0,7.0,3.0,16.0,17.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,90.0,36.0,6.6,4.0,0.00024151,0,-0.0852,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067574,home,América Mineiro,Daniel Borges,,,daniel-borges,D. Borges,D,20,174,183,M,794874,EUR,732844800,D,20,20,False,37.0,32.0,4.0,1.0,22.0,25.0,11.0,17.0,1.0,6.0,3.0,3.0,,,,,,,,,90.0,64.0,6.5,14.0,0.0184149,0,,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,
11067574,home,América Mineiro,Éder,,,eder-ferreira,Éder,D,33,184,208,M,842072,EUR,797126400,D,33,33,False,46.0,39.0,11.0,5.0,34.0,34.0,5.0,12.0,,1.0,5.0,5.0,,,,,,,,,90.0,58.0,6.8,7.0,0.0044138,0,,,,1.0,1.0,,,,,,1.0,,,,,3.0,,,,,,,,,,,,
11067574,home,América Mineiro,Júlio César,Júlio César,,julio-cesar,Júlio César,D,18,186,62,M,1185832,EUR,1064793600,D,18,18,False,33.0,28.0,3.0,1.0,22.0,25.0,6.0,8.0,1.0,3.0,7.0,6.0,,,,,,,,,90.0,49.0,6.8,6.0,0.0136344,1,,,,1.0,3.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,,3.0,1.0,0.0105,,,,,,,,,,
11067574,home,América Mineiro,Marlon Lopes,,,marlon-lopes,Marlon,D,6,177,100,M,870933,EUR,761097600,D,6,6,False,40.0,33.0,4.0,4.0,22.0,23.0,12.0,24.0,,8.0,1.0,8.0,5.0,,,,,,,,90.0,70.0,6.7,15.0,0.0334999,0,,7.0,1.0,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11067574,home,América Mineiro,Lucas Kal,,,lucas-kal,Lucas Kal,M,21,186,179,M,840118,EUR,826934400,M,21,21,False,43.0,39.0,5.0,3.0,25.0,26.0,14.0,17.0,,3.0,2.0,4.0,1.0,,,,,,,,90.0,51.0,6.6,5.0,0.0165219,1,,,,1.0,4.0,1.0,1.0,,,,2.0,,,1.0,,1.0,1.0,0.0174,,,,,,,,,,
11067574,home,América Mineiro,Alê,,,ale,Alê,M,16,184,96,M,869564,EUR,644630400,M,16,16,False,39.0,33.0,2.0,1.0,15.0,16.0,18.0,23.0,,3.0,1.0,6.0,1.0,,,,,,,,61.0,47.0,6.9,7.0,0.0722249,0,,,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
11067574,home,América Mineiro,Everaldo,,,everaldo,Everaldo,M,,172,208,M,923951,EUR,770083200,M,37,37,False,30.0,23.0,1.0,1.0,9.0,10.0,15.0,21.0,,1.0,,5.0,1.0,,,,,,,,79.0,45.0,6.3,14.0,0.147708,3,,1.0,1.0,,7.0,2.0,2.0,1.0,,,,,4.0,2.0,3.0,,1.0,0.1173,2.0,,,,,,,,,
11067574,home,América Mineiro,Emmanuel Martínez,,,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,5,5,False,29.0,27.0,,,12.0,12.0,15.0,18.0,,1.0,,2.0,,,,,,,,,61.0,36.0,6.4,4.0,0.036286,1,,1.0,,,4.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,0.0371,,,,,,,,,,
11067574,home,América Mineiro,Felipe Azevedo,,,felipe-azevedo,Felipe Azevedo,M,11,175,88,M,166471,EUR,537235200,M,11,11,False,23.0,18.0,4.0,2.0,7.0,10.0,11.0,13.0,,3.0,1.0,6.0,2.0,,,,,,,,79.0,39.0,6.8,10.0,0.0209291,4,,,,1.0,3.0,,,3.0,1.0,1.0,,,2.0,,,,2.0,0.2606,1.0,True,1.0,1.0,0.1066,,,,,
11067574,home,América Mineiro,Gonzalo Mastriani,,,gonzalo-mastriani,G. Mastriani,F,39,180,1585,M,345847,EUR,735955200,F,17,17,False,11.0,9.0,,,6.0,7.0,3.0,4.0,2.0,3.0,,,,,,,,,,,74.0,16.0,6.6,3.0,0.0245744,1,,,,2.0,5.0,2.0,,1.0,1.0,,,,1.0,1.0,,,1.0,0.0628,,,,,,,,,,
11067574,home,América Mineiro,Martín Benítez,,,martin-benitez,M. Benítez,M,7,173,425,M,155715,EUR,771811200,M,10,10,True,13.0,9.0,1.0,,2.0,2.0,7.0,11.0,,2.0,,1.0,1.0,,,,,,,,29.0,22.0,6.1,9.0,0.0111899,0,,,,,4.0,,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11067574,home,América Mineiro,Rodriguinho,Rodriguinho,,rodriguinho,Rodriguinho,M,75,170,859,M,1174770,EUR,1054771200,M,75,75,True,8.0,7.0,1.0,,1.0,1.0,6.0,7.0,,,1.0,1.0,,,,,,,,,29.0,14.0,6.5,2.0,0.00216111,0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
11067574,home,América Mineiro,Renato Marques,Renato Marques,,marques-renato,Renato Marques,F,78,180,300,M,1194689,EUR,1070928000,F,78,78,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,,1.0,,,,,,,,,16.0,5.0,6.4,2.0,0.0488401,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
