match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,stat_totalClearance,player_sofascoreId,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_goals,stat_penaltyFaced,stat_punches,stat_penaltyConceded
10390109,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,13.0,11.0,4.0,3.0,11.0,12.0,1.0,3.0,1.0,2.0,90.0,17.0,6.3,2.0,0.0,0.0,5.894e-05,0,0.0062000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390109,home,Olympique Lyonnais,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184,714,M,996951,EUR,986774400,D,2,2,False,77.0,72.0,6.0,5.0,25.0,27.0,51.0,5.0,,,78.0,91.0,6.8,8.0,0.0,0.0,0.027675,0,,47.0,1.0,1.0,3.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10390109,home,Olympique Lyonnais,Dejan Lovren,,,dejan-lovren,D. Lovren,D,6,188,2842,M,39480,EUR,615600000,D,5,5,False,100.0,93.0,18.0,14.0,43.0,46.0,56.0,10.0,,,90.0,111.0,6.9,9.0,0.1213,0.0,0.0271997,2,,50.0,2.0,3.0,5.0,4.0,,2.0,,,,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10390109,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,77.0,72.0,3.0,2.0,24.0,24.0,53.0,7.0,,,90.0,86.0,6.8,6.0,0.0,0.0,0.0190561,0,,48.0,,1.0,1.0,5.0,,1.0,2.0,2.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10390109,home,Olympique Lyonnais,Malo Gusto,,,gusto-malo,M. Gusto,D,27,179,19313,M,996958,EUR,1053302400,M,27,27,False,61.0,48.0,9.0,5.0,13.0,17.0,54.0,7.0,,,79.0,98.0,8.0,25.0,0.0,0.0,0.281972,0,,37.0,10.0,,6.0,6.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,,malogst,2.0,1.0,5.0,3.0,2.0,2.0,1.0,3.0,,,,,,,,,
10390109,home,Olympique Lyonnais,Thiago Mendes,,,thiago-mendes,T. Mendes,M,23,176,1626,M,329303,EUR,700617600,M,23,23,False,91.0,82.0,6.0,3.0,17.0,17.0,75.0,4.0,,,90.0,108.0,7.5,12.0,0.1782,0.147,0.451707,4,,65.0,1.0,2.0,3.0,5.0,1.0,3.0,3.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,3.0,1.0,1.0,,,,,,,
10390109,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,88,88,False,85.0,73.0,8.0,6.0,15.0,16.0,73.0,11.0,,,78.0,103.0,7.6,16.0,0.086,0.0,0.225293,2,,59.0,4.0,1.0,4.0,8.0,,,3.0,3.0,1.0,3.0,,3.0,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,,
10390109,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,M,3,3,False,48.0,38.0,,,11.0,14.0,37.0,7.0,,,90.0,80.0,7.5,15.0,0.0471,0.1909,0.214856,2,,28.0,3.0,5.0,6.0,12.0,1.0,3.0,5.0,3.0,1.0,2.0,2.0,2.0,1.0,,tagliafico3,1.0,,1.0,,,,,1.0,,1.0,,,,,,,
10390109,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,F,18,18,False,41.0,32.0,1.0,1.0,7.0,7.0,49.0,1.0,,,90.0,80.0,7.7,27.0,0.5651,0.284,0.321189,6,,32.0,15.0,,6.0,3.0,3.0,,,,5.0,2.0,,,2.0,,rayan_cherki,7.0,1.0,3.0,1.0,,,,10.0,2.0,2.0,1.0,,,,,,
10390109,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,29.0,22.0,,,1.0,1.0,30.0,4.0,,,90.0,56.0,7.4,20.0,1.1939,1.3883,0.144389,4,,21.0,2.0,2.0,8.0,6.0,4.0,,2.0,,5.0,1.0,2.0,1.0,2.0,,lacazettealex,,,2.0,1.0,,,,2.0,,2.0,,True,1.0,1.0,,,
