match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,stat_onTargetScoringAttempt,captain,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_errorLeadToAShot
11369286,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,20.0,17.0,7.0,5.0,16.0,17.0,1.0,3.0,1.0,9.0,4.0,6.0,90.0,35.0,7.6,3.0,0.0,0.0,0.0005242,0,-0.5376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369286,home,Athletic Club,Óscar de Marcos,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,,52663,EUR,608515200,D,18,18,False,62.0,51.0,9.0,4.0,24.0,27.0,27.0,43.0,,9.0,,,90.0,90.0,6.1,27.0,0.0,0.0,0.017835,0,,,,8.0,8.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
11369286,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,50.0,41.0,6.0,1.0,24.0,26.0,17.0,24.0,4.0,13.0,,,90.0,61.0,6.4,11.0,0.0,0.0,0.0126427,0,,,,,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369286,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,36.0,34.0,6.0,5.0,28.0,29.0,6.0,7.0,3.0,6.0,,,90.0,44.0,6.8,2.0,0.223,0.0,0.00272793,2,,,,,2.0,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
11369286,home,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180,388,M,,801837,EUR,736473600,D,15,15,False,38.0,33.0,2.0,1.0,17.0,19.0,16.0,20.0,1.0,2.0,,,71.0,49.0,6.6,7.0,0.0,0.0,0.0105352,0,,,,1.0,1.0,3.0,1.0,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
11369286,home,Athletic Club,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,,96365,EUR,744595200,M,16,16,False,68.0,59.0,6.0,4.0,25.0,27.0,34.0,42.0,1.0,8.0,,,90.0,80.0,6.5,14.0,0.0,0.0,0.0573662,0,,,,1.0,9.0,5.0,3.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
11369286,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,False,41.0,37.0,8.0,6.0,15.0,17.0,22.0,25.0,,2.0,,,64.0,48.0,6.7,6.0,0.0142,0.0,0.0190435,1,,,,1.0,1.0,1.0,,,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
11369286,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,11,11,False,10.0,8.0,1.0,,5.0,6.0,4.0,6.0,,4.0,,,45.0,30.0,5.8,15.0,0.0,0.0,0.00404514,0,,,,2.0,7.0,2.0,,5.0,,,,6.0,,1.0,,,,,3.0,2.0,,,1.0,,,,,,,,,,,
11369286,home,Athletic Club,Unai Gómez,unai-gomez,U. Gómez,M,20,183,803,M,,1391375,EUR,1053820800,M,30,30,False,9.0,8.0,2.0,2.0,,,8.0,9.0,1.0,5.0,,,45.0,18.0,6.3,6.0,0.0521,0.0434,0.0151339,1,,,,,7.0,1.0,,2.0,,1.0,1.0,1.0,,1.0,2.0,,,,2.0,,,,,1.0,,,,,,,,,,
11369286,home,Athletic Club,Iker Muniain,iker-muniain,I. Muniain,M,19,169,1079,M,,71707,EUR,724723200,M,10,10,False,24.0,20.0,,,15.0,16.0,5.0,9.0,,5.0,,,45.0,39.0,6.2,10.0,0.0,0.0,0.00648172,0,,,,1.0,6.0,3.0,,2.0,,2.0,,1.0,,2.0,1.0,,,,3.0,1.0,,,,,True,,,,,,,,,
