match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_outfielderBlock,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_aerialLost,stat_dispossessed,stat_totalCross,stat_totalOffside,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_goals,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_punches,stat_lastManTackle,stat_errorLeadToAGoal
12764402,home,Bodø/Glimt,Nikita Haikin,,,haikin-nikita,N. Haikin,G,12,185,865,M,792624,EUR,805420800,G,12,12,False,42.0,23.0,30.0,11.0,0.0,15.0,18.0,8.0,24.0,1.0,2.0,14.0,1.0,2.0,4.0,7.0,90.0,58.0,8.0,20.0,0.00143371,0,0.5797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764402,home,Bodø/Glimt,Fredrik Sjøvold,Fredrik Sjøvold,,fredrik-sjovold,F. Sjøvold,D,20,174,446,M,1172777,EUR,1061078400,D,20,20,False,35.0,29.0,4.0,3.0,0.0,12.0,15.0,17.0,20.0,2.0,5.0,6.0,,,,,90.0,55.0,6.9,9.0,0.0144825,0,,3.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12764402,home,Bodø/Glimt,Villads Nielsen,,,nielsen-villads,V. Nielsen,D,2,192,327,M,1506781,EUR,1106956800,D,2,2,False,34.0,31.0,6.0,3.0,0.0,23.0,24.0,8.0,10.0,2.0,4.0,1.0,,,,,90.0,48.0,6.7,4.0,0.00606854,0,,,,1.0,1.0,6.0,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12764402,home,Bodø/Glimt,Odin Luras Bjørtuft,,,odin-luras-bjortuft,O. L. Bjørtuft,D,4,185,222,M,929978,EUR,914025600,D,4,4,False,50.0,49.0,3.0,2.0,0.0,37.0,37.0,12.0,13.0,2.0,3.0,1.0,,,,,90.0,62.0,6.8,1.0,0.00587551,0,,4.0,,,,7.0,1.0,1.0,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,
12764402,home,Bodø/Glimt,Fredrik André Bjørkan,,,fredrik-andre-bjorkan,F. A. Bjørkan,D,15,180,379,M,795154,EUR,903657600,D,15,15,False,29.0,24.0,2.0,,0.0,15.0,17.0,9.0,12.0,,5.0,6.0,2.0,,,,90.0,55.0,6.6,9.0,0.0179654,0,,4.0,,5.0,3.0,2.0,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
12764402,home,Bodø/Glimt,Håkon Evjen,,,hakon-evjen,H. Evjen,M,26,180,545,M,892943,EUR,950486400,M,26,26,False,27.0,22.0,3.0,2.0,0.0,7.0,8.0,15.0,20.0,,7.0,4.0,1.0,,,,83.0,41.0,7.3,8.0,0.0977248,0,,2.0,1.0,1.0,1.0,,,5.0,2.0,1.0,2.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12764402,home,Bodø/Glimt,Patrick Berg,,,patrick-berg,P. Berg,M,7,180,1641,M,355174,EUR,880329600,M,7,7,False,43.0,41.0,3.0,2.0,0.0,18.0,18.0,23.0,29.0,,3.0,8.0,,,,,90.0,67.0,7.5,12.0,0.358658,2,,4.0,,2.0,,4.0,4.0,3.0,,2.0,,,3.0,,,4.0,,1.0,1.0,1.0,1.0,0.2639,0.2472,,,,,,,,,
12764402,home,Bodø/Glimt,Ulrik Saltnes,,,ulrik-saltnes,U. Saltnes,M,14,187,475,M,151700,EUR,721353600,M,14,14,False,27.0,22.0,2.0,2.0,1.0,9.0,11.0,13.0,17.0,,6.0,6.0,2.0,,,,89.0,48.0,7.4,11.0,0.0644059,2,,9.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,,,3.0,2.0,1.0,,3.0,,,2.0,0.6536,1.1696,True,1.0,,,,,,,
12764402,home,Bodø/Glimt,Isak Dybvik Määttä,,,isak-dybvik-maatta,I. D. Määttä,F,25,188,289,M,980915,EUR,1000857600,F,25,25,False,9.0,8.0,,,0.0,1.0,1.0,7.0,9.0,,1.0,1.0,,,,,51.0,17.0,5.7,4.0,0.0149129,1,,4.0,1.0,2.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,2.0,,,,1.0,0.0598,0.4069,,,,,,,,,
12764402,home,Bodø/Glimt,Kasper Høgh,,,kasper-hogh,K. Høgh,F,9,186,4814,M,932108,EUR,976060800,F,9,9,False,19.0,13.0,,,1.0,5.0,7.0,8.0,12.0,7.0,9.0,1.0,,,,,79.0,27.0,8.4,7.0,0.116803,2,,3.0,,3.0,2.0,1.0,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,0.5651,0.3821,,,1.0,,,,,,
