match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_goals,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_saves,stat_accurateCross
10437939,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,30.0,17.0,22.0,9.0,12.0,14.0,5.0,16.0,1.0,7.0,1.0,90.0,33.0,6.9,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437939,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,46.0,42.0,3.0,2.0,29.0,32.0,13.0,14.0,6.0,8.0,2.0,64.0,52.0,7.0,5.0,0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10437939,home,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,51.0,42.0,7.0,2.0,35.0,38.0,7.0,13.0,4.0,4.0,1.0,90.0,62.0,7.4,9.0,1,1.0,2.0,1.0,,,1.0,1.0,1.0,,True,1.0,5.0,2.0,,,,,,,,,,,,,,,,
10437939,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,False,43.0,38.0,4.0,1.0,32.0,34.0,6.0,9.0,4.0,5.0,,45.0,45.0,6.9,5.0,0,1.0,3.0,2.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
10437939,home,Casa Pia,Lucas Soares,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,M,42,42,False,38.0,33.0,1.0,1.0,17.0,18.0,16.0,21.0,5.0,8.0,1.0,90.0,63.0,7.3,9.0,1,,,4.0,,,1.0,4.0,2.0,1.0,,,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,
10437939,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,33.0,27.0,4.0,3.0,10.0,13.0,17.0,22.0,5.0,7.0,2.0,80.0,52.0,7.1,13.0,0,,,6.0,1.0,,2.0,3.0,,3.0,,,,,1.0,2.0,1.0,2.0,,,1.0,1.0,,,,,,,,
10437939,home,Casa Pia,Afonso Taira,afonso-taira,A. Taira,M,6,177,41,M,153040,EUR,708739200,M,27,27,False,32.0,26.0,6.0,5.0,7.0,8.0,19.0,25.0,6.0,5.0,2.0,71.0,39.0,7.0,7.0,0,,1.0,3.0,1.0,1.0,,2.0,1.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,
10437939,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,52.0,40.0,2.0,1.0,27.0,31.0,13.0,21.0,2.0,7.0,1.0,90.0,74.0,6.6,15.0,0,1.0,,5.0,1.0,,3.0,1.0,,2.0,,,1.0,,,,2.0,,,,,,1.0,,,,,,,
10437939,home,Casa Pia,Takahiro Kunimoto,takahiro-kunimoto,T. Kunimoto,M,,172,110,M,794765,EUR,876268800,F,14,14,False,9.0,7.0,,,2.0,2.0,5.0,8.0,2.0,3.0,2.0,64.0,20.0,6.5,6.0,0,1.0,,3.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,2.0,,,2.0,,,,,,,
10437939,home,Casa Pia,Clayton,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,99,99,False,16.0,11.0,,,6.0,7.0,5.0,10.0,11.0,1.0,5.0,90.0,42.0,6.7,18.0,2,5.0,3.0,15.0,5.0,3.0,,,,4.0,,2.0,,,,1.0,1.0,3.0,,,,,7.0,,,,,,,
10437939,home,Casa Pia,Saviour Godwin,saviour-godwin,S. Godwin,M,77,170,247,M,359650,EUR,840672000,F,7,7,False,19.0,13.0,2.0,1.0,2.0,2.0,11.0,17.0,3.0,3.0,1.0,90.0,33.0,7.8,10.0,4,,,2.0,1.0,1.0,,1.0,1.0,2.0,,2.0,1.0,,3.0,,1.0,,1.0,,,,3.0,1.0,1.0,,,,,
10437939,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,True,36.0,25.0,4.0,,15.0,20.0,10.0,16.0,2.0,4.0,,45.0,43.0,6.5,11.0,0,1.0,2.0,2.0,,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,,
10437939,home,Casa Pia,Léo Bolgado,leo-bolgado,L. Bolgado,D,4,190,110,M,1095918,EUR,903571200,D,4,4,True,9.0,6.0,2.0,,4.0,4.0,2.0,5.0,1.0,,,26.0,12.0,6.5,3.0,0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,Léo Bolgado,,,,
10437939,home,Casa Pia,Léo Natel,leo-natel,L. Natel,M,23,179,246,M,875905,EUR,858297600,F,23,23,True,8.0,6.0,,,2.0,3.0,4.0,6.0,2.0,,,26.0,14.0,6.8,5.0,2,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,2.0,1.0,,,,,,
10437939,home,Casa Pia,Yan Eteki,yan-eteki,Y. Eteki,M,88,187,113,M,848082,EUR,872553600,M,88,88,True,5.0,4.0,,,3.0,4.0,1.0,1.0,5.0,3.0,3.0,19.0,11.0,6.8,1.0,1,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,
10437939,home,Casa Pia,Cuca,cuca,Cuca,M,13,177,39,M,1093294,EUR,663379200,M,16,16,True,4.0,4.0,,,1.0,1.0,3.0,3.0,2.0,5.0,1.0,10.0,7.0,6.7,,0,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,Cuca,,,,
10437939,home,Casa Pia,Lucas Paes,lucas-paes,L. Paes,G,1,193,72,M,931473,EUR,881452800,G,68,68,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437939,home,Casa Pia,Derick Poloni,derick-poloni,D. Poloni,D,6,173,38,M,892169,EUR,746841600,D,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437939,home,Casa Pia,Diogo Pinto,pinto-diogo,D. Pinto,M,23,175,174,M,991929,EUR,930614400,M,10,10,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437939,home,Casa Pia,Rafael Martins,rafael-martins,R. Martins,F,99,177,43,M,123231,EUR,606096000,F,11,11,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437939,away,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,,189,96,M,798688,EUR,673660800,G,18,18,False,30.0,24.0,11.0,5.0,20.0,22.0,4.0,8.0,1.0,9.0,1.0,90.0,35.0,6.7,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
10437939,away,Rio Ave,Josué Sá,josue-sa,J. Sá,D,3,186,48,M,137982,EUR,708739200,D,23,23,False,34.0,30.0,1.0,1.0,26.0,27.0,4.0,7.0,3.0,1.0,,71.0,42.0,6.5,4.0,0,,2.0,3.0,,,,1.0,,2.0,,,3.0,,,,1.0,,,,,,,,,,,,,
10437939,away,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,63.0,58.0,5.0,2.0,52.0,54.0,6.0,9.0,7.0,6.0,1.0,90.0,76.0,7.2,5.0,0,2.0,2.0,6.0,1.0,1.0,5.0,3.0,2.0,3.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
10437939,away,Rio Ave,Patrick William,patrick-william,P. William,D,,186,83,M,921624,EUR,865296000,D,4,4,False,81.0,67.0,11.0,6.0,45.0,49.0,22.0,33.0,8.0,11.0,2.0,90.0,96.0,7.4,16.0,2,,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,4.0,,1.0,1.0,2.0,,,,,,1.0,,,,,,,
10437939,away,Rio Ave,Costinha,costinha,Costinha,D,20,181,818,M,988333,EUR,954028800,M,20,20,False,28.0,24.0,2.0,2.0,13.0,16.0,12.0,14.0,2.0,6.0,1.0,79.0,55.0,6.5,13.0,1,1.0,,4.0,1.0,,,1.0,1.0,1.0,,,1.0,,,2.0,,1.0,,,,,2.0,1.0,,,,,,1.0
10437939,away,Rio Ave,Andreas Samaris,andreas-samaris,A. Samaris,M,,189,309,,108398,EUR,613699200,M,30,30,False,49.0,41.0,6.0,3.0,29.0,30.0,12.0,19.0,5.0,6.0,1.0,71.0,57.0,7.2,8.0,0,,,,1.0,1.0,1.0,3.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
10437939,away,Rio Ave,Gonçalo Rodrigues,goncalo-rodrigues,G. Rodrigues,M,16,168,231,M,357740,EUR,869184000,M,6,6,False,47.0,37.0,4.0,2.0,17.0,19.0,22.0,31.0,3.0,4.0,2.0,90.0,60.0,6.8,14.0,0,,,6.0,1.0,1.0,3.0,,,3.0,True,,1.0,,3.0,3.0,1.0,2.0,,,,,1.0,,,,,,,2.0
10437939,away,Rio Ave,Pedro Amaral,amaral-pedro,P. Amaral,D,24,178,86,M,834247,EUR,872467200,M,24,24,False,50.0,36.0,5.0,4.0,20.0,26.0,17.0,29.0,3.0,4.0,1.0,90.0,76.0,6.8,20.0,0,1.0,,3.0,1.0,,,2.0,,1.0,,,1.0,,,5.0,,,,,,,1.0,,,,,,,1.0
10437939,away,Rio Ave,Miguel Baeza,miguel-baeza,M. Baeza,M,8,177,123,M,902051,EUR,954115200,F,15,15,False,26.0,19.0,1.0,,9.0,12.0,10.0,14.0,3.0,2.0,2.0,71.0,38.0,6.5,13.0,1,3.0,2.0,5.0,,,1.0,,,,,1.0,,,,,,2.0,,,,,4.0,,,,,,,
10437939,away,Rio Ave,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,9,175,588,M,580392,EUR,832809600,F,22,22,False,13.0,9.0,,,2.0,2.0,7.0,11.0,5.0,2.0,4.0,90.0,25.0,6.4,9.0,1,3.0,1.0,9.0,1.0,,,,,3.0,,1.0,,,,,1.0,1.0,,,,,3.0,,,,,,,
10437939,away,Rio Ave,Aziz,aziz,Aziz,F,9,187,741,M,984147,EUR,910656000,F,19,19,False,3.0,3.0,,,,,3.0,4.0,1.0,,1.0,26.0,7.0,6.5,3.0,0,,,2.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,
10437939,away,Rio Ave,Leonardo Ruiz,leonardo-ruiz,L. Ruiz,F,17,185,112,M,605426,EUR,829785600,F,9,9,True,19.0,15.0,,,7.0,8.0,8.0,11.0,2.0,4.0,,64.0,30.0,6.7,8.0,4,4.0,2.0,9.0,,,,,,3.0,,3.0,,,,,,2.0,,,,,2.0,1.0,,,,,,
10437939,away,Rio Ave,João Graça,joao-graca,J. Graça,M,21,177,46,M,309296,EUR,803433600,M,21,21,True,14.0,13.0,1.0,1.0,9.0,9.0,4.0,5.0,,3.0,,19.0,22.0,6.3,3.0,0,1.0,,5.0,,,1.0,,,1.0,,,,1.0,,,1.0,2.0,,,,,,,,,,,,
10437939,away,Rio Ave,Ukra,ukra,Ukra,M,,175,54,M,59586,EUR,574473600,F,17,17,True,10.0,6.0,,,2.0,2.0,5.0,13.0,3.0,1.0,1.0,19.0,22.0,7.1,11.0,0,,,,2.0,2.0,,,,,,,1.0,,2.0,5.0,,,,,,,3.0,,,Ukra,,,,1.0
10437939,away,Rio Ave,Fábio Ronaldo,fabio-ronaldo,F. Ronaldo,F,11,178,236,M,1134514,EUR,988416000,F,77,77,True,6.0,5.0,,,2.0,2.0,5.0,6.0,2.0,1.0,,19.0,14.0,6.8,4.0,0,,,1.0,2.0,2.0,,,,1.0,,,,,1.0,2.0,,,,,,,2.0,,,,,,,2.0
10437939,away,Rio Ave,João Ferreira,joao-ferreira,J. Ferreira,D,13,185,384,M,976401,EUR,985219200,D,13,13,True,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,11.0,11.0,6.5,4.0,0,1.0,,4.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,
10437939,away,Rio Ave,Magrão,magrao,Magrão,G,15,197,176,M,1083070,EUR,958348800,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Magrão,,,,
10437939,away,Rio Ave,Miguel Nóbrega,miguel-nobrega,M. Nóbrega,D,3,186,137,M,1066233,EUR,955929600,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437939,away,Rio Ave,Amine Oudrhiri,amine-oudrhiri,A. Oudrhiri,M,95,184,104,M,374560,EUR,720835200,M,10,10,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437939,away,Rio Ave,Vítor Gomes,vitor-gomes,V. Gomes,M,,181,38,M,44739,EUR,567388800,M,8,8,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
