match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_duelLost,stat_totalTackle,stat_fouls,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_wonTackle,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_penaltyConceded,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_penaltyWon
12764257,home,Malmö FF,Ricardo Friedrich,ricardo-friedrich,R. Friedrich,G,1,188.0,89,M,794783,EUR,729993600,G,1,1,False,33.0,23.0,11.0,2.0,0.0,22.0,23.0,1.0,10.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,90.0,39.0,6.3,10.0,0.00013237,0,-0.9711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764257,home,Malmö FF,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180.0,369,M,44848,EUR,667094400,D,17,17,False,26.0,19.0,5.0,1.0,0.0,10.0,12.0,9.0,14.0,1.0,2.0,2.0,,,,,90.0,42.0,6.1,8.0,0.00398476,0,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764257,home,Malmö FF,Colin Rösler,colin-rosler,C. Rösler,D,19,186.0,116,M,907462,EUR,956361600,D,19,19,False,61.0,53.0,10.0,4.0,0.0,34.0,37.0,19.0,24.0,3.0,6.0,5.0,1.0,,,,90.0,75.0,6.3,9.0,0.0201316,1,,,,,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,0.0657,,,,,,,,,,,,,,,,,,,
12764257,home,Malmö FF,Nils Zätterström,nils-zatterstrom,N. Zätterström,D,13,192.0,408,M,1435226,EUR,1112054400,D,35,35,False,61.0,52.0,6.0,2.0,0.0,35.0,41.0,17.0,20.0,4.0,2.0,2.0,,,,,90.0,66.0,6.4,9.0,0.0379921,0,,,,,1.0,2.0,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12764257,home,Malmö FF,Busanello,busanello,Busanello,D,25,179.0,319,M,880179,EUR,909619200,D,25,25,False,55.0,47.0,3.0,2.0,0.0,14.0,18.0,33.0,41.0,3.0,4.0,5.0,3.0,,,,90.0,94.0,6.1,22.0,0.155857,2,,,,,9.0,,2.0,1.0,,1.0,,3.0,0.1208,,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12764257,home,Malmö FF,Lasse Berg Johnsen,lasse-berg-johnsen,L. B. Johnsen,M,23,177.0,310,M,977825,EUR,934934400,M,23,23,False,67.0,63.0,6.0,4.0,0.0,23.0,23.0,41.0,47.0,3.0,,5.0,,,,,77.0,82.0,7.7,11.0,0.202639,1,,,,,8.0,2.0,2.0,2.0,1.0,,1.0,2.0,0.0312,2.0,3.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.1301,,,,,
12764257,home,Malmö FF,Otto Rosengren,otto-rosengren,O. Rosengren,M,7,178.0,503,M,1106662,EUR,1053043200,M,7,7,False,47.0,41.0,5.0,3.0,0.0,16.0,16.0,26.0,35.0,8.0,,5.0,5.0,,,,90.0,69.0,6.7,14.0,0.145065,0,,,,,5.0,1.0,2.0,1.0,2.0,,1.0,3.0,,1.0,4.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,
12764257,home,Malmö FF,Hugo Bolin,bolin-hugo,H. Bolin,M,38,179.0,801,M,1142210,EUR,1059004800,M,38,38,False,25.0,20.0,,,0.0,4.0,7.0,16.0,19.0,1.0,2.0,3.0,,,,,90.0,38.0,6.2,12.0,0.0754124,0,,Hugo Bolin,,,6.0,,1.0,1.0,,,,3.0,,,1.0,1.0,1.0,3.0,,,,1.0,,,,,,1.0,1.0,,,
12764257,home,Malmö FF,Oliver Berg,oliver-berg,O. Berg,M,16,178.0,122,M,793170,EUR,746496000,M,16,16,False,18.0,14.0,,,0.0,2.0,3.0,13.0,17.0,3.0,2.0,2.0,,,,,77.0,29.0,6.6,8.0,0.111602,0,,,,,4.0,2.0,3.0,,,,,3.0,,1.0,2.0,1.0,,1.0,,,,2.0,1.0,,,,,1.0,,,,
12764257,home,Malmö FF,Taha Ali,taha-ali,T. Ali,M,22,174.0,1454,M,1022820,EUR,899251200,M,22,22,False,20.0,16.0,,,0.0,4.0,4.0,12.0,17.0,2.0,1.0,3.0,1.0,,,,62.0,32.0,6.6,8.0,0.068963,1,,,,,2.0,1.0,,,,1.0,,,0.0278,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
