match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_bigChanceMissed,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_clearanceOffLine
12448253,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,True,31.0,28.0,13.0,10.0,0.0,20.0,20.0,8.0,11.0,2.0,7.0,6.0,8.0,2.0,90.0,44.0,8.3,4.0,0.0100075,0,1.3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448253,home,Sparta Rotterdam,Marvin Young,marvin-young,M. Young,D,3,182,187,M,1648759,EUR,1128211200,D,2,2,False,,82.0,69.0,6.0,,0.0,42.0,43.0,27.0,40.0,5.0,5.0,,,,90.0,103.0,6.7,17.0,0.0288453,1,,Marvin,Young ,1.0,3.0,1.0,8.0,7.0,2.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,0.039,,,,,,,,,,,,,,,,,,,
12448253,home,Sparta Rotterdam,Teo Quintero,teo-quintero,T. Q. León,D,5,188,438,M,966299,EUR,920332800,D,3,3,False,,44.0,37.0,6.0,2.0,0.0,20.0,21.0,17.0,23.0,2.0,1.0,,,,45.0,49.0,6.7,8.0,0.00570906,0,,,,,,2.0,,3.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12448253,home,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,4,4,False,,91.0,73.0,15.0,5.0,0.0,34.0,37.0,40.0,56.0,4.0,4.0,,,,90.0,100.0,6.8,19.0,0.165833,1,,,,2.0,3.0,4.0,6.0,4.0,3.0,,1.0,,,,,,0.0402,,1.0,,,,,,,,,,,,,,,,,
12448253,home,Sparta Rotterdam,Patrick van Aanholt,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,5,5,False,,34.0,29.0,2.0,1.0,0.0,15.0,15.0,14.0,20.0,2.0,5.0,,,,90.0,56.0,6.7,11.0,0.164621,1,,,,1.0,,,2.0,2.0,,,,,2.0,1.0,4.0,2.0,0.0339,,,1.0,1.0,0.0594,1.0,,,,,,,,,,,,,
12448253,home,Sparta Rotterdam,Julian Baas,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,6,6,False,,21.0,21.0,1.0,1.0,0.0,9.0,9.0,13.0,14.0,,1.0,,,,45.0,27.0,7.0,1.0,0.0382583,0,,,,2.0,,,,3.0,,,,,3.0,1.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,
12448253,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,8,8,False,,27.0,21.0,1.0,,0.0,5.0,6.0,16.0,21.0,2.0,5.0,,,,90.0,41.0,7.3,9.0,0.737834,2,,,,,2.0,1.0,4.0,2.0,,1.0,,,,,2.0,1.0,0.116,,,1.0,,,5.0,1.0,1.0,1.0,1.0,,,,,,,,,
12448253,home,Sparta Rotterdam,Camiel Neghli,camiel-neghli,C. Neghli,M,10,180,992,M,1089021,EUR,1005004800,M,7,7,False,,21.0,15.0,3.0,3.0,0.0,5.0,6.0,10.0,17.0,,4.0,,,,71.0,31.0,6.5,11.0,0.0410446,0,,Camiel Neghli,,2.0,,,4.0,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,
12448253,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,,38.0,24.0,1.0,1.0,0.0,9.0,14.0,15.0,24.0,1.0,3.0,,,,90.0,52.0,6.7,17.0,0.0918668,3,,,,,2.0,5.0,8.0,7.0,,2.0,2.0,,,,,3.0,0.1416,,,,,,2.0,2.0,1.0,1.0,,1.0,,,,,,,,
12448253,home,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,11,11,False,,37.0,29.0,3.0,1.0,0.0,7.0,9.0,23.0,30.0,1.0,2.0,,,,71.0,48.0,6.8,11.0,0.188711,3,,,,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,1.0,1.0,0.0645,,1.0,,,,1.0,,,3.0,1.0,,,,,,,,,
