match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_wasFouled,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,player_firstName,player_lastName,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed,stat_totalOffside
11481888,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191.0,567,M,253391,EUR,820454400,G,1,1,False,36.0,22.0,24.0,10.0,15.0,15.0,7.0,21.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,3.0,90.0,45.0,6.9,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481888,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190.0,252,M,812829,EUR,812764800,D,23,23,False,47.0,39.0,9.0,6.0,29.0,31.0,11.0,18.0,3.0,1.0,7.0,,1.0,,,,,89.0,56.0,6.9,10.0,0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11481888,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191.0,2307,M,1157713,EUR,916185600,D,6,6,False,53.0,50.0,4.0,2.0,45.0,45.0,5.0,8.0,3.0,2.0,6.0,,2.0,,,,,90.0,63.0,6.9,4.0,0,,,1.0,,5.0,,3.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11481888,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192.0,1398,M,1050692,EUR,1072569600,D,42,42,False,57.0,42.0,8.0,2.0,30.0,39.0,12.0,18.0,9.0,3.0,2.0,,,,,,,90.0,75.0,6.6,19.0,0,,,7.0,1.0,1.0,,2.0,5.0,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
11481888,home,Hellas Verona,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181.0,1621,M,1034303,EUR,1044662400,M,24,24,False,34.0,25.0,3.0,1.0,11.0,13.0,15.0,24.0,9.0,1.0,7.0,,1.0,,,,,80.0,67.0,7.1,18.0,1,3.0,1.0,2.0,,1.0,1.0,3.0,11.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,
11481888,home,Hellas Verona,Martin Hongla,martin-hongla,M. Hongla,M,78,183.0,1191,M,856062,EUR,890006400,M,18,18,False,47.0,34.0,7.0,2.0,14.0,18.0,20.0,30.0,4.0,3.0,12.0,,2.0,,,,,72.0,58.0,6.8,15.0,1,1.0,,2.0,,1.0,,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,
11481888,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188.0,1730,M,288321,EUR,800928000,M,27,27,False,49.0,45.0,5.0,2.0,30.0,32.0,15.0,17.0,7.0,1.0,6.0,,3.0,,,,,90.0,62.0,7.3,7.0,3,,,,,,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,True,1.0,1.0,1.0,,,,,,
11481888,home,Hellas Verona,Josh Doig,josh-doig,J. Doig,D,3,189.0,830,M,989276,EUR,1021680000,M,3,3,False,41.0,34.0,4.0,2.0,15.0,18.0,20.0,25.0,5.0,,6.0,,1.0,,,,,90.0,63.0,6.8,16.0,1,2.0,1.0,1.0,,,1.0,2.0,4.0,,,3.0,,2.0,3.0,2.0,1.0,,,,,,,,,,,
11481888,home,Hellas Verona,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179.0,1938,M,877037,EUR,959299200,F,26,26,False,14.0,10.0,,,4.0,5.0,6.0,9.0,5.0,,2.0,,2.0,,,,,71.0,25.0,6.5,9.0,3,,,1.0,,,,,1.0,,,3.0,1.0,,1.0,,1.0,1.0,,,2.0,,,,,,,
11481888,home,Hellas Verona,Jordi Mboula,jordi-mboula,J. Mboula,F,2,182.0,263,M,826003,EUR,921542400,F,77,77,False,23.0,17.0,,,4.0,6.0,13.0,18.0,11.0,,5.0,,3.0,,,,,89.0,49.0,7.8,15.0,3,1.0,,,,2.0,2.0,1.0,8.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,,2.0,,1.0,,,,,,
11481888,home,Hellas Verona,Milan Đurić,milan-duric,M. Đurić,F,9,199.0,816,M,76132,EUR,643334400,F,11,11,False,18.0,15.0,,,5.0,7.0,10.0,11.0,9.0,,2.0,,,,,,,90.0,27.0,7.7,4.0,2,,,9.0,,,2.0,9.0,11.0,,,1.0,,,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,,,
11481888,home,Hellas Verona,Riccardo Saponara,riccardo-saponara,R. Saponara,M,,184.0,173,M,126236,EUR,693273600,M,20,20,True,6.0,6.0,1.0,1.0,3.0,3.0,3.0,3.0,,,1.0,,,,,,,19.0,9.0,7.0,,1,,,,,,1.0,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,
11481888,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181.0,1114,M,246319,EUR,786585600,M,33,33,True,9.0,9.0,,,3.0,3.0,6.0,8.0,1.0,,3.0,,,,,,,18.0,14.0,6.8,3.0,0,2.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,
11481888,home,Hellas Verona,Bruno Amione,bruno-amione,B. Amione,D,2,189.0,504,M,990050,EUR,1010016000,D,2,2,True,5.0,5.0,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,10.0,7.0,6.7,,1,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
11481888,home,Hellas Verona,Nicola Patanè,nicola-patane,N. Patanè,M,28,,41,M,1143340,EUR,1080000000,M,28,28,True,3.0,1.0,,,1.0,3.0,,,,,,,,,,,,1.0,4.0,,2.0,0,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,
