match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,captain,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_totalContest,stat_clearanceOffLine,stat_wonTackle,stat_fouls,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_shotOffTarget
10437932,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,36.0,18.0,30.0,12.0,11.0,12.0,7.0,24.0,1.0,4.0,11.0,1.0,2.0,6.0,6.0,3.0,1.0,1.0,90.0,55.0,8.6,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437932,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,35.0,28.0,2.0,,16.0,16.0,12.0,21.0,5.0,1.0,1.0,,,,,,,,90.0,50.0,6.6,12.0,1,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10437932,home,FC Arouca,João Basso,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,39.0,33.0,6.0,2.0,27.0,28.0,6.0,11.0,1.0,9.0,7.0,,,,,,,,90.0,57.0,8.2,6.0,1,,1.0,,,,1.0,,,True,1.0,1.0,4.0,,,,,,,,,,,,,,,,,
10437932,home,FC Arouca,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1396,M,920514,EUR,908323200,D,3,3,False,31.0,24.0,7.0,2.0,20.0,21.0,4.0,10.0,3.0,8.0,2.0,,,,,,,,90.0,47.0,7.6,8.0,0,,,4.0,,,,3.0,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
10437932,home,FC Arouca,Mateus Quaresma,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,False,34.0,24.0,7.0,2.0,16.0,19.0,9.0,17.0,2.0,2.0,6.0,,,,,,,,90.0,56.0,6.7,16.0,0,2.0,,4.0,2.0,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10437932,home,FC Arouca,Ismaila Soro,ismaila-soro,I. Soro,M,19,173,157,M,892808,EUR,894499200,M,23,23,False,20.0,19.0,2.0,1.0,15.0,15.0,4.0,5.0,1.0,1.0,3.0,,,,,,,,72.0,27.0,6.8,2.0,0,,,1.0,1.0,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,
10437932,home,FC Arouca,André Bukia,andre-bukia,A. Bukia,M,95,173,93,M,798904,EUR,794188800,M,7,7,False,19.0,15.0,2.0,1.0,8.0,8.0,7.0,11.0,1.0,,3.0,,,,,,,,64.0,30.0,6.3,9.0,3,,,5.0,1.0,1.0,2.0,1.0,3.0,,,,1.0,2.0,1.0,,,,,1.0,,,,,1.0,,,,,
10437932,home,FC Arouca,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,M,10,10,False,22.0,19.0,2.0,,10.0,10.0,9.0,12.0,4.0,1.0,3.0,3.0,,,,,,,72.0,38.0,6.3,6.0,2,,,8.0,2.0,,1.0,1.0,1.0,,,,,2.0,1.0,,,2.0,,1.0,,1.0,,,1.0,,,,,
10437932,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,35.0,26.0,3.0,2.0,12.0,17.0,15.0,21.0,3.0,,6.0,,,,,,,,89.0,47.0,6.8,14.0,1,3.0,,7.0,1.0,,,3.0,1.0,,,,1.0,,,,1.0,4.0,1.0,2.0,,2.0,,,1.0,1.0,,,,
10437932,home,FC Arouca,Antony Alves,antony-alves,A. Alves,M,11,178,335,M,1105971,EUR,999907200,M,11,11,False,18.0,13.0,1.0,,5.0,7.0,8.0,11.0,3.0,2.0,6.0,1.0,,,,,,,90.0,41.0,6.9,11.0,2,,,5.0,2.0,,,2.0,3.0,,,,4.0,,1.0,,2.0,1.0,,2.0,,2.0,Antony,,2.0,,1.0,1.0,,
