match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed
12499513,home,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,24.0,20.0,7.0,4.0,0.0,18.0,21.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,60.0,33.0,7.0,4.0,0.00038055,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499513,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,40.0,31.0,8.0,2.0,0.0,22.0,23.0,9.0,17.0,4.0,3.0,6.0,3.0,3.0,,,,90.0,68.0,7.7,10.0,0.00287514,1,,True,1.0,1.0,16.0,3.0,1.0,1.0,0.0427,,,,,,,,,,,,,,,,,,,
12499513,home,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,37.0,27.0,3.0,1.0,0.0,15.0,22.0,12.0,15.0,3.0,5.0,8.0,11.0,1.0,3.0,,,90.0,59.0,7.4,14.0,0.0247901,2,,,2.0,2.0,5.0,,3.0,3.0,0.0609,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,
12499513,home,1. FC Heidenheim,Tim Siersleben,tim-siersleben,T. Siersleben,D,4,187,118,M,988252,EUR,952560000,D,4,4,False,45.0,35.0,10.0,4.0,0.0,22.0,24.0,13.0,22.0,1.0,1.0,3.0,4.0,1.0,,,,90.0,61.0,6.8,15.0,0.0215156,0,,,1.0,,4.0,,1.0,,,,,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,
12499513,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,M,23,23,False,30.0,23.0,8.0,3.0,0.0,11.0,13.0,13.0,20.0,2.0,1.0,4.0,5.0,3.0,,,,90.0,56.0,6.6,16.0,0.0535744,2,,,,,1.0,,1.0,,0.0556,2.0,1.0,2.0,3.0,,,,3.0,1.0,1.0,2.0,,,,,,,,
12499513,home,1. FC Heidenheim,Marnon Busch,marnon-busch,M. Busch,D,2,182,76,M,168861,EUR,786844800,M,2,2,False,28.0,21.0,6.0,2.0,0.0,12.0,13.0,9.0,18.0,3.0,2.0,4.0,3.0,5.0,,,,90.0,45.0,6.8,11.0,0.0163128,0,,,,,3.0,1.0,,,,,,,1.0,1.0,,,3.0,1.0,,,,,,,,,,
12499513,home,1. FC Heidenheim,Jan Schöppner,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,21.0,15.0,2.0,,0.0,5.0,6.0,10.0,15.0,5.0,3.0,8.0,7.0,5.0,2.0,,,80.0,35.0,6.8,10.0,0.0189966,0,,,1.0,,2.0,,2.0,,,,,,2.0,1.0,,,,2.0,,,,,,,,,,
12499513,home,1. FC Heidenheim,Frans Krätzig,frans-kratzig,F. Krätzig,M,13,177,2029,M,1142249,EUR,1042502400,M,13,13,False,50.0,40.0,8.0,5.0,0.0,17.0,17.0,24.0,39.0,,,1.0,3.0,6.0,1.0,,,90.0,72.0,7.7,19.0,0.311063,0,,,,,1.0,,2.0,,,2.0,1.0,1.0,1.0,1.0,,,6.0,,1.0,,5.0,,,,,,,
12499513,home,1. FC Heidenheim,Adrian Beck,adrian-beck,A. Beck,M,21,186,112,M,845742,EUR,865814400,F,21,21,False,37.0,27.0,5.0,2.0,0.0,14.0,19.0,15.0,22.0,2.0,3.0,6.0,8.0,9.0,2.0,,,90.0,61.0,7.0,20.0,0.0310926,2,,,1.0,,,,5.0,,0.2002,3.0,1.0,2.0,2.0,2.0,,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.2283,,,,
12499513,home,1. FC Heidenheim,Leo Scienza,leo-scienza,L. Scienza,M,13,175,987,M,1386651,EUR,905644800,F,8,8,False,7.0,4.0,1.0,,0.0,4.0,5.0,,3.0,,1.0,2.0,3.0,1.0,2.0,,,29.0,16.0,6.5,7.0,3.189e-05,1,,,,,,,1.0,,0.0122,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,
