match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_challengeLost,stat_bigChanceMissed,stat_fouls,player_firstName,player_lastName,stat_wonTackle,stat_lastManTackle,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_hitWoodwork
12436587,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,33.0,17.0,21.0,5.0,0.0,14.0,16.0,3.0,17.0,2.0,6.0,2.0,2.0,1.0,90.0,39.0,7.1,17.0,0.00473731,0,1.6978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436587,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,False,53.0,47.0,2.0,1.0,0.0,19.0,21.0,28.0,35.0,5.0,8.0,,,,90.0,73.0,8.0,12.0,0.0363657,1,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.079,2.0,,,,,,,,,,,,,,,,
12436587,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,23,23,False,54.0,50.0,7.0,4.0,0.0,24.0,25.0,26.0,29.0,5.0,2.0,,,,90.0,66.0,7.4,6.0,0.0187481,0,,,,,2.0,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12436587,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,6,6,False,67.0,60.0,8.0,5.0,0.0,39.0,43.0,21.0,24.0,6.0,4.0,,,,90.0,77.0,7.0,8.0,0.00713773,0,,,2.0,6.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,
12436587,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,44.0,34.0,4.0,,0.0,20.0,24.0,14.0,21.0,3.0,2.0,,,,90.0,69.0,7.3,16.0,0.0111221,0,,1.0,,1.0,4.0,,,,,1.0,,3.0,,,,,,,1.0,,1.0,,,,,3.0,,,,,,,,
12436587,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,41.0,37.0,5.0,5.0,0.0,18.0,18.0,19.0,23.0,,5.0,,,,90.0,51.0,7.6,4.0,0.0267847,0,,,3.0,4.0,9.0,,1.0,1.0,,,,4.0,,,3.0,,,,1.0,,1.0,,,,,4.0,1.0,,,,,,,
12436587,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,45.0,41.0,3.0,1.0,0.0,9.0,9.0,33.0,41.0,,4.0,,,,89.0,61.0,7.6,12.0,0.0285577,2,,5.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,,1.0,1.0,,,1.0,,0.5776,1.0,,1.0,1.0,,1.0,,,1.0,,True,1.0,1.0,1.0,0.8933,,
12436587,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,32.0,32.0,4.0,4.0,0.0,3.0,3.0,31.0,36.0,,1.0,,,,90.0,55.0,7.5,11.0,0.0806131,2,,7.0,1.0,6.0,5.0,2.0,3.0,1.0,1.0,,,1.0,,2.0,3.0,,0.0469,2.0,,1.0,,,1.0,,,1.0,,,2.0,,,,1.0,
12436587,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,23.0,20.0,3.0,3.0,1.0,4.0,4.0,18.0,24.0,3.0,4.0,,,,89.0,47.0,7.9,12.0,0.358062,2,,5.0,,4.0,5.0,1.0,2.0,1.0,,,,3.0,,3.0,1.0,,0.0608,2.0,,1.0,2.0,,,,,3.0,,,2.0,2.0,,0.5181,,
12436587,home,Chelsea,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180,68579,M,JSancho,851100,EUR,953942400,M,19,19,False,26.0,23.0,1.0,,0.0,4.0,5.0,19.0,22.0,,5.0,,,,68.0,38.0,6.6,9.0,0.0898751,2,,1.0,1.0,6.0,1.0,3.0,1.0,,,,,1.0,,1.0,,,0.2091,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,0.3518,1.0,
