match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_wasFouled,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_goals,stat_errorLeadToAShot,stat_penaltyWon,stat_blockedScoringAttempt,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_penaltyConceded,stat_totalOffside
14109676,home,Konyaspor,Deniz Ertaş,Deniz Ertas,,deniz-ertas,D. Ertaş,G,1,194.0,250,M,1195772,EUR,1111276800,G,1,1,False,27.0,19.0,13.0,5.0,0.0,16.0,17.0,3.0,10.0,9.0,1.0,1.0,90.0,34.0,5.4,8.0,0.00195925,0,-1.7154,0.07,0.0,-0.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109676,home,Konyaspor,Yhoan Andzouana,,,yhoan-andzouana,Y. Andzouana,D,23,179.0,261,M,605548,EUR,850435200,D,23,23,False,51.0,44.0,2.0,1.0,0.0,16.0,17.0,28.0,34.0,9.0,,,90.0,80.0,7.0,22.0,0.0995033,1,,0.6,0.39,-0.52,,4.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,0.0249,0.019,1.0,-0.13,,,,,,,,,,,,,,,,,,,,
14109676,home,Konyaspor,Uğurcan Yazğılı,,,ugurcan-yazgili,U. Yazğılı,D,5,184.0,99,M,904303,EUR,923616000,D,5,5,False,13.0,12.0,1.0,1.0,0.0,9.0,9.0,3.0,4.0,1.0,,,26.0,17.0,6.8,2.0,0.00086742,0,,0.03,0.01,0.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14109676,home,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182.0,168,M,787949,EUR,881712000,D,4,4,False,55.0,49.0,7.0,4.0,1.0,31.0,33.0,18.0,22.0,2.0,,,90.0,66.0,7.1,6.0,0.52648,1,,0.59,0.23,-0.19,,1.0,2.0,7.0,3.0,,,,,4.0,,,,0.0889,,1.0,-0.21,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
14109676,home,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179.0,254,M,224112,EUR,638928000,D,12,12,False,39.0,28.0,8.0,3.0,0.0,18.0,20.0,10.0,19.0,1.0,,,90.0,67.0,6.1,16.0,0.0947556,0,,0.15,0.14,-0.5,,6.0,,4.0,4.0,,,,,4.0,4.0,1.0,1.0,,,1.0,,,2.0,1.0,2.0,,,,3.0,1.0,True,,,,,,,,,,
14109676,home,Konyaspor,Morten Bjørlo,,,morten-bjorlo,M. Bjorlo,M,42,176.0,156,M,921358,EUR,812764800,M,42,42,False,8.0,7.0,,,0.0,4.0,5.0,3.0,3.0,3.0,,,45.0,13.0,6.3,4.0,0.00319103,0,,0.01,,-0.05,,,,3.0,1.0,1.0,,,,,,,2.0,,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,
14109676,home,Konyaspor,Melih İbrahimoğlu,,,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175.0,134,M,998462,EUR,963792000,M,77,77,False,31.0,25.0,6.0,3.0,0.0,18.0,21.0,7.0,10.0,3.0,,,74.0,39.0,6.4,6.0,0.00330343,0,,-0.04,0.07,-0.18,,,,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,
14109676,home,Konyaspor,Pedrinho,,,pedrinho,Pedrinho,M,8,173.0,205,M,1015939,EUR,850953600,M,8,8,False,28.0,22.0,5.0,4.0,0.0,10.0,13.0,12.0,15.0,5.0,,,90.0,47.0,7.0,13.0,0.0683745,2,,0.22,-0.05,-0.33,,5.0,,4.0,5.0,2.0,,,1.0,,2.0,,2.0,0.8044,0.7597,2.0,0.31,3.0,2.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,
14109676,home,Konyaspor,Alassane Ndao,,,ndao-alassane,A. Ndao,M,,176.0,333,M,1016033,EUR,851040000,F,18,18,False,16.0,12.0,,,0.0,3.0,4.0,9.0,12.0,2.0,,,74.0,34.0,6.6,13.0,0.00382615,0,,-0.24,0.12,0.13,,4.0,,4.0,5.0,1.0,3.0,1.0,,,1.0,1.0,2.0,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,
14109676,home,Konyaspor,Umut Nayir,,,mehmet-umut-nayir,U. Nayir,F,18,191.0,738,M,284767,EUR,741225600,F,22,22,False,12.0,7.0,,,0.0,5.0,5.0,2.0,7.0,1.0,,,90.0,29.0,7.9,9.0,0.00100975,4,,-0.12,0.02,-0.01,,,6.0,7.0,9.0,1.0,,,1.0,1.0,,,3.0,0.4519,0.913,,0.4,3.0,,3.0,1.0,,3.0,,,2.0,,1.0,,1.0,,,,,,,
