match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_keyPass,player_jerseyNumber,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_wonContest,captain,stat_totalCross,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_penaltyMiss,stat_outfielderBlock,stat_errorLeadToAShot,stat_goodHighClaim,stat_penaltySave,stat_totalOffside,stat_hitWoodwork
14131950,home,AVS - Futebol SAD,João Gonçalves,joao-goncalves,J. Gonçalves,G,188,61,M,987596,EUR,974246400,G,99,99,False,28.0,26.0,7.0,5.0,0.0,23.0,23.0,3.0,5.0,1.0,1.0,2.0,6.0,1.0,3.0,1.0,4.0,90.0,40.0,7.3,3.0,0.00096781,0.6105,0,-0.0627,0.04,0.0,-0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131950,home,AVS - Futebol SAD,Sidi Bane,sidi-bane,S. Bane,D,184,152,M,1211830,EUR,1074038400,D,4,4,False,7.0,6.0,1.0,1.0,0.0,2.0,3.0,4.0,4.0,1.0,,2.0,1.0,,,,,45.0,14.0,6.4,2.0,0.0119801,,0,,0.09,0.06,-0.21,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131950,home,AVS - Futebol SAD,Rúben Semedo,ruben-semedo,R. Semedo,D,189,290,M,344199,EUR,765417600,D,35,35,False,52.0,43.0,9.0,2.0,0.0,41.0,41.0,2.0,11.0,4.0,1.0,3.0,1.0,1.0,,,,80.0,62.0,6.5,11.0,0.00345685,,0,,0.05,0.1,-0.19,,,,1.0,1.0,4.0,2.0,,1.0,,35,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14131950,home,AVS - Futebol SAD,Cristian Castro,cristian-castro,C. Castro,D,192,155,M,1067320,EUR,980380800,D,42,42,False,64.0,50.0,14.0,9.0,0.0,37.0,42.0,13.0,22.0,,,11.0,7.0,,,,,90.0,86.0,7.4,14.0,0.053275,,0,,0.09,0.14,0.13,,Cristian Castro,,,4.0,7.0,4.0,,,1.0,42,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14131950,home,AVS - Futebol SAD,Kiki Afonso,kiki-afonso,K. Afonso,D,181,59,M,324345,EUR,787017600,D,24,24,False,14.0,8.0,,,0.0,7.0,11.0,1.0,3.0,3.0,1.0,,5.0,2.0,,,,71.0,39.0,6.4,12.0,0.00233304,,0,,-0.07,0.0,-0.21,,,,2.0,,3.0,4.0,,,,24,,1.0,1.0,2.0,,,True,4.0,,,,,,,,,,,,,,,,,,
14131950,home,AVS - Futebol SAD,Gustavo Assunção,gustavo-assuncao,G. Assunção,M,178,266,M,981217,EUR,954374400,M,6,6,False,56.0,46.0,10.0,5.0,0.0,32.0,34.0,14.0,22.0,6.0,2.0,4.0,5.0,1.0,,,,90.0,71.0,6.6,12.0,0.0145203,,0,,0.14,0.1,-0.08,,,,2.0,,4.0,2.0,,1.0,,12,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14131950,home,AVS - Futebol SAD,Jaume Grau,jaume-grau,J. G. Ciscar,M,183,72,M,838633,EUR,862790400,M,15,15,False,19.0,14.0,3.0,,0.0,8.0,9.0,6.0,10.0,9.0,1.0,2.0,5.0,1.0,,,,90.0,37.0,6.6,8.0,0.00200169,,1,,-0.02,0.0,0.0,,,,3.0,1.0,8.0,1.0,,5.0,,15,,4.0,3.0,3.0,,,,2.0,1.0,0.0867,0.297,-0.06,,,,,,,,,,,,,,
14131950,home,AVS - Futebol SAD,Babatunde Akinsola,akinsola-babatunde,B. Akinsola,F,175,163,M,1133063,EUR,1047254400,M,11,11,False,12.0,9.0,1.0,1.0,0.0,4.0,5.0,5.0,7.0,5.0,1.0,1.0,5.0,2.0,,,,71.0,28.0,6.6,10.0,0.00763896,,1,,0.06,0.0,-0.08,,,,,,5.0,,,2.0,1.0,11,3.0,1.0,1.0,2.0,2.0,2.0,,2.0,,0.0705,,-0.1,1.0,,,,,,,,,,,,,
14131950,home,AVS - Futebol SAD,Diogo Spencer,diogo-spencer,D. Spencer,D,178,353,M,1120043,EUR,1082160000,M,2,2,False,32.0,23.0,4.0,,0.0,7.0,9.0,16.0,23.0,5.0,1.0,5.0,3.0,3.0,,,,90.0,58.0,6.9,20.0,0.212972,,1,,0.56,0.26,-0.01,,,,1.0,,2.0,,,1.0,2.0,82,1.0,,,1.0,2.0,1.0,,7.0,,0.0249,,-0.14,1.0,2.0,,,,,,,,,,,,
14131950,home,AVS - Futebol SAD,Óscar Perea,oscar-perea,Ó. Perea,F,174,1176,M,1185986,EUR,1127779200,M,14,14,False,14.0,9.0,1.0,,0.0,3.0,4.0,6.0,10.0,9.0,1.0,1.0,5.0,,,,,90.0,44.0,7.2,16.0,0.0693201,,6,,0.04,0.56,-0.06,,Óscar,Perea,,,6.0,1.0,,,1.0,14,3.0,1.0,,,10.0,5.0,,4.0,3.0,0.3033,0.8138,0.22,1.0,1.0,2.0,,,,,,,,,,,
