match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_fouls,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_goalAssist,stat_shotOffTarget,stat_wasFouled,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_clearanceOffLine
11450079,home,MKE Ankaragücü,Ertaç Özbir,ertac-ozbir,E. Özbir,G,186,92,M,126077,EUR,625276800,G,25,25,False,12.0,9.0,3.0,1.0,8.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,15.0,5.7,3.0,0.00011864,0,0.2689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450079,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,173,90,M,189627,EUR,749174400,D,70,70,False,34.0,28.0,5.0,2.0,9.0,11.0,21.0,28.0,3.0,7.0,,,,,,90.0,60.0,6.9,12.0,0.126205,2,,70,5.0,2.0,2.0,7.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0368,,,,,,,,,,,,,,,,,,,,
11450079,home,MKE Ankaragücü,Mert Çetin,mert-cetin,M. Çetin,D,189,161,M,858148,EUR,852076800,D,45,45,False,35.0,29.0,5.0,1.0,18.0,19.0,11.0,16.0,2.0,5.0,,,,,,45.0,40.0,6.8,6.0,0.155767,0,,4,,,,1.0,,,,,,1.0,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
11450079,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,189,775,M,858004,EUR,892598400,D,18,18,False,61.0,58.0,4.0,3.0,34.0,36.0,24.0,25.0,2.0,4.0,1.0,,,,,90.0,65.0,6.7,3.0,0.0155768,0,,5,,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11450079,home,MKE Ankaragücü,Kazımcan Karataş,kazimcan-karatas,K. Karataş,D,182,1611,M,1008884,EUR,1042675200,D,35,35,False,44.0,38.0,5.0,,21.0,21.0,17.0,27.0,3.0,4.0,,,,,,90.0,74.0,7.4,12.0,0.100402,2,,88,4.0,,2.0,9.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,,0.0207,,3.0,,,,1.0,2.0,1.0,0.0323,1.0,,,,,,,,,,
11450079,home,MKE Ankaragücü,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,185,114,M,120298,EUR,701308800,M,30,30,False,67.0,56.0,5.0,3.0,26.0,28.0,30.0,39.0,3.0,7.0,1.0,,,,,90.0,79.0,7.5,14.0,0.0283336,2,,38,,,2.0,5.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,0.0374,1.0,,,,,1.0,1.0,,0.5081,2.0,True,1.0,1.0,,,,,,,
11450079,home,MKE Ankaragücü,Ali Kaan Güneren,ali-kaan-guneren,A. K. Güneren,M,183,28,M,867848,EUR,955152000,M,23,23,False,34.0,30.0,3.0,3.0,9.0,9.0,21.0,25.0,3.0,5.0,,,,,,90.0,42.0,6.6,6.0,0.020557,0,,23,,,1.0,3.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,
11450079,home,MKE Ankaragücü,Christian Bassogog,christian-bassogog,C. Bassogog,M,173,2514,M,818218,EUR,813974400,M,13,13,False,18.0,11.0,,,,,12.0,32.0,2.0,4.0,,,,,,69.0,44.0,7.6,25.0,0.194552,3,,13,14.0,1.0,1.0,3.0,1.0,,1.0,,,,,3.0,0.1927,,,,,,1.0,,1.0,0.3995,1.0,,,2.0,2.0,1.0,1.0,,,,
11450079,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,170,130,M,182385,EUR,724809600,M,8,8,False,20.0,18.0,3.0,3.0,4.0,4.0,14.0,19.0,2.0,1.0,1.0,,,,,43.0,29.0,7.0,5.0,0.114398,1,,14,3.0,,1.0,3.0,1.0,,,,1.0,2.0,,,0.0133,,,,,,,,,,2.0,,,,,,,,,,
11450079,home,MKE Ankaragücü,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,A. Chatzigiovanis,M,175,405,M,850770,EUR,865036800,M,7,7,False,17.0,12.0,1.0,,5.0,5.0,7.0,14.0,3.0,8.0,,,,,,45.0,32.0,6.8,13.0,0.00889452,1,,10,2.0,,1.0,6.0,1.0,1.0,3.0,2.0,1.0,,,4.0,0.0985,,,,,,,,,,1.0,,,,3.0,,,,,,
