match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_accurateCross,stat_goals,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_errorLeadToAShot,player_sofascoreId,stat_punches
14083096,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184.0,563,M,369004,EUR,839721600,G,1,1,False,34.0,14.0,33.0,13.0,0.0,1.0,5.0,13.0,29.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,90.0,42.0,6.5,20.0,0.010389,18.966984454124,4.0,-5.67,3.045,-0.0012,0,-0.6976,0.19,-0.06,0.65,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083096,home,Deportivo Alavés,Nahuel Tenaglia,nahuel-tenaglia,N. Tenaglia,D,14,182.0,1025,M,896073,EUR,824860800,D,14,14,False,31.0,22.0,3.0,1.0,0.0,15.0,17.0,7.0,14.0,8.0,5.0,,5.0,3.0,,,,,,90.0,67.0,6.7,19.0,0.0106407,85.720768754531,10.0,48.615,22.47,,0,,-0.03,0.09,-0.25,,2.0,1.0,1.0,7.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,22.677400644695,1.0,,,,,,,,,,,,,,,,,,,,
14083096,home,Deportivo Alavés,Carlos Benavídez,carlos-benavidez,C. Benavídez,M,23,185.0,382,M,873717,EUR,891216000,D,23,23,False,30.0,25.0,7.0,5.0,0.0,14.0,14.0,11.0,16.0,2.0,1.0,,1.0,1.0,,,,,,90.0,43.0,6.8,7.0,0.176703,25.763021884295,3.0,21.525,17.325,,1,,0.26,0.03,-0.09,,,,1.0,2.0,,,,,5.0,,,2.0,17.49709487315,1.0,,,1.0,1.0,1.0,0.1002,0.0833,1.0,0.01,,,,,,,,,,,
14083096,home,Deportivo Alavés,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184.0,537,M,934383,EUR,978912000,D,5,5,False,27.0,21.0,5.0,1.0,0.0,18.0,19.0,3.0,8.0,6.0,3.0,1.0,5.0,1.0,,,,,,90.0,45.0,7.5,7.0,0.00279007,12.448641532312,1.0,-11.13,-11.13,,0,,0.11,-0.02,0.87,,,1.0,1.0,1.0,,,,,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,
14083096,home,Deportivo Alavés,Jonny Otto,jonny-otto,J. Otto,D,17,175.0,572,M,235648,EUR,762652800,D,17,17,False,34.0,25.0,2.0,1.0,0.0,10.0,15.0,15.0,19.0,5.0,6.0,,4.0,3.0,,,,,,90.0,57.0,7.0,12.0,0.0165093,90.423571491643,8.0,3.465,16.17,,1,,0.19,0.36,0.0,,,2.0,1.0,3.0,,1.0,,,2.0,1.0,,,16.181577302599,1.0,,,,1.0,,0.058,,,-0.55,1.0,1.0,,,,,,,,,
14083096,home,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179.0,1926,M,1084399,EUR,924825600,M,7,7,False,23.0,15.0,1.0,1.0,0.0,9.0,9.0,6.0,14.0,4.0,4.0,,1.0,1.0,,,,,,83.0,39.0,7.7,17.0,0.0147251,78.120554385368,9.0,39.795,15.015,,1,,-0.17,0.26,-0.02,,5.0,1.0,,4.0,1.0,,1.0,,1.0,,3.0,1.0,28.356125040495,2.0,,,1.0,,4.0,0.3229,0.679,1.0,0.51,,,1.0,1.0,3.0,,,,,,
14083096,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176.0,1655,M,855832,EUR,964310400,M,8,8,False,43.0,37.0,6.0,3.0,0.0,20.0,22.0,17.0,21.0,4.0,4.0,,1.0,1.0,,,,,,90.0,59.0,6.6,10.0,0.0352637,39.475180361036,6.0,10.815,11.445,,4,,0.32,0.01,-0.13,,2.0,,1.0,10.0,2.0,1.0,3.0,1.0,,,1.0,5.0,,,,,3.0,,,0.1168,0.3083,1.0,0.02,,,1.0,,,True,1.0,,,,
14083096,home,Deportivo Alavés,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179.0,350,M,1084381,EUR,883612800,M,19,19,False,35.0,29.0,3.0,2.0,1.0,14.0,14.0,15.0,21.0,5.0,6.0,,1.0,1.0,,,,,,89.0,54.0,6.9,11.0,0.329122,89.229430454544,9.0,61.845,21.315,,5,,0.29,0.17,-0.09,,,1.0,1.0,7.0,3.0,2.0,3.0,2.0,,,1.0,,41.119824296165,3.0,,,1.0,,1.0,0.1193,0.0497,2.0,-0.38,,1.0,,,1.0,,3.0,1.0,,,
14083096,home,Deportivo Alavés,Carles Aleñá,carles-alena,C. Aleñá,M,10,180.0,1587,M,794937,EUR,883958400,M,10,10,False,40.0,30.0,,,0.0,13.0,15.0,17.0,25.0,7.0,4.0,,3.0,3.0,,,,,,89.0,70.0,7.0,21.0,0.141199,100.25368643062,9.0,49.98,16.38,,2,,0.29,0.13,-0.06,,9.0,,,7.0,,3.0,4.0,3.0,2.0,,1.0,3.0,,,,,1.0,,,0.0707,0.0451,1.0,0.0,,,2.0,,,,1.0,,1.0,,
14083096,home,Deportivo Alavés,Toni Martínez,toni-martinez,T. Martínez,F,11,180.0,1253,M,831253,EUR,867628800,F,11,11,False,26.0,16.0,,,0.0,7.0,10.0,9.0,16.0,12.0,2.0,,4.0,3.0,,,,,,72.0,44.0,8.0,16.0,0.0287182,63.756650078056,5.0,49.35,29.715,,3,,-0.06,0.32,0.13,,,4.0,6.0,9.0,,1.0,3.0,1.0,,1.0,1.0,2.0,51.484353038106,2.0,,,2.0,,3.0,0.5312,0.3601,4.0,0.46,,,,1.0,,,1.0,1.0,,,
14083096,home,Deportivo Alavés,Lucas Boyé,lucas-boye,L. Boyé,F,15,183.0,1345,M,814385,EUR,825465600,F,15,15,False,25.0,22.0,1.0,,1.0,4.0,5.0,18.0,20.0,9.0,5.0,,1.0,1.0,,,,,,90.0,58.0,6.7,19.0,0.146837,126.17910788647,12.0,67.62,30.45,,0,,0.06,0.27,0.16,,1.0,7.0,1.0,17.0,,3.0,10.0,6.0,,,1.0,3.0,57.189669297877,2.0,,,,1.0,7.0,,,2.0,,,,,,1.0,,,1.0,,,
14083096,home,Deportivo Alavés,Jon Guridi,jon-guridi,J. Guridi,M,18,179.0,324,M,788141,EUR,793929600,M,18,18,True,6.0,4.0,,,0.0,2.0,4.0,2.0,2.0,1.0,1.0,,,,,,,,,18.0,10.0,6.3,6.0,0.00189728,11.292394298819,1.0,0.315,0.315,,0,,-0.1,-0.3,-0.07,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
14083096,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180.0,265,M,891931,EUR,868233600,M,6,6,True,5.0,3.0,,,0.0,1.0,2.0,2.0,3.0,2.0,1.0,,2.0,2.0,,,,,,14.0,7.0,6.7,2.0,0.00940451,,,,,,0,,0.05,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083096,home,Deportivo Alavés,Youssef Enriquez Lekhedim,youssef-lekhedim,Y. Lekhedim,M,3,170.0,10112,M,1403364,EUR,1128643200,D,3,3,True,2.0,1.0,,,0.0,1.0,2.0,,,,,,,,,,,,,1.0,2.0,,1.0,4.47e-06,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yuusiii3,
14083096,home,Deportivo Alavés,Abderrahman Rebbach,abderrahman-rebbach,A. Rebbach,M,21,176.0,1315,M,1082968,EUR,902793600,F,21,21,True,2.0,2.0,,,0.0,2.0,2.0,,,1.0,2.0,,,,,,,,,1.0,3.0,,,1.845e-05,23.379007335642,1.0,-10.92,-10.92,,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14083096,home,Deportivo Alavés,Ruben Montero,montero-ruben,R. Montero,G,33,,14,M,1561798,EUR,1125187200,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Rúben Montero,,,,,,,,,,,,,,,,,,,
14083096,home,Deportivo Alavés,Raúl Fernández,raul-fernandez,R. Fernández,G,13,196.0,94,M,31828,EUR,574214400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083096,home,Deportivo Alavés,Victor Parada,victor-parada,V. Parada,D,24,184.0,129,M,985726,EUR,1017878400,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083096,home,Deportivo Alavés,Calebe Gonçalves,calebe,Calebe,M,20,173.0,643,M,1046796,EUR,957052800,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Calebe,,,,,,,,,,,,,,,,,,,
14083096,home,Deportivo Alavés,Aitor Mañas,aitor-manas,A. Mañas,F,34,185.0,44,M,1639543,EUR,1041724800,F,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Aitor Mañas,,,,,,,,,,,,,,,,,,,
14083096,away,Real Betis,Pau López,pau-lopez,P. López,G,25,189.0,1242,M,548848,EUR,787276800,G,25,25,False,27.0,25.0,2.0,,0.0,25.0,25.0,,2.0,3.0,10.0,,,,,3.0,7.0,1.0,1.0,90.0,45.0,6.8,2.0,8.299e-05,37.256870657895,7.0,29.925,6.09,0.1294,0,-0.4746,0.03,0.02,-0.16,0.0,,,2.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0
14083096,away,Real Betis,Angel Ortiz,angel-ortiz,Á. Ortiz,D,40,167.0,493,M,1152139,EUR,1090713600,D,40,40,False,34.0,30.0,3.0,1.0,0.0,10.0,12.0,20.0,22.0,6.0,3.0,,4.0,3.0,,,,,,90.0,66.0,6.5,17.0,0.115466,197.55841879568,21.0,102.165,29.925,,1,,0.13,0.08,-0.28,,6.0,1.0,,6.0,1.0,,4.0,,1.0,,2.0,1.0,39.840146452841,2.0,,,,1.0,1.0,0.0351,,1.0,-0.04,,,1.0,,,,1.0,,,,
14083096,away,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183.0,1917,M,99519,EUR,663897600,D,5,5,False,55.0,44.0,12.0,4.0,0.0,29.0,29.0,15.0,26.0,7.0,5.0,,4.0,3.0,,,,,,90.0,83.0,7.1,12.0,0.116722,262.31110239633,28.0,188.37,28.665,,0,,0.26,0.14,-0.03,,1.0,,3.0,2.0,1.0,,,,16.0,1.0,,1.0,57.669567265055,2.0,,,,1.0,,,,2.0,,,,,,,True,,,,,
14083096,away,Real Betis,Natan,natan,Natan,D,4,188.0,3251,M,1015287,EUR,981417600,D,4,4,False,35.0,27.0,6.0,1.0,0.0,20.0,22.0,7.0,13.0,8.0,5.0,,2.0,2.0,,,,,,60.0,49.0,6.4,9.0,0.00142554,111.8400810859,13.0,39.585,11.025,,0,,-0.01,0.03,-0.07,,,3.0,4.0,5.0,,1.0,,,7.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
14083096,away,Real Betis,Valentín Gómez,diego-gomez,V. Gómez,D,16,181.0,2163,M,1186010,EUR,1056585600,D,16,16,False,33.0,30.0,1.0,1.0,0.0,14.0,14.0,16.0,19.0,6.0,,,3.0,1.0,,,,,,90.0,60.0,6.3,9.0,0.024911,25.954458569809,3.0,8.505,5.46,,1,,0.07,0.01,-0.37,,1.0,1.0,2.0,6.0,3.0,,1.0,1.0,4.0,3.0,,2.0,,,Valentín,Gómez,,,3.0,0.0104,,1.0,0.0,,1.0,,,,,,,,,
