match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_aerialLost,captain,stat_accurateCross,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalOffside
12436910,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,31.0,28.0,5.0,2.0,0.0,26.0,26.0,2.0,5.0,2.0,11.0,1.0,2.0,2.0,2.0,90.0,41.0,6.7,4.0,0.00072264,0,0.0796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436910,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,False,34.0,32.0,4.0,4.0,0.0,17.0,17.0,15.0,19.0,1.0,5.0,,,,,74.0,46.0,6.7,6.0,0.0129077,1,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0292,,,,,,,,,,,,,,,,,,,,,
12436910,home,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14604,M,wesley_fofana3,923894,EUR,977011200,D,29,29,False,67.0,64.0,5.0,4.0,0.0,33.0,34.0,31.0,34.0,3.0,6.0,,,,,90.0,90.0,7.7,10.0,0.0644662,0,,1.0,2.0,5.0,1.0,,,2.0,1.0,1.0,6.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,
12436910,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,6,6,False,112.0,106.0,6.0,2.0,0.0,65.0,68.0,41.0,44.0,4.0,6.0,,,,,90.0,127.0,7.1,8.0,0.012608,2,,,2.0,7.0,,,,1.0,1.0,1.0,1.0,1.0,0.1581,,,4.0,1.0,,,,2.0,,1.0,1.0,1.0,0.5538,,,,,,,,
12436910,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,74.0,66.0,3.0,1.0,0.0,33.0,34.0,33.0,41.0,1.0,3.0,,,,,90.0,93.0,7.0,12.0,0.0141721,0,,1.0,5.0,4.0,1.0,,,,,,3.0,1.0,,,,2.0,1.0,1.0,,2.0,1.0,,,,,,3.0,,,,,,,
12436910,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,79.0,74.0,4.0,4.0,0.0,42.0,43.0,32.0,36.0,2.0,6.0,,,,,90.0,97.0,7.5,6.0,0.0331348,0,,,4.0,9.0,1.0,,,3.0,5.0,3.0,,2.0,,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,
12436910,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,78.0,64.0,6.0,4.0,0.0,26.0,28.0,39.0,51.0,,3.0,,,,,90.0,94.0,7.1,19.0,0.0826512,0,,1.0,2.0,4.0,,1.0,,,3.0,,4.0,1.0,,,,,,,,,1.0,1.0,,,,,,True,1.0,,,,,
12436910,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40178,M,nonzinoo10,966547,EUR,1015718400,M,11,11,False,23.0,22.0,,,0.0,4.0,4.0,18.0,21.0,,2.0,,,,,86.0,40.0,6.4,7.0,0.0408282,3,,2.0,5.0,4.0,1.0,1.0,,,2.0,1.0,1.0,,0.4751,,,,4.0,2.0,,,,1.0,2.0,2.0,1.0,0.5739,1.0,,,1.0,,,,
12436910,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,41.0,33.0,7.0,4.0,1.0,10.0,10.0,25.0,36.0,1.0,1.0,,,,,90.0,59.0,8.0,16.0,0.592825,2,,5.0,3.0,2.0,,1.0,,1.0,,,2.0,,0.101,,,,3.0,1.0,2.0,,1.0,5.0,,1.0,1.0,0.1109,,,2.0,,,,,
12436910,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,14.0,13.0,,,0.0,3.0,3.0,10.0,15.0,,1.0,,,,,58.0,22.0,6.4,7.0,0.0178838,0,,4.0,3.0,2.0,,1.0,,,,,,1.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,
