match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_errorLeadToAShot,stat_fouls,captain,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_accurateCross,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_hitWoodwork,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_goals
11406802,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,29.0,18.0,17.0,6.0,0.0,11.0,13.0,7.0,16.0,1.0,11.0,1.0,3.0,1.0,1.0,90.0,36.0,6.8,11.0,0.00373181,0,-0.2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406802,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,20.0,14.0,4.0,2.0,0.0,7.0,8.0,7.0,14.0,3.0,2.0,,,,,90.0,45.0,7.1,15.0,0.0477452,0,,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11406802,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,51.0,33.0,21.0,10.0,0.0,25.0,30.0,8.0,21.0,1.0,5.0,,,,,90.0,58.0,6.4,19.0,0.0194641,0,,,1.0,,3.0,2.0,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11406802,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,49.0,36.0,10.0,6.0,0.0,22.0,29.0,14.0,20.0,5.0,2.0,,,,,90.0,60.0,7.0,13.0,0.017975,1,,,2.0,6.0,5.0,8.0,,,2.0,1.0,,,,,3.0,True,1.0,2.0,0.0097,,,,,,,,,,,,,
11406802,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,21.0,18.0,5.0,2.0,0.0,8.0,9.0,11.0,18.0,2.0,2.0,,,,,70.0,50.0,7.2,12.0,0.0433943,0,,6.0,1.0,,2.0,4.0,1.0,1.0,,,,3.0,2.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,
11406802,home,Lecce,Joan González,,,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,False,28.0,17.0,2.0,1.0,0.0,8.0,11.0,10.0,19.0,1.0,5.0,,,,,90.0,42.0,7.1,13.0,0.0576282,0,,2.0,4.0,3.0,5.0,9.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,,,,,,1.0,,1.0,,,,,,,,,,
11406802,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,21.0,13.0,3.0,1.0,0.0,4.0,7.0,9.0,15.0,,2.0,,,,,80.0,25.0,6.5,9.0,0.00477954,0,,1.0,,,,2.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
11406802,home,Lecce,Rémi Oudin,,,remi-oudin,R. Oudin,M,28,185,292,M,842709,EUR,848275200,M,10,10,False,21.0,12.0,8.0,3.0,0.0,2.0,3.0,12.0,33.0,1.0,5.0,,,,,80.0,47.0,6.6,25.0,0.091222,0,,15.0,1.0,,4.0,2.0,,,1.0,,,1.0,1.0,,1.0,,,2.0,,2.0,,,2.0,1.0,,,,,,,,
11406802,home,Lecce,Pontus Almqvist,,,pontus-almqvist,P. Almqvist,F,11,183,456,M,856065,EUR,931564800,F,7,7,False,12.0,7.0,,,0.0,3.0,7.0,4.0,6.0,,2.0,,,,,60.0,22.0,6.7,9.0,0.0656475,2,,1.0,2.0,1.0,5.0,3.0,3.0,2.0,,,1.0,,,,,,1.0,,0.0592,,1.0,1.0,1.0,1.0,1.0,,,,,,,
11406802,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,9.0,7.0,1.0,1.0,0.0,2.0,3.0,5.0,6.0,,3.0,,,,,90.0,32.0,7.3,11.0,0.0125461,6,,,3.0,4.0,8.0,7.0,5.0,3.0,,,4.0,,2.0,,2.0,,2.0,,0.2775,,,,2.0,,2.0,2.0,1.0,,,,,
