match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,captain,stat_penaltyWon,stat_totalOffside,player_height,stat_penaltyFaced,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyConceded
11048676,home,UDA Soccer,Mario Castillo,Mario Castillo,,mario-castillo,M. Castillo,G,98,2,M,1479813,EUR,1054944000,G,98,98,False,52.0,28.0,30.0,8.0,25.0,32.0,3.0,20.0,2.0,6.0,2.0,2.0,2.0,17.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,90.0,71.0,7.7,25.0,0,,,,,,,,,,,,,,,,,,,,,,,,
11048676,home,UDA Soccer,Lucas Burch,Lucas Burch,,lucas-burch,L. Burch,M,26,0,M,1479810,EUR,1005782400,D,26,26,False,37.0,32.0,1.0,,8.0,11.0,25.0,27.0,,6.0,1.0,,4.0,11.0,1.0,,,,,,,,90.0,57.0,7.5,7.0,0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,,,,,,,,,,,,,,,,,
11048676,home,UDA Soccer,Caleb Olson,Caleb Olson,,caleb-olson,C. Olson,D,23,0,M,1480189,EUR,1046822400,D,23,23,False,27.0,22.0,5.0,3.0,16.0,18.0,6.0,9.0,,1.0,,,4.0,8.0,3.0,,,,,,,,90.0,40.0,6.4,9.0,0,,,,7.0,1.0,,1.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,
11048676,home,UDA Soccer,Keane Garcia,Keane Garcia,,keane-garcia,K. Garcia,D,28,0,M,1480308,EUR,1041984000,D,28,28,False,41.0,34.0,7.0,1.0,29.0,30.0,5.0,11.0,,6.0,1.0,1.0,3.0,8.0,,1.0,,,,,,,90.0,63.0,7.5,10.0,0,,,1.0,3.0,4.0,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,
11048676,home,UDA Soccer,Dane Morris,Dane Morris,,dane-morris,D. Morris,D,18,1,M,1480198,EUR,1022025600,D,18,18,False,21.0,15.0,,,9.0,12.0,6.0,9.0,,12.0,5.0,5.0,4.0,4.0,2.0,1.0,,,,,,,90.0,61.0,7.8,11.0,0,,,,2.0,6.0,6.0,,1.0,1.0,,3.0,,,,,,,,,,,,,
11048676,home,UDA Soccer,Daniel Ruiz,Daniel Ruiz,,daniel-ruiz,D. Ruiz,M,15,0,M,1480204,EUR,1003190400,M,15,15,False,17.0,8.0,3.0,1.0,4.0,6.0,4.0,12.0,1.0,3.0,1.0,,,5.0,1.0,,,,,,,,56.0,26.0,6.7,12.0,0,1.0,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
11048676,home,UDA Soccer,Will Hanson,Will Hanson,,will-hanson,W. Hanson,M,31,0,M,1480180,EUR,1004832000,M,31,31,False,30.0,23.0,6.0,3.0,11.0,11.0,12.0,20.0,,6.0,2.0,1.0,1.0,6.0,,2.0,,,,,,,71.0,41.0,6.7,9.0,0,1.0,,1.0,6.0,3.0,2.0,1.0,3.0,,,,1.0,,,,,,,,,,,,
11048676,home,UDA Soccer,Jose Luis Puente,Jose Luis Puente,,jose-luis-puente,J. L. Puente,F,38,3,M,1480290,EUR,1005782400,M,38,38,False,27.0,19.0,3.0,1.0,5.0,6.0,14.0,22.0,,9.0,6.0,4.0,,4.0,5.0,2.0,,,,,,,81.0,57.0,8.0,16.0,9,1.0,,,2.0,3.0,3.0,,,,,,,4.0,3.0,2.0,1.0,,,,,,,,
11048676,home,UDA Soccer,Marco Millan,Marco Millan,,marco-millan,M. Millan,M,14,1,M,1480330,EUR,1022544000,M,14,14,False,40.0,28.0,2.0,1.0,9.0,10.0,19.0,33.0,,6.0,4.0,3.0,,5.0,3.0,2.0,,,,,,,90.0,58.0,6.6,21.0,2,3.0,,2.0,7.0,1.0,,,2.0,2.0,,,,2.0,,,,,,,,,,,
11048676,home,UDA Soccer,Alan Gudiño,Alan Gudiño,,alan-gudino,A. Gudiño,M,39,1,M,1480155,EUR,1053475200,M,39,39,False,38.0,25.0,8.0,3.0,11.0,13.0,14.0,27.0,1.0,8.0,10.0,5.0,2.0,9.0,3.0,,,,,,,,90.0,66.0,6.3,24.0,0,2.0,,1.0,12.0,2.0,2.0,1.0,6.0,,,1.0,,,,,,True,,,,,,,
