match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_aerialWon,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_onTargetScoringAttempt,stat_challengeLost,stat_bigChanceCreated,stat_wonContest,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_goalAssist,stat_goals
11352495,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,36.0,23.0,21.0,8.0,18.0,20.0,5.0,16.0,9.0,2.0,1.0,1.0,90.0,41.0,6.9,13.0,0.0,0.0,0.00598688,0,0.1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352495,home,Everton,Nathan Patterson,patterson-nathan,N. Patterson,D,2,189,661,M,,1020141,EUR,1003190400,D,2,2,False,36.0,29.0,3.0,,15.0,16.0,15.0,27.0,8.0,,,,90.0,67.0,6.9,20.0,0.0,0.0,0.0485437,0,,Nathan,Patterson,7.0,1.0,1.0,2.0,7.0,1.0,1.0,6.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11352495,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,49.0,41.0,7.0,3.0,22.0,24.0,20.0,26.0,9.0,,,,90.0,67.0,7.2,10.0,0.1805,0.0,0.0175971,1,,,,1.0,1.0,1.0,5.0,4.0,,2.0,2.0,1.0,,,,True,2.0,2.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,
11352495,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,58.0,48.0,10.0,3.0,25.0,29.0,23.0,29.0,10.0,,,,90.0,70.0,7.4,11.0,0.2206,0.0197,0.152699,3,,,,,,,1.0,4.0,,2.0,1.0,1.0,1.0,,,,3.0,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
11352495,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,D,18,18,False,46.0,38.0,5.0,2.0,18.0,19.0,24.0,38.0,5.0,,,,90.0,76.0,7.1,20.0,0.0,0.0,0.316813,0,,,,11.0,4.0,2.0,5.0,2.0,,2.0,1.0,,1.0,1.0,3.0,,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,
11352495,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,52.0,48.0,1.0,1.0,14.0,16.0,34.0,36.0,8.0,,,,89.0,65.0,7.4,6.0,0.0,0.0,0.0399693,0,,,,,,,3.0,7.0,2.0,,2.0,2.0,,3.0,,,,2.0,,,1.0,1.0,1.0,,,,2.0,,,,,,,,
11352495,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,28.0,23.0,1.0,,4.0,5.0,20.0,26.0,5.0,,,,90.0,46.0,7.5,9.0,0.0564,0.0337,0.220219,2,,,,3.0,1.0,,2.0,3.0,,,3.0,1.0,1.0,,2.0,,,,,1.0,,1.0,2.0,1.0,,2.0,,,,,,,,,
11352495,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,M,16,16,False,30.0,26.0,1.0,1.0,3.0,3.0,23.0,28.0,2.0,,,,90.0,52.0,7.4,11.0,0.2101,0.3171,0.0992573,1,,,,1.0,,1.0,4.0,11.0,2.0,,6.0,3.0,4.0,2.0,1.0,,2.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,
11352495,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,37.0,31.0,3.0,3.0,10.0,12.0,21.0,25.0,4.0,,,,90.0,49.0,7.5,7.0,0.0538,0.0,0.195073,1,,,,,,3.0,5.0,11.0,1.0,,4.0,3.0,,3.0,1.0,,3.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,
11352495,home,Everton,Lewis Dobbin,lewis-dobbin,L. Dobbin,F,17,175,462,M,,998832,EUR,1041552000,M,61,61,False,11.0,9.0,,,1.0,1.0,8.0,13.0,3.0,,,,66.0,31.0,6.6,13.0,0.0652,0.2241,0.00499037,1,,,,3.0,,,6.0,6.0,5.0,,1.0,1.0,3.0,2.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,2.0,,,,,,,,
