match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork
10390052,home,Lorient,Vito Mannone,vito-mannone,V. Mannone,G,189,191,M,17053,EUR,573264000,G,1,1,False,24.0,11.0,18.0,6.0,10.0,16.0,1.0,8.0,1.0,8.0,1.0,3.0,5.0,1.0,90.0,36.0,7.3,13.0,0.0,0.0,0.00028669,0,0.8486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390052,home,Lorient,Gedeon Kalulu,gedeon-kalulu,G. Kalulu,D,176,4314,M,991200,EUR,872812800,D,24,24,False,50.0,38.0,6.0,3.0,25.0,30.0,13.0,20.0,3.0,12.0,,,,,90.0,83.0,7.0,21.0,0.0,0.0,0.00345661,0,,,,2,gedeon_K2,1.0,2.0,5.0,10.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10390052,home,Lorient,Julien Laporte,julien-laporte,J. Laporte,D,185,87,M,791048,EUR,752371200,D,15,15,False,31.0,24.0,8.0,4.0,21.0,25.0,3.0,6.0,15.0,1.0,,,,,90.0,58.0,7.6,8.0,0.0,0.0,0.0019614,0,,,,15,,1.0,2.0,2.0,5.0,,,,3.0,2.0,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,
10390052,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,190,3461,M,879618,EUR,896140800,D,3,3,False,20.0,19.0,,,16.0,17.0,3.0,3.0,6.0,,,,,,90.0,28.0,7.5,1.0,0.2677,0.538,0.0011653,1,,,,3,,,3.0,,3.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10390052,home,Lorient,Vincent Le Goff,vincent-le-goff,V. L. Goff,D,177,29,M,99945,EUR,624412800,D,25,25,False,24.0,23.0,2.0,1.0,13.0,13.0,10.0,11.0,4.0,2.0,,,,,90.0,38.0,6.6,4.0,0.0,0.0,0.00594297,0,,,,25,,,,3.0,4.0,,,,4.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,
10390052,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,170,153,M,296434,EUR,728524800,M,6,6,False,22.0,21.0,1.0,1.0,9.0,9.0,12.0,13.0,3.0,3.0,,,,,45.0,33.0,6.9,3.0,0.0,0.0,0.010935,0,,,,6,,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,True,,,,,,,,,,,,
10390052,home,Lorient,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,173,3108,M,984014,EUR,949536000,M,10,10,False,54.0,40.0,4.0,,26.0,34.0,15.0,22.0,4.0,9.0,,,,,90.0,74.0,7.0,21.0,0.0,0.0,0.218038,0,,,,28,,,,4.0,2.0,1.0,2.0,,2.0,,2.0,,,1.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,
10390052,home,Lorient,Stéphane Diarra,stephane-diarra,S. Diarra,F,173,90,M,834881,EUR,913161600,M,7,7,False,30.0,26.0,,,11.0,13.0,15.0,18.0,2.0,13.0,,,,,80.0,57.0,6.7,14.0,0.0,0.0,0.0194617,0,,,,25,,,,8.0,5.0,,6.0,2.0,3.0,2.0,5.0,,1.0,3.0,,4.0,,,,,1.0,,,,,,,,,,
10390052,home,Lorient,Julien Ponceau,julien-ponceau,J. Ponceau,M,170,165,M,942844,EUR,975369600,M,21,21,False,33.0,27.0,1.0,,10.0,11.0,17.0,23.0,,2.0,,,,,85.0,39.0,6.6,9.0,0.0,0.0,0.0973365,0,,,,21,,5.0,,10.0,2.0,1.0,2.0,1.0,1.0,,,,1.0,2.0,,,,,,1.0,1.0,,1.0,3.0,1.0,,,,,,
10390052,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,170,139,M,1131540,EUR,1033430400,M,37,37,False,16.0,13.0,,,5.0,6.0,8.0,10.0,4.0,3.0,,,,,90.0,30.0,7.2,6.0,0.2254,0.4349,0.0213717,2,,,,11,,,,3.0,1.0,,2.0,,1.0,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,
