match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_dispossessed,stat_goalAssist,stat_totalContest,stat_bigChanceCreated,stat_totalOffside,player_firstName,player_lastName,stat_wonContest,stat_goodHighClaim,stat_bigChanceMissed
11399504,home,Heracles Almelo,Michael Brouwer,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,1,1,False,36.0,28.0,15.0,7.0,25.0,27.0,3.0,9.0,5.0,1.0,2.0,1.0,1.0,90.0,44.0,6.8,8.0,0.0,0.0,0.00079433,0,-0.4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399504,home,Heracles Almelo,Navajo Bakboord,navajo-bakboord,N. Bakboord,D,,177,75,M,837264,EUR,917568000,D,19,19,False,66.0,60.0,9.0,6.0,32.0,32.0,31.0,38.0,4.0,,,,,90.0,86.0,7.3,7.0,0.0161,0.0,0.21002,1,,4.0,3.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11399504,home,Heracles Almelo,Sven Sonnenberg,sven-sonnenberg,S. Sonnenberg,D,4,194,16,M,836713,EUR,916704000,D,4,4,False,84.0,77.0,7.0,4.0,51.0,51.0,26.0,33.0,3.0,,,,,90.0,94.0,7.0,9.0,0.0,0.0,0.00720107,0,,,,,1.0,3.0,,3.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11399504,home,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,4,190,87,M,833246,EUR,897523200,D,21,21,False,111.0,94.0,13.0,8.0,49.0,55.0,45.0,56.0,9.0,,,,,90.0,123.0,8.2,17.0,0.1581,0.2174,0.0384849,2,,,,2.0,3.0,13.0,,2.0,2.0,1.0,2.0,1.0,1.0,9.0,,,,,True,1.0,1.0,1.0,,,,,,,,,,
11399504,home,Heracles Almelo,Jetro Willems,jetro-willems,J. Willems,D,15,177,182,M,138828,EUR,764985600,D,15,15,False,52.0,42.0,5.0,3.0,21.0,24.0,24.0,37.0,10.0,,,,,90.0,80.0,6.9,21.0,0.0,0.0,0.132847,0,,9.0,3.0,,3.0,3.0,,1.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,
11399504,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,54.0,51.0,3.0,3.0,21.0,22.0,31.0,34.0,5.0,,,,,90.0,77.0,8.2,6.0,0.0832,0.3809,0.252185,3,,2.0,1.0,2.0,5.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,,2.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,
11399504,home,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,M,8,8,False,24.0,20.0,4.0,2.0,2.0,3.0,19.0,24.0,2.0,,,,,78.0,39.0,6.9,10.0,0.0633,0.0,0.101669,1,,3.0,1.0,2.0,3.0,2.0,1.0,1.0,,,2.0,,1.0,,,,,3.0,,,,,,,1.0,,1.0,,,,,
11399504,home,Heracles Almelo,Anas Ouahim,anas-ouahim,A. Ouahim,M,10,175,200,M,845102,EUR,874972800,M,10,10,False,31.0,25.0,1.0,1.0,11.0,15.0,14.0,17.0,8.0,,,,,77.0,46.0,6.8,10.0,0.075,0.0,0.0652853,2,,1.0,,2.0,6.0,6.0,1.0,,3.0,3.0,1.0,,,1.0,2.0,,1.0,1.0,,,1.0,,1.0,,2.0,,,,,1.0,,
11399504,home,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172,160,M,996988,EUR,989798400,F,7,7,False,14.0,10.0,1.0,1.0,3.0,3.0,7.0,13.0,3.0,,,,,62.0,23.0,7.2,9.0,0.1306,0.3302,0.00604466,1,,2.0,,,3.0,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,
11399504,home,Heracles Almelo,Antonio Satriano,satriano-antonio,A. Satriano,F,45,185,74,M,996813,EUR,1067472000,F,9,9,False,6.0,4.0,,,3.0,4.0,1.0,2.0,2.0,,,,,61.0,13.0,6.8,4.0,0.1099,0.0965,0.00074952,1,,,,,,4.0,,,1.0,,2.0,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,
