match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalClearance,captain,stat_aerialLost,player_firstName,player_lastName,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_goalAssist
10411735,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,177,2531,M,932643,EUR,912729600,F,45,45,False,40.0,31.0,2.0,,5.0,5.0,26.0,37.0,,5.0,5.0,,,,90.0,66.0,6.6,22.0,0.1571,0.0,0.0847045,3,,45,2.0,,7.0,,,,1.0,1.0,5.0,2.0,1.0,,,,,,,1.0,,3.0,5.0,,2.0,2.0,1.0,,,1.0,,,,,
10411735,home,Sassuolo,Abdou Harroui,abdou-harroui,A. Harroui,M,181,1064,M,915812,EUR,884649600,M,8,8,True,12.0,10.0,,,5.0,5.0,5.0,8.0,,1.0,1.0,,,,16.0,15.0,6.6,4.0,0.0,0.0,0.0134116,0,,21,1.0,,2.0,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Grégoire Defrel,gregoire-defrel,G. Defrel,F,179,185,M,148566,EUR,677116800,F,92,92,True,6.0,6.0,,,,,6.0,6.0,,,2.0,,,,16.0,6.0,6.6,,0.0,0.0,0.00937938,0,,92,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Nedim Bajrami,nedim-bajrami,N. Bajrami,M,179,1671,M,825861,EUR,920160000,M,20,20,True,9.0,7.0,,,2.0,2.0,5.0,9.0,,2.0,2.0,,,,13.0,17.0,7.1,4.0,0.0418,0.0185,0.00630347,2,,14,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,
10411735,home,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,187,1387,M,924973,EUR,921283200,M,42,42,True,3.0,1.0,,,1.0,2.0,,1.0,,2.0,,,,,1.0,5.0,,2.0,0.0,0.0,1.287e-05,0,,42,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,
10411735,home,Sassuolo,Gianluca Pegolo,gianluca-pegolo,G. Pegolo,G,182,58,M,43985,EUR,354326400,G,25,25,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Alessandro Russo,alessandro-russo,A. Russo,G,190,75,M,918862,EUR,985996800,G,64,64,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,28,28,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Adrian Cannavaro,adrian-cannavaro,A. Cannavaro,D,180,24,M,1442214,EUR,1084147200,D,55,55,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Riccardo Marchizza,marchizza-riccardo,R. Marchizza,D,185,121,M,792311,EUR,890870400,D,3,3,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Filippo Romagna,filippo-romagna,F. Romagna,D,185,187,M,356032,EUR,864604800,D,19,19,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Nadir Zortea,zortea-nadir,N. Zortea,M,187,1108,M,928104,EUR,929750400,D,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Pedro Obiang,pedro-obiang,P. Obiang,M,192,280,M,46799,EUR,701654400,M,14,14,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Agustín Álvarez,agustin-alvarez,A. Álvarez,F,180,1490,M,1065937,EUR,990230400,F,11,11,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,home,Sassuolo,Emil Konradsen Ceide,emil-konradsen-ceide,E. K. Ceide,F,175,915,M,933263,EUR,999475200,F,15,15,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,away,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,202,6222,M,356160,EUR,856396800,G,32,32,False,51.0,41.0,15.0,5.0,39.0,41.0,2.0,10.0,,,9.0,1.0,1.0,3.0,90.0,62.0,6.8,10.0,0.0,0.0,0.00047728,0,-0.0486,32,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
10411735,away,Torino,Andreaw Gravillon,andreaw-gravillon,A. Gravillon,D,188,182,M,827934,EUR,886896000,D,5,5,False,50.0,45.0,9.0,5.0,33.0,35.0,12.0,16.0,,2.0,3.0,,,,86.0,66.0,7.0,7.0,0.0,0.0,0.00501033,0,,26,1.0,,2.0,,1.0,,2.0,2.0,1.0,,2.0,,6.0,,,,,,,,,,,,,,,,,,,,
10411735,away,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,191,844,M,831677,EUR,943574400,D,3,3,False,45.0,38.0,3.0,2.0,32.0,35.0,6.0,10.0,6.0,7.0,3.0,,,,90.0,58.0,7.1,11.0,0.199,0.0,0.00253501,2,,,,,3.0,,1.0,3.0,1.0,1.0,3.0,,,,1.0,,2.0,,,,,1.0,,,1.0,,1.0,,,,,,,,
10411735,away,Torino,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,191,3972,M,870263,EUR,928627200,D,4,4,False,78.0,73.0,3.0,2.0,53.0,53.0,20.0,25.0,3.0,3.0,5.0,,,,90.0,88.0,6.8,6.0,0.0,0.0,0.143535,0,,4,,,3.0,,,,,,1.0,,2.0,,5.0,,1.0,,,,,,,,,,,,,,,,,,
10411735,away,Torino,Wilfried Singo,wilfried-singo,W. Singo,D,190,12125,M,978285,EUR,977702400,M,17,17,False,30.0,17.0,2.0,,8.0,12.0,9.0,19.0,3.0,6.0,3.0,,,,55.0,42.0,6.9,16.0,0.1278,0.0205,0.0113697,3,,90,1.0,,3.0,,,,2.0,,1.0,1.0,,2.0,1.0,,1.0,,,1.0,stephane_singo,,,,2.0,,,1.0,,,,,,,
10411735,away,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,182,4118,M,930189,EUR,998352000,M,28,28,False,45.0,44.0,3.0,2.0,20.0,20.0,27.0,32.0,,6.0,8.0,,,,90.0,64.0,7.7,7.0,0.0,0.0,0.18358,0,,4,7.0,3.0,1.0,,,1.0,2.0,1.0,1.0,4.0,,1.0,1.0,,,,,3.0,,,,1.0,,,,,,,,,,,
10411735,away,Torino,Karol Linetty,karol-linetty,K. Linetty,M,176,2109,M,189135,EUR,791683200,M,77,77,False,58.0,53.0,2.0,2.0,30.0,33.0,23.0,25.0,,4.0,5.0,,,,90.0,70.0,6.9,8.0,0.0292,0.0,0.0113579,1,,10,,,7.0,,1.0,,1.0,,2.0,2.0,3.0,1.0,1.0,,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,
10411735,away,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,182,1729,M,67769,EUR,714700800,M,13,13,False,44.0,34.0,4.0,1.0,11.0,12.0,29.0,39.0,,2.0,3.0,,,,86.0,62.0,7.4,12.0,0.037,0.0,0.257514,1,,12,7.0,6.0,3.0,,,,1.0,,,,,1.0,3.0,True,1.0,,,5.0,,1.0,1.0,,1.0,1.0,,,,,,,,,
10411735,away,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,178,5477,M,357596,EUR,875923200,F,16,16,False,17.0,12.0,1.0,,4.0,7.0,11.0,15.0,1.0,2.0,3.0,,,,90.0,33.0,6.8,14.0,0.0912,0.0,0.13007,1,,10,5.0,3.0,4.0,,,,,,5.0,,1.0,2.0,,,1.0,,,2.0,niksivlasic_,,2.0,,1.0,1.0,,,,1.0,,,,,
10411735,away,Torino,Nemanja Radonjić,nemanja-radonjic,N. Radonjić,F,185,4597,M,802665,EUR,824342400,F,49,49,False,15.0,15.0,1.0,1.0,3.0,3.0,12.0,13.0,,9.0,3.0,,,,81.0,36.0,6.7,5.0,0.7853,0.0,0.0376749,5,,49,1.0,,2.0,2.0,,,,,1.0,2.0,,,,,,,,1.0,n.radonjic7,2.0,7.0,,2.0,7.0,3.0,,,,,,,1.0,
10411735,away,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,181,3538,M,333261,EUR,825897600,F,9,9,False,21.0,17.0,3.0,3.0,7.0,11.0,10.0,10.0,3.0,4.0,1.0,,,,86.0,32.0,7.9,5.0,0.4247,0.3827,0.0967026,3,,99,,,2.0,,,,,,1.0,1.0,,,2.0,,2.0,,,3.0,,,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,
10411735,away,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,180,1014,M,233826,EUR,827625600,D,19,19,True,17.0,11.0,3.0,,5.0,5.0,7.0,13.0,,,2.0,,,,35.0,26.0,7.2,6.0,0.0,0.0,0.123234,0,,20,1.0,1.0,1.0,,1.0,,,,,,,,2.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,1.0
10411735,away,Torino,Aleksei Miranchuk,aleksei-miranchuk,A. Miranchuk,M,182,4256,M,324353,EUR,813888000,M,59,59,True,6.0,5.0,,,1.0,1.0,4.0,5.0,,1.0,1.0,,,,9.0,7.0,6.7,1.0,0.0,0.0,0.00075336,0,,59,,,,,,,1.0,1.0,,,,,,,,,,,Miranchuk,,,,,,,,,,,,,,
10411735,away,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,184,149,M,158235,EUR,723081600,D,26,26,True,1.0,,,,,,,1.0,,,1.0,,,,10.0,3.0,6.2,2.0,0.0,0.0,0.0,0,,,,,2.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
10411735,away,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,187,1424,M,798147,EUR,791596800,D,27,27,True,5.0,4.0,,,1.0,1.0,3.0,5.0,,,,,,,10.0,7.0,6.3,2.0,0.0,0.0,0.00290654,0,,31,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10411735,away,Torino,Pietro Pellegri,pietro-pellegri,P. Pellegri,F,188,924,M,839226,EUR,984787200,F,11,11,True,,,,,,,,,,1.0,,,,,10.0,3.0,6.4,1.0,0.0,0.0,0.0,0,,9,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
10411735,away,Torino,Matteo Fiorenza,matteo-fiorenza,M. Fiorenza,G,195,14,M,1100377,EUR,1055635200,G,73,73,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,Matteo,Fiorenza,,,,,,,,,,,,,,,,
10411735,away,Torino,Luca Gemello,luca-gemello,L. Gemello,G,185,85,M,876235,EUR,962582400,G,89,89,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,away,Torino,Demba Seck,demba-seck,D. Seck,M,190,1111,M,1012248,EUR,981763200,F,23,23,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,away,Torino,Gvidas Gineitis,gineitis-gvidas,G. Gineitis,M,191,1446,M,1030829,EUR,1081987200,M,66,66,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,away,Torino,Brian Bayeye,bayeye-brian,B. Bayeye,M,190,675,M,1001725,EUR,962323200,M,2,2,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411735,away,Torino,Michel Adopo,michel-ndary-adopo,M. N. Adopo,M,187,534,M,928777,EUR,963964800,M,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
