match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,captain,stat_bigChanceCreated,stat_wonTackle,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_goalAssist,stat_challengeLost,stat_shotOffTarget,stat_penaltyWon,stat_goals,stat_bigChanceMissed,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAGoal,stat_clearanceOffLine
11941159,home,Juventus,Mattia Perin,mattia-perin,M. Perin,G,1,188,3286,M,79645,EUR,721353600,G,36,36,False,24.0,14.0,15.0,5.0,13.0,17.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,3.0,90.0,32.0,7.3,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11941159,home,Juventus,Federico Gatti,federico-gatti,F. Gatti,D,4,190,4989,M,1128063,EUR,898646400,D,4,4,False,28.0,27.0,1.0,,15.0,16.0,12.0,14.0,1.0,2.0,5.0,,,,90.0,43.0,7.3,7.0,0,Federico Gatti,,FedericoGatti,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11941159,home,Juventus,Bremer,bremer,Bremer,D,3,188,9607,M,885197,EUR,858643200,D,3,3,False,43.0,42.0,3.0,2.0,34.0,34.0,8.0,9.0,2.0,4.0,9.0,,,,90.0,52.0,7.2,2.0,1,,,Bremer,,3.0,5.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11941159,home,Juventus,Danilo,danilo,Danilo,D,13,184,15246,M,124992,EUR,679536000,D,6,6,False,73.0,63.0,14.0,8.0,43.0,50.0,20.0,23.0,3.0,6.0,5.0,,,,90.0,85.0,7.7,12.0,0,,,Danilo,,1.0,3.0,,,1.0,1.0,,2.0,1.0,2.0,,,2.0,True,1.0,2.0,1.0,,,,,,,,,,,,,,,
11941159,home,Juventus,Timothy Weah,weah-timothy,T. Weah,M,22,185,11634,M,855810,EUR,951177600,M,22,22,False,17.0,13.0,,,5.0,5.0,9.0,15.0,,,,,,,71.0,26.0,6.8,9.0,1,,,timothyweah,3.0,1.0,3.0,,,1.0,,,,,,2.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11941159,home,Juventus,Weston McKennie,weston-mckennie,W. McKennie,M,22,185,7748,M,881931,EUR,904262400,M,16,16,False,39.0,31.0,3.0,2.0,10.0,12.0,22.0,28.0,1.0,2.0,7.0,,,,90.0,52.0,8.4,8.0,2,,,west.mckennie,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,2.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,
11941159,home,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185,8636,M,363860,EUR,884217600,M,5,5,False,42.0,38.0,5.0,3.0,21.0,21.0,17.0,21.0,,1.0,7.0,,,,62.0,51.0,7.4,6.0,1,,,locamanuel73,,,3.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,2.0,1.0,,,,,,,,,
11941159,home,Juventus,Fabio Miretti,fabio-miretti,F. Miretti,M,21,179,3302,M,1010223,EUR,1059868800,M,20,20,False,32.0,23.0,2.0,,14.0,16.0,10.0,18.0,,4.0,6.0,,,,62.0,50.0,7.6,14.0,3,,,,2.0,3.0,5.0,2.0,2.0,,,1.0,2.0,2.0,,1.0,1.0,,,,,2.0,1.0,,,,1.0,2.0,1.0,,,,,,,,
11941159,home,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,126588,EUR,720576000,M,11,11,False,40.0,33.0,2.0,1.0,16.0,17.0,19.0,29.0,1.0,4.0,9.0,,,,90.0,65.0,7.5,13.0,3,,,filipkostic,6.0,1.0,3.0,,,,,2.0,2.0,1.0,1.0,,1.0,2.0,,,2.0,3.0,2.0,2.0,,,1.0,,,,,,,,,,
11941159,home,Juventus,Arkadiusz Milik,arkadiusz-milik,A. Milik,F,14,186,14237,M,161325,EUR,762393600,F,14,14,False,19.0,16.0,2.0,2.0,3.0,4.0,13.0,15.0,3.0,6.0,2.0,,,,62.0,31.0,9.5,4.0,6,,,arekmilik,,1.0,4.0,1.0,1.0,,,,,2.0,2.0,1.0,3.0,,,,,2.0,,3.0,1.0,,,,,3.0,,,,,,,
