match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_interceptionWon,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_hitWoodwork,stat_totalOffside
12448406,home,FC Utrecht,Anthony Descotte,,,descotte-anthony,A. Descotte,F,99,179,246,M,1008697,EUR,1059868800,F,19,19,False,14.0,8.0,,,0.0,1.0,2.0,7.0,12.0,,,,,59.0,22.0,6.6,10.0,0.0845169,1,,,,7.0,1.0,9.0,1.0,,,1.0,,,,,,3.0,,1.0,0.0482,0.0905,,,,,1.0,,1.0,,,,,,
12448406,home,FC Utrecht,Matisse Didden,,,matisse-didden,M. Didden,D,40,198,170,M,996992,EUR,1002499200,D,40,40,True,65.0,57.0,6.0,3.0,0.0,35.0,37.0,22.0,28.0,2.0,,,,73.0,76.0,7.0,8.0,0.0113345,0,,,,5.0,3.0,6.0,3.0,,,,,8.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
12448406,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,True,14.0,8.0,2.0,,0.0,6.0,7.0,2.0,8.0,4.0,,,,31.0,21.0,6.3,8.0,0.00105998,2,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,0.2542,,,1.0,,,,,,,1.0,,,,
12448406,home,FC Utrecht,Noah Ohio,Noah Ohio,,noah-ohio,N. Ohio,F,39,185,960,M,1100456,EUR,1042675200,F,11,11,True,8.0,7.0,1.0,1.0,0.0,1.0,1.0,6.0,7.0,2.0,,,,31.0,17.0,6.7,4.0,0.00745504,1,,,,2.0,1.0,3.0,4.0,1.0,,1.0,,1.0,,,,2.0,3.0,1.0,0.1812,0.1839,,,1.0,,,,1.0,,1.0,,,,
12448406,home,FC Utrecht,Ole Romeny,,,ole-romeny,O. Romeny,F,11,185,13950,M,921948,EUR,961459200,F,77,77,True,10.0,5.0,,,0.0,1.0,4.0,5.0,7.0,2.0,,,,31.0,15.0,6.8,6.0,0.0705264,0,,1.0,1.0,,2.0,1.0,3.0,,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,oleromeny,,
12448406,home,FC Utrecht,David Min,,,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,True,5.0,2.0,1.0,,0.0,,,2.0,5.0,1.0,,,,21.0,11.0,6.3,4.0,0.00050751,3,,,,,1.0,,1.0,,,1.0,1.0,2.0,,,,1.0,,,0.6231,0.2509,,1.0,,,,,,,1.0,,,,
12448406,home,FC Utrecht,Taylor Booth,,,taylor-booth,T. Booth,M,8,173,530,M,906024,EUR,991267200,M,10,10,True,1.0,1.0,,,0.0,,,1.0,1.0,1.0,,,,2.0,3.0,,1.0,0.0157913,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
12448406,home,FC Utrecht,Tom de Graaff,Tom,de Graaff,tom-de-graaff,T. d. Graaff,G,16,193,177,M,1145525,EUR,1102636800,G,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,home,FC Utrecht,Michael Brouwer,,,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,home,FC Utrecht,Niklas Vesterlund,,,niklas-vesterlund,N. B. V. Nielsen,D,23,185,77,M,837010,EUR,928627200,D,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,away,Heracles Almelo,Fabian de Keijzer,,,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,1,1,False,42.0,30.0,27.0,15.0,0.0,18.0,20.0,12.0,22.0,9.0,,4.0,5.0,90.0,51.0,7.6,12.0,0.218763,0,0.2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,away,Heracles Almelo,Mimeirhel Benita,Mimeirhel Benita,,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,D,2,2,False,34.0,24.0,10.0,7.0,0.0,15.0,17.0,9.0,18.0,6.0,,,,90.0,58.0,6.8,16.0,0.00561953,0,,1.0,,1.0,3.0,3.0,7.0,2.0,2.0,,,1.0,,2.0,1.0,4.0,,1.0,,,,,1.0,1.0,,,1.0,2.0,,,,,
12448406,away,Heracles Almelo,Damon Mirani,,,damon-mirani,D. Mirani,D,4,182,56,M,318575,EUR,831945600,D,4,4,False,54.0,43.0,10.0,3.0,0.0,34.0,38.0,9.0,16.0,5.0,,,,90.0,68.0,7.4,12.0,0.00933328,1,,,,3.0,9.0,5.0,10.0,,,,,4.0,,1.0,1.0,1.0,1.0,,0.0738,,,1.0,3.0,2.0,,,1.0,2.0,,,,,
12448406,away,Heracles Almelo,Ivan Mesík,,,ivan-mesik,I. Mesík,D,24,187,163,M,918484,EUR,991353600,D,24,24,False,46.0,37.0,9.0,4.0,0.0,26.0,31.0,11.0,15.0,5.0,,,,90.0,64.0,6.9,11.0,0.0354721,1,,,,2.0,3.0,6.0,4.0,,,,1.0,9.0,,1.0,1.0,1.0,,3.0,0.1191,,,,1.0,1.0,,,,,,,,,
12448406,away,Heracles Almelo,Ruben Roosken,,,ruben-roosken,R. Roosken,D,12,183,99,M,988990,EUR,951955200,D,12,12,False,32.0,26.0,7.0,4.0,0.0,12.0,16.0,16.0,22.0,2.0,,,,90.0,61.0,6.9,13.0,0.0255936,0,,6.0,2.0,2.0,,5.0,5.0,1.0,,,,2.0,,4.0,4.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,
12448406,away,Heracles Almelo,Brian De Keersmaecker,,,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,35.0,30.0,7.0,4.0,0.0,18.0,18.0,13.0,20.0,3.0,,,,90.0,58.0,6.9,11.0,0.158347,0,,3.0,1.0,,,2.0,4.0,,,,,4.0,,3.0,2.0,3.0,1.0,1.0,,,True,,,,1.0,,1.0,2.0,,,,,
12448406,away,Heracles Almelo,Jan Žambůrek,,,jan-zamburek,J. Žambůrek,M,13,182,81,M,930295,EUR,982022400,M,13,13,False,31.0,24.0,4.0,2.0,0.0,12.0,12.0,14.0,26.0,2.0,,,,85.0,53.0,6.5,16.0,0.184983,0,,7.0,2.0,3.0,1.0,9.0,2.0,2.0,,,,3.0,,,,,1.0,1.0,,,,,,1.0,2.0,,1.0,1.0,,,,,
12448406,away,Heracles Almelo,Suf Podgoreanu,,,suf-podgoreanu,S. Podgoreanu,M,17,193,150,M,1010062,EUR,1011484800,M,29,29,False,18.0,14.0,1.0,1.0,0.0,5.0,5.0,10.0,17.0,2.0,,,,90.0,49.0,6.9,18.0,0.0487446,2,,4.0,1.0,3.0,2.0,14.0,10.0,6.0,1.0,1.0,1.0,3.0,,4.0,2.0,4.0,3.0,2.0,0.0718,0.0719,,,,2.0,2.0,,,,,,,,
12448406,away,Heracles Almelo,Jordy Bruijn,,,jordy-bruijn,J. Bruijn,M,8,170,76,M,825278,EUR,838080000,M,5,5,False,13.0,8.0,2.0,1.0,0.0,4.0,4.0,4.0,10.0,2.0,,,,72.0,25.0,6.6,7.0,0.00375781,1,,1.0,,2.0,1.0,6.0,4.0,1.0,1.0,,1.0,,,,,,2.0,1.0,0.0349,,,,,2.0,1.0,,,,,,,,
12448406,away,Heracles Almelo,Mario Engels,,,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,M,8,8,False,16.0,14.0,,,0.0,3.0,4.0,11.0,16.0,2.0,,,,85.0,34.0,6.9,8.0,0.0326479,1,,4.0,,,2.0,4.0,6.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,2.0,2.0,0.0154,,,1.0,,1.0,1.0,,1.0,1.0,,,,,
12448406,away,Heracles Almelo,Luka Kulenović,,,luka-kulenovic,L. Kulenović,F,19,190,730,M,998999,EUR,938476800,F,19,19,False,22.0,14.0,,,0.0,7.0,10.0,7.0,12.0,4.0,,,,90.0,37.0,7.1,14.0,0.0319948,2,,,,4.0,8.0,5.0,9.0,1.0,1.0,,1.0,1.0,,,,5.0,,1.0,0.2422,,,1.0,,,1.0,,,,1.0,,,1.0,1.0
12448406,away,Heracles Almelo,Jizz Hornkamp,,,jizz-hornkamp,J. Hornkamp,F,19,180,683,M,914392,EUR,889228800,F,9,9,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,,,18.0,8.0,6.7,2.0,0.00973298,1,,,,1.0,,3.0,,1.0,,1.0,,,,,,,,,0.0918,0.4816,,,,,1.0,,,,,,,1.0,
12448406,away,Heracles Almelo,Daniel van Kaam,,,daniel-van-kaam,D. v. Kaam,M,8,175,86,M,876257,EUR,961718400,M,26,26,True,4.0,2.0,,,0.0,1.0,1.0,2.0,6.0,,,,,10.0,8.0,6.7,4.0,0.0267096,0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
12448406,away,Heracles Almelo,Shiloh 't Zand,,,shiloh-t-zand,S. '. Zand,M,25,177,309,M,1196520,EUR,1050278400,M,10,10,True,5.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,,,,10.0,8.0,6.8,1.0,0.00469137,1,,,,,,,,,,,,,,,,,,,0.2802,,,1.0,,,,1.0,1.0,,,,,,
12448406,away,Heracles Almelo,Timo Jansink,,,jansink-timo,T. Jansink,G,16,197,38,M,1189737,EUR,1047772800,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,away,Heracles Almelo,Robin Mantel,,,robin-mantel,R. Mantel,G,30,195,29,M,943230,EUR,974246400,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,away,Heracles Almelo,Jannes Wieckhoff,,,jannes-wieckhoff,J. Wieckhoff,D,3,188,36,M,984880,EUR,965174400,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,away,Heracles Almelo,Justin Hoogma,,,justin-hoogma,J. Hoogma,D,4,190,87,M,833246,EUR,897523200,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,away,Heracles Almelo,Lorenzo Milani,,,lorenzo-milani,L. Milani,D,20,178,32,M,1084492,EUR,990489600,D,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,away,Heracles Almelo,Kelvin Leerdam,,,kelvin-leerdam,K. Leerdam,D,,178,76,,44220,EUR,646185600,D,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,away,Heracles Almelo,Juho Talvitie,Juho Talvitie,,juho-talvitie,J. Talvitie,M,32,183,251,M,1149147,EUR,1111708800,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448406,away,Heracles Almelo,Thomas Bruns,,,thomas-bruns,T. Bruns,M,10,177,36,M,146401,EUR,694742400,M,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
