match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalCross,stat_unsuccessfulTouch,stat_accurateCross,stat_keyPass,captain,stat_outfielderBlock,stat_totalOffside,stat_shotOffTarget,stat_clearanceOffLine,stat_expectedGoals,stat_challengeLost,stat_goodHighClaim,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_expectedGoalsOnTarget,stat_bigChanceCreated
12420976,home,K. Beerschot V.A.,Davor Matijaš,,,davor-matijas,D. Matijaš,G,71,188.0,108,M,826029,EUR,935366400,G,71,71,False,41.0,32.0,18.0,9.0,0.0,25.0,26.0,7.0,15.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,50.0,7.3,9.0,0.00736835,0,0.2318,,,,,,,,,,,,,,,,,,,,,,,,,,
12420976,home,K. Beerschot V.A.,Apostolos Konstantopoulos,,,konstantopoulos-apostolos,A. Konstantopoulos,D,44,188.0,197,M,1033264,EUR,1028246400,D,66,66,False,62.0,49.0,10.0,4.0,0.0,39.0,41.0,10.0,21.0,7.0,4.0,3.0,3.0,1.0,,,,,90.0,73.0,7.1,13.0,0.00508525,0,,3.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12420976,home,K. Beerschot V.A.,Herve Matthys,,,herve-matthys,H. Matthys,D,3,184.0,82,M,318637,EUR,822009600,D,3,3,False,55.0,47.0,6.0,3.0,0.0,42.0,46.0,5.0,9.0,1.0,,3.0,,,,,,,90.0,60.0,6.9,9.0,0.0199441,0,,2.0,1.0,4.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,
12420976,home,K. Beerschot V.A.,Katuku Derrick Tshimanga,,,katuku-derrick-tshimanga,K. D. Tshimanga,D,26,176.0,30,M,46014,EUR,594777600,D,26,26,False,39.0,34.0,5.0,3.0,0.0,25.0,29.0,9.0,11.0,3.0,2.0,3.0,1.0,1.0,,,,,90.0,52.0,6.7,9.0,0.00568351,0,,,,4.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12420976,home,K. Beerschot V.A.,Brian Plat,,,brian-plat,B. Plat,D,4,191.0,60,M,980673,EUR,954892800,M,4,4,False,35.0,30.0,2.0,2.0,0.0,14.0,18.0,17.0,19.0,7.0,1.0,8.0,2.0,1.0,,,,,90.0,69.0,6.9,13.0,0.124399,0,,4.0,2.0,9.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
12420976,home,K. Beerschot V.A.,Welat Cagro,,,cagro-welat,W. Cagro,M,47,188.0,51,M,988579,EUR,928108800,M,47,47,False,47.0,41.0,6.0,4.0,0.0,29.0,30.0,12.0,17.0,2.0,,5.0,2.0,1.0,,,,,90.0,55.0,6.8,7.0,0.00854353,0,,,,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
12420976,home,K. Beerschot V.A.,Ryan Sanusi,,,ryan-sanusi,R. Sanusi,M,18,181.0,35,M,164025,EUR,694569600,M,18,18,False,53.0,50.0,,,0.0,31.0,31.0,19.0,27.0,2.0,1.0,6.0,,,,,,,90.0,67.0,7.0,9.0,0.0171926,0,,1.0,,3.0,,,,2.0,2.0,,5.0,,,,True,1.0,,,,,,,,,,,
12420976,home,K. Beerschot V.A.,Simion Michez,,,simion-michez,S. Michez,M,41,178.0,193,M,1126520,EUR,1013212800,M,75,75,False,28.0,21.0,3.0,2.0,0.0,11.0,14.0,10.0,16.0,6.0,2.0,2.0,1.0,1.0,,,,,90.0,55.0,6.8,16.0,0.0208857,0,,2.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
12420976,home,K. Beerschot V.A.,Tom Reyners,,,tom-reyners,T. Reyners,F,10,169.0,57,M,965779,EUR,956188800,F,7,7,False,29.0,20.0,2.0,1.0,0.0,6.0,8.0,14.0,22.0,6.0,,2.0,1.0,1.0,,,,,77.0,43.0,6.6,17.0,0.010943,0,,,,4.0,3.0,1.0,,4.0,,2.0,1.0,3.0,,,,,1.0,,,,,,,,,,
12420976,home,K. Beerschot V.A.,Charly Keita,,,keita-charly,C. Keita,F,99,192.0,56,M,1137495,EUR,929491200,F,27,27,False,15.0,13.0,,,0.0,4.0,4.0,9.0,11.0,4.0,2.0,1.0,,,,,,,84.0,33.0,7.6,9.0,0.0102114,1,,1.0,2.0,4.0,1.0,1.0,,1.0,1.0,2.0,,5.0,,,,2.0,,1.0,1.0,0.0995,,,,,,,
