match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_wasFouled,stat_wonContest,stat_onTargetScoringAttempt,stat_keyPass,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,player_firstName,player_lastName,stat_bigChanceMissed,stat_hitWoodwork
10388468,home,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,38.0,22.0,25.0,10.0,16.0,20.0,6.0,18.0,1.0,1.0,9.0,1.0,2.0,3.0,1.0,90.0,48.0,7.6,16.0,0.0,0.0,0.00429797,0,1.0335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388468,home,Hertha BSC,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,D,16,16,False,37.0,29.0,4.0,3.0,18.0,20.0,11.0,17.0,2.0,2.0,7.0,,,,,90.0,63.0,6.6,15.0,0.0,0.0,0.0113997,0,,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
10388468,home,Hertha BSC,Agustín Rogel,agustin-rogel,A. Rogel,D,3,190,476,M,875293,EUR,877046400,D,3,3,False,35.0,30.0,4.0,4.0,27.0,30.0,3.0,5.0,5.0,5.0,3.0,,,,,90.0,45.0,7.3,6.0,0.0,0.0,0.00252914,0,,1.0,3.0,3.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388468,home,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,882,M,226974,EUR,791251200,D,20,20,False,39.0,33.0,6.0,3.0,20.0,22.0,13.0,17.0,9.0,6.0,3.0,,,,,90.0,55.0,7.3,7.0,0.1754,0.0857,0.126161,1,,4.0,7.0,6.0,,,2.0,2.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10388468,home,Hertha BSC,Marvin Plattenhardt,marvin-plattenhardt,M. Plattenhardt,D,,181,84,,108584,EUR,696384000,D,21,21,False,13.0,11.0,3.0,1.0,4.0,4.0,8.0,12.0,,,1.0,,,,,24.0,23.0,7.0,5.0,0.0,0.0,0.335611,0,,,,1.0,,,1.0,,,,,,,,,,1.0,True,1.0,3.0,1.0,1.0,,,,,,,,,
10388468,home,Hertha BSC,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,21.0,14.0,2.0,,8.0,12.0,6.0,10.0,4.0,3.0,6.0,,,,,90.0,40.0,6.8,11.0,0.062,0.0945,0.0105643,1,,,3.0,4.0,1.0,1.0,2.0,5.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
10388468,home,Hertha BSC,Ivan Šunjić,ivan-sunjic,I. Šunjić,M,26,185,1157,M,283833,EUR,844819200,M,34,34,False,30.0,24.0,2.0,,14.0,14.0,10.0,16.0,6.0,1.0,7.0,,,,,90.0,46.0,7.8,7.0,0.4472,0.0473,0.023626,2,,1.0,,2.0,,,,2.0,6.0,4.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,
10388468,home,Hertha BSC,Jean-Paul Boëtius,jean-paul-boetius,J. Boëtius,M,,178,281,M,138830,EUR,764294400,M,10,10,False,35.0,25.0,5.0,1.0,11.0,14.0,14.0,22.0,3.0,1.0,5.0,,,,,84.0,47.0,6.7,15.0,0.0,0.0,0.012485,0,,1.0,1.0,3.0,,1.0,,1.0,1.0,,3.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,
10388468,home,Hertha BSC,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,M,23,23,False,22.0,15.0,2.0,1.0,6.0,7.0,10.0,16.0,7.0,1.0,6.0,,,,,84.0,45.0,7.7,13.0,0.2841,0.363,0.186035,4,,,,5.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,,4.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,
10388468,home,Hertha BSC,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4899,M,823631,EUR,875059200,F,14,14,False,15.0,10.0,,,2.0,3.0,8.0,19.0,4.0,1.0,4.0,,,,,69.0,46.0,6.9,25.0,0.1264,0.1511,0.187154,3,,1.0,1.0,16.0,1.0,3.0,8.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,,,7.0,,,1.0,1.0,,1.0,DLukebakio,,,,
10388468,home,Hertha BSC,Wilfried Kanga,wilfried-kanga,W. Kanga,F,7,189,938,M,838640,EUR,888019200,F,18,18,False,22.0,14.0,,,4.0,8.0,10.0,16.0,6.0,2.0,3.0,,,,,84.0,35.0,7.4,13.0,0.5293,0.6014,0.024703,2,,2.0,5.0,5.0,,1.0,2.0,,,,1.0,1.0,,,1.0,1.0,,,,2.0,,,,1.0,1.0,,,,,,
10388468,home,Hertha BSC,Maximilian Mittelstädt,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,17,17,True,29.0,23.0,3.0,1.0,6.0,6.0,18.0,27.0,11.0,2.0,9.0,,,,,66.0,64.0,7.6,13.0,0.0357,0.0,0.0537862,1,,,1.0,1.0,,,6.0,1.0,3.0,1.0,1.0,,,2.0,5.0,,1.0,,,4.0,1.0,,,1.0,,,,,,,
10388468,home,Hertha BSC,Chidera Ejuke,chidera-ejuke,C. Ejuke,M,21,176,3126,M,875890,EUR,883699200,F,40,40,True,9.0,8.0,,,1.0,2.0,7.0,7.0,,,1.0,,,,,21.0,13.0,6.6,4.0,0.0627,0.0322,0.00598976,1,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
10388468,home,Hertha BSC,Suat Serdar,suat-serdar,S. Serdar,M,8,183,677,M,800408,EUR,860716800,M,8,8,True,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,11.0,3.0,6.6,,0.0562,0.0,1.08e-06,1,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
10388468,home,Hertha BSC,Kevin-Prince Boateng,kevin-prince-boateng,K. Boateng,M,,186,1651,,8713,EUR,541987200,M,27,27,True,5.0,5.0,,,,,6.0,6.0,1.0,1.0,1.0,,,,,11.0,15.0,6.2,5.0,0.0,0.0,0.0401299,0,,,1.0,5.0,,3.0,1.0,,,,1.0,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,
10388468,home,Hertha BSC,Davie Selke,davie-selke,D. Selke,F,9,195,1255,M,187437,EUR,790560000,F,7,7,True,7.0,5.0,1.0,,,1.0,5.0,7.0,,,,,,,,11.0,8.0,6.3,3.0,0.0,0.0,0.00286224,0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10388468,home,Hertha BSC,Tjark Ernst,tjark-ernst,T. Ernst,G,1,193,378,M,1019319,EUR,1047686400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388468,home,Hertha BSC,Peter Pekarík,peter-pekarik,P. Pekarík,D,22,176,250,M,36949,EUR,531014400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter,Pekarík,,
