match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_interceptionWon,stat_challengeLost,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_shotOffTarget,stat_hitWoodwork,stat_goalAssist,stat_totalCross,stat_outfielderBlock,stat_totalOffside,stat_accurateCross
12264236,home,New Mexico United,Daniel Bruce,daniel-bruce,D. Bruce,F,168.0,5,M,983867,EUR,831945600,F,25,25,False,,14.0,12.0,,,4.0,4.0,8.0,10.0,,2.0,,,,58.0,19.0,6.8,4.0,0,25,,2.0,,,,,,,,2.0,,,,1.0,,2.0,,,2.0,,,1.0,,,2.0,
12264236,home,New Mexico United,Mukwelle Akale,mukwelle-akale,M. Akale,M,162.0,16,M,965033,EUR,853545600,F,11,11,True,,15.0,13.0,,,7.0,8.0,7.0,8.0,1.0,2.0,,,,45.0,21.0,6.7,4.0,0,11,,1.0,,,,,,1.0,1.0,1.0,,,,,,2.0,,,1.0,,,,1.0,,,1.0
12264236,home,New Mexico United,Marco Micaletto,marco-micaletto,M. Micaletto,M,178.0,24,M,881581,EUR,822009600,M,10,10,True,,16.0,12.0,2.0,2.0,5.0,8.0,8.0,9.0,2.0,4.0,,,,32.0,20.0,6.5,6.0,1,22,,4.0,1.0,,,1.0,,,,3.0,,,2.0,,,1.0,,,,,,,1.0,,,1.0
12264236,home,New Mexico United,Greg Hurst,greg-hurst,G. Hurst,F,180.0,9,M,818317,EUR,860457600,F,17,17,True,,8.0,3.0,1.0,1.0,,,3.0,8.0,6.0,,1.0,,,32.0,16.0,7.0,8.0,1,17,,2.0,1.0,1.0,1.0,,,,,1.0,,,4.0,1.0,,2.0,1.0,,,,,,,,1.0,
12264236,home,New Mexico United,Jacobo Reyes,jacobo-reyes,J. Reyes,M,174.0,12,M,906026,EUR,965952000,F,20,20,True,,8.0,4.0,,,,1.0,4.0,7.0,1.0,1.0,1.0,,,21.0,10.0,7.5,4.0,1,11,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,
12264236,home,New Mexico United,Jackson DuBois,jackson-dubois,J. DuBois,D,183.0,3,M,1831182,EUR,1140566400,D,47,47,True,,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,2.0,,,0,18,,,,,,,,,,,Jackson,DuBois,,,,,,,,,,,,,,
12264236,home,New Mexico United,Kristopher Shakes,kristopher-shakes,K. Shakes,G,180.0,9,M,1808941,EUR,988329600,G,13,13,True,,,,,,,,,,,,,,,,,,,0,13,,,,,,,,,,,Kristopher Shakes,,,,,,,,,,,,,,,
12264236,home,New Mexico United,Avionne Flanagan,avionne-flanagan,A. Flanagan,M,180.0,3,M,1114259,EUR,923356800,M,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Avionne Flanagan,,,,,,,,,,,,,,,
12264236,away,Real Salt Lake,Gavin Beavers,beavers-gavin,G. Beavers,G,196.0,147,M,1047552,EUR,1114732800,G,35,35,False,,30.0,23.0,11.0,5.0,19.0,20.0,4.0,10.0,,8.0,,1.0,2.0,90.0,39.0,5.7,7.0,0,13,,,,,,,,,,,Gavin Beavers,,,,,,,,,,,,,,,
12264236,away,Real Salt Lake,Andrew Brody,andrew-brody,A. Brody,D,178.0,24,M,837497,EUR,794361600,D,2,2,False,,81.0,70.0,8.0,5.0,40.0,47.0,30.0,36.0,6.0,9.0,1.0,,,90.0,99.0,6.6,16.0,1,,1.0,2.0,,1.0,,,,3.0,3.0,,,,2.0,1.0,,,,,,1.0,,,2.0,,,
12264236,away,Real Salt Lake,Bode Hidalgo,bode-hidalgo,B. Hidalgo,D,180.0,78,M,1410212,EUR,1014336000,D,19,19,False,,71.0,61.0,18.0,10.0,38.0,42.0,23.0,29.0,,4.0,,,,81.0,75.0,6.2,10.0,0,19,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
12264236,away,Real Salt Lake,Philip Quinton,quinton-philip,P. Quinton,D,196.0,18,M,1172487,EUR,942710400,D,26,26,False,,80.0,76.0,12.0,9.0,40.0,41.0,36.0,39.0,3.0,1.0,3.0,,,90.0,87.0,6.3,5.0,1,26,,3.0,1.0,,,,1.0,,,2.0,Philip Quinton,,,,,,,,,1.0,,,,,,
12264236,away,Real Salt Lake,Derrick Tommy Silva,derrick-tommy-silva,D. T. Silva,D,178.0,7,M,1046605,EUR,1014249600,D,33,33,False,,39.0,34.0,3.0,2.0,13.0,13.0,21.0,29.0,3.0,2.0,1.0,,,71.0,54.0,6.6,11.0,0,33,,1.0,,,,,,1.0,1.0,1.0,Derrick Tommy Silva,,1.0,,,2.0,,,1.0,,,,3.0,1.0,,
12264236,away,Real Salt Lake,Braian Ojeda,braian-ojeda,B. Ojeda,M,173.0,399,M,883206,EUR,962064000,M,6,6,False,,33.0,27.0,7.0,5.0,10.0,10.0,17.0,23.0,8.0,9.0,2.0,,,60.0,44.0,7.2,7.0,1,6,,2.0,,4.0,4.0,,,2.0,2.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,
12264236,away,Real Salt Lake,Nelson Palacio,nelson-palacio,N. Palacio,M,180.0,206,M,1130613,EUR,992649600,M,13,13,False,,55.0,51.0,8.0,7.0,26.0,27.0,25.0,28.0,2.0,7.0,2.0,,,90.0,67.0,6.6,9.0,0,15,1.0,5.0,3.0,,,,1.0,,,,Nelson Palacio,,,2.0,1.0,2.0,,,,,,,,,,
12264236,away,Real Salt Lake,Maikel Chang,maikel-chang,M. Chang,M,177.0,45,M,881514,EUR,671932800,M,16,16,False,True,32.0,24.0,4.0,1.0,8.0,10.0,17.0,27.0,1.0,1.0,1.0,,,60.0,41.0,6.5,14.0,0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,5.0,,,1.0
12264236,away,Real Salt Lake,Diego Luna,diego-luna,D. Luna,M,173.0,1907,M,1117904,EUR,1062892800,M,8,8,False,,37.0,30.0,3.0,2.0,8.0,9.0,22.0,33.0,3.0,2.0,1.0,,,90.0,56.0,7.5,16.0,3,8,1.0,3.0,1.0,2.0,2.0,1.0,,,,1.0,Diego Luna,,,,,3.0,1.0,1.0,3.0,1.0,,,5.0,,1.0,
12264236,away,Real Salt Lake,Fidel Barajas,fidel-barajas,F. Barajas,M,175.0,389,M,1407640,EUR,1144195200,M,17,17,False,,25.0,19.0,1.0,,4.0,4.0,15.0,27.0,1.0,4.0,,,,90.0,37.0,6.8,15.0,1,25,1.0,5.0,2.0,1.0,,,,1.0,1.0,1.0,Fidel Barajas,,,,,,1.0,1.0,,,,,6.0,,1.0,
12264236,away,Real Salt Lake,Zavier Gozo,gozo-zavier,Z. Gozo,M,180.0,316,M,1578999,EUR,1174521600,F,72,72,False,,6.0,5.0,,,,,5.0,6.0,3.0,,1.0,,,44.0,10.0,7.0,2.0,1,72,,2.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,
12264236,away,Real Salt Lake,Anderson Julio,anderson-julio,A. Julio,F,180.0,283,M,832664,EUR,833500800,F,29,29,True,,6.0,5.0,,,1.0,2.0,4.0,5.0,2.0,1.0,2.0,,,38.0,9.0,6.9,2.0,0,11,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,
12264236,away,Real Salt Lake,Emeka Eneli,eneli-emeka,E. Eneli,M,175.0,84,M,1481985,EUR,940204800,M,14,14,True,,10.0,10.0,1.0,1.0,6.0,6.0,4.0,4.0,5.0,3.0,4.0,,,30.0,21.0,7.0,1.0,0,14,,1.0,,1.0,,,,1.0,1.0,,Emeka Eneli,,,2.0,,,,,,,,,,1.0,,
12264236,away,Real Salt Lake,Bertin Jacquesson,jacquesson-bertin,B. Jacquesson,F,183.0,19,M,1464941,EUR,1007078400,F,27,27,True,,6.0,6.0,,,1.0,1.0,5.0,7.0,1.0,,,,,30.0,12.0,6.7,2.0,1,,2.0,2.0,,,,,,,,,Bertin Jacquesson,,1.0,,,,1.0,,,,,,2.0,,,
12264236,away,Real Salt Lake,Alexandros Katranis,alexandros-katranis,A. Katranis,D,179.0,102,M,827449,EUR,894240000,D,98,98,True,,8.0,5.0,2.0,,3.0,3.0,2.0,5.0,1.0,1.0,,,,19.0,13.0,6.6,4.0,1,98,,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,
12264236,away,Real Salt Lake,Justen Glad,justen-glad,J. Glad,D,183.0,89,M,583670,EUR,857088000,D,15,15,True,,11.0,7.0,5.0,2.0,5.0,7.0,2.0,4.0,1.0,,1.0,,,9.0,14.0,6.2,4.0,0,15,2.0,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
12264236,away,Real Salt Lake,Cristian Arango,cristian-arango,C. Arango,F,175.0,1194,M,247903,EUR,794707200,F,9,9,True,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,8.0,2.0,6.5,,0,17,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
12264236,away,Real Salt Lake,Zac MacMath,zac-macmath,Z. MacMath,G,185.0,49,M,149295,EUR,681523200,G,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
