match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_interceptionWon,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12528239,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,33.0,28.0,8.0,3.0,0.0,25.0,25.0,3.0,8.0,1.0,14.0,1.0,1.0,5.0,6.0,90.0,53.0,8.0,7.0,0.00054579,0,1.8273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528239,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,D,11,11,False,48.0,38.0,8.0,4.0,0.0,17.0,22.0,21.0,28.0,,4.0,3.0,,,,90.0,75.0,7.1,17.0,0.0362511,1,,True,2.0,4.0,4.0,8.0,14.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,0.0243,,,,,,,,,,,,,,,,
12528239,home,Kayserispor,Julian Jeanvier,julian-jeanvier,J. Jeanvier,D,,183,619,M,250477,EUR,702000000,D,17,17,False,69.0,62.0,7.0,4.0,0.0,50.0,51.0,12.0,19.0,1.0,5.0,1.0,,,,90.0,76.0,6.5,9.0,0.00440371,0,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
12528239,home,Kayserispor,Arif Kocaman,kocaman-arif,A. Kocaman,D,43,184,69,M,1173638,EUR,1063497600,D,54,54,False,52.0,50.0,3.0,3.0,0.0,43.0,44.0,7.0,8.0,1.0,2.0,,,,,89.0,56.0,7.0,2.0,0.00181211,1,,,,2.0,,5.0,,1.0,,,,,,,,,,2.0,,0.6284,1.0,,,1.0,1.0,0.8369,,,,,,,,,,
12528239,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,23,23,False,79.0,71.0,12.0,9.0,0.0,55.0,57.0,17.0,23.0,4.0,3.0,1.0,,,,90.0,103.0,7.2,9.0,0.0468116,0,,,1.0,1.0,2.0,2.0,3.0,1.0,,1.0,1.0,,1.0,,,,,,,,3.0,,,,,,1.0,1.0,,,,,,,,
12528239,home,Kayserispor,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,403,M,98003,EUR,681523200,M,10,10,False,16.0,14.0,3.0,2.0,0.0,8.0,9.0,6.0,7.0,4.0,1.0,,,,,41.0,24.0,6.7,2.0,0.00565626,0,,,,,1.0,1.0,3.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12528239,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,8,8,False,55.0,51.0,10.0,9.0,0.0,31.0,31.0,22.0,34.0,2.0,3.0,3.0,,,,90.0,77.0,7.3,15.0,0.06435,1,,,10.0,,1.0,4.0,3.0,2.0,,,,1.0,,,2.0,2.0,,2.0,,0.0212,1.0,,,,,,2.0,2.0,,,,,,,,
12528239,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182,83,M,883918,EUR,748742400,M,70,70,False,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,4.0,,,,41.0,11.0,6.3,5.0,0.00150223,2,,,,,,2.0,,,,,,,,,,,,3.0,,0.0655,,,,1.0,,0.0953,,,1.0,,,,,,,
12528239,home,Kayserispor,Mehmet Eray Özbek,mehmet-eray-ozbek,M. E. Özbek,M,16,178,34,M,1011955,EUR,1042070400,M,16,16,False,21.0,17.0,2.0,2.0,0.0,6.0,8.0,11.0,13.0,,1.0,1.0,,,,64.0,30.0,6.8,7.0,0.0263339,1,,,,,1.0,2.0,5.0,1.0,1.0,3.0,3.0,,,,1.0,1.0,,,,0.0289,,,,,,,,1.0,1.0,,,,,,,
12528239,home,Kayserispor,Ramazan Civelek,ramazan-civelek,R. Civelek,M,28,172,61,M,781408,EUR,822268800,M,28,28,False,17.0,13.0,,,0.0,8.0,10.0,5.0,7.0,1.0,2.0,,,,,41.0,20.0,6.4,4.0,0.313898,0,,,,,,1.0,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
